,community,province,population,population_type (Census 2016),lat,long,violence_rate,year,nat_avg
4299,Sussex,NB,2517.0,Census subdivision,45.7236,-65.5109,,2011,1346.6
4300,Sussex,NB,2517.0,Census subdivision,45.7236,-65.5109,,2012,1310.8
4301,Sussex,NB,2517.0,Census subdivision,45.7236,-65.5109,,2013,1200.9
4302,Sussex,NB,2517.0,Census subdivision,45.7236,-65.5109,944.0,2014,1088.4
4303,Sussex,NB,2517.0,Census subdivision,45.7236,-65.5109,849.0,2015,1113.9
4304,Swan River,MB,4014.0,Census subdivision,52.1051,-101.2706,2767.0,2008,1357.159959
4305,Swan River,MB,4014.0,Census subdivision,52.1051,-101.2706,3067.0,2009,1450.0
4306,Swan River,MB,4014.0,Census subdivision,52.1051,-101.2706,2119.0,2010,1493.7
4307,Swan River,MB,4014.0,Census subdivision,52.1051,-101.2706,2875.0,2011,1346.6
4308,Swan River,MB,4014.0,Census subdivision,52.1051,-101.2706,3796.0,2012,1310.8
4309,Swan River,MB,4014.0,Census subdivision,52.1051,-101.2706,4042.0,2013,1200.9
4310,Swan River,MB,4014.0,Census subdivision,52.1051,-101.2706,3668.0,2014,1088.4
4311,Swan River,MB,4014.0,Census subdivision,52.1051,-101.2706,3273.0,2015,1113.9
4312,Swift Current,SK,16604.0,Census subdivision,50.2851,-107.7972,1824.0,2008,1357.159959
4313,Swift Current,SK,16604.0,Census subdivision,50.2851,-107.7972,1553.0,2009,1450.0
4314,Swift Current,SK,16604.0,Census subdivision,50.2851,-107.7972,1830.0,2010,1493.7
4315,Swift Current,SK,16604.0,Census subdivision,50.2851,-107.7972,1622.0,2011,1346.6
4316,Swift Current,SK,16604.0,Census subdivision,50.2851,-107.7972,1635.0,2012,1310.8
4317,Swift Current,SK,16604.0,Census subdivision,50.2851,-107.7972,1159.0,2013,1200.9
4318,Swift Current,SK,16604.0,Census subdivision,50.2851,-107.7972,1173.0,2014,1088.4
4319,Swift Current,SK,16604.0,Census subdivision,50.2851,-107.7972,1714.0,2015,1113.9
4320,Sylvan Lake,AB,14816.0,Census subdivision,52.3076,-114.098,1681.0,2008,1357.159959
4321,Sylvan Lake,AB,14816.0,Census subdivision,52.3076,-114.098,1565.0,2009,1450.0
4322,Sylvan Lake,AB,14816.0,Census subdivision,52.3076,-114.098,1501.0,2010,1493.7
4323,Sylvan Lake,AB,14816.0,Census subdivision,52.3076,-114.098,991.0,2011,1346.6
4324,Sylvan Lake,AB,14816.0,Census subdivision,52.3076,-114.098,1871.0,2012,1310.8
4325,Sylvan Lake,AB,14816.0,Census subdivision,52.3076,-114.098,1505.0,2013,1200.9
4326,Sylvan Lake,AB,14816.0,Census subdivision,52.3076,-114.098,1533.0,2014,1088.4
4327,Sylvan Lake,AB,14816.0,Census subdivision,52.3076,-114.098,1447.0,2015,1113.9
4328,T'Kumlups,BC,,,50.680275,-120.29456,0.0,2008,1357.159959
4329,T'Kumlups,BC,,,50.680275,-120.29456,1891.0,2009,1450.0
4330,T'Kumlups,BC,,,50.680275,-120.29456,2309.0,2010,1493.7
4331,T'Kumlups,BC,,,50.680275,-120.29456,1586.0,2011,1346.6
4332,T'Kumlups,BC,,,50.680275,-120.29456,1089.0,2012,1310.8
4333,T'Kumlups,BC,,,50.680275,-120.29456,746.0,2013,1200.9
4334,T'Kumlups,BC,,,50.680275,-120.29456,1006.0,2014,1088.4
4335,T'Kumlups,BC,,,50.680275,-120.29456,0.0,2015,1113.9
4336,Taber,AB,8428.0,Census subdivision,49.786,-112.1497,1484.0,2008,1357.159959
4337,Taber,AB,8428.0,Census subdivision,49.786,-112.1497,1562.0,2009,1450.0
4338,Taber,AB,8428.0,Census subdivision,49.786,-112.1497,1353.0,2010,1493.7
4339,Taber,AB,8428.0,Census subdivision,49.786,-112.1497,1199.0,2011,1346.6
4340,Taber,AB,8428.0,Census subdivision,49.786,-112.1497,1251.0,2012,1310.8
4341,Taber,AB,8428.0,Census subdivision,49.786,-112.1497,931.0,2013,1200.9
4342,Taber,AB,8428.0,Census subdivision,49.786,-112.1497,1246.0,2014,1088.4
4343,Taber,AB,8428.0,Census subdivision,49.786,-112.1497,1006.0,2015,1113.9
4344,Temiscamingue Region,QC,146717.0,,47.55,-79.23333000000001,1054.0,2008,1357.159959
4345,Temiscamingue Region,QC,146717.0,,47.55,-79.23333000000001,1313.0,2009,1450.0
4346,Temiscamingue Region,QC,146717.0,,47.55,-79.23333000000001,1469.0,2010,1493.7
4347,Temiscamingue Region,QC,146717.0,,47.55,-79.23333000000001,1865.0,2011,1346.6
4348,Temiscamingue Region,QC,146717.0,,47.55,-79.23333000000001,1652.0,2012,1310.8
4349,Temiscamingue Region,QC,146717.0,,47.55,-79.23333000000001,1604.0,2013,1200.9
4350,Temiscamingue Region,QC,146717.0,,47.55,-79.23333000000001,1300.0,2014,1088.4
4351,Temiscamingue Region,QC,146717.0,,47.55,-79.23333000000001,1856.0,2015,1113.9
4352,Temiscouata Region,QC,19574.0,Census division,47.683333000000005,-68.88333,598.0,2008,1357.159959
4353,Temiscouata Region,QC,19574.0,Census division,47.683333000000005,-68.88333,449.0,2009,1450.0
4354,Temiscouata Region,QC,19574.0,Census division,47.683333000000005,-68.88333,503.0,2010,1493.7
4355,Temiscouata Region,QC,19574.0,Census division,47.683333000000005,-68.88333,755.0,2011,1346.6
4356,Temiscouata Region,QC,19574.0,Census division,47.683333000000005,-68.88333,737.0,2012,1310.8
4357,Temiscouata Region,QC,19574.0,Census division,47.683333000000005,-68.88333,636.0,2013,1200.9
4358,Temiscouata Region,QC,19574.0,Census division,47.683333000000005,-68.88333,771.0,2014,1088.4
4359,Temiscouata Region,QC,19574.0,Census division,47.683333000000005,-68.88333,653.0,2015,1113.9
4360,Temiskaming,ON,9920.0,Census subdivision,47.833333,-80.5,1193.0,2008,1357.159959
4361,Temiskaming,ON,9920.0,Census subdivision,47.833333,-80.5,1286.0,2009,1450.0
4362,Temiskaming,ON,9920.0,Census subdivision,47.833333,-80.5,1051.0,2010,1493.7
4363,Temiskaming,ON,9920.0,Census subdivision,47.833333,-80.5,1167.0,2011,1346.6
4364,Temiskaming,ON,9920.0,Census subdivision,47.833333,-80.5,1140.0,2012,1310.8
4365,Temiskaming,ON,9920.0,Census subdivision,47.833333,-80.5,0.0,2013,1200.9
4366,Temiskaming,ON,9920.0,Census subdivision,47.833333,-80.5,0.0,2014,1088.4
4367,Temiskaming,ON,9920.0,Census subdivision,47.833333,-80.5,0.0,2015,1113.9
4368,Terrace,BC,11643.0,Census subdivision,54.5182,-128.6032,0.0,2008,1357.159959
4369,Terrace,BC,11643.0,Census subdivision,54.5182,-128.6032,4136.0,2009,1450.0
4370,Terrace,BC,11643.0,Census subdivision,54.5182,-128.6032,3676.0,2010,1493.7
4371,Terrace,BC,11643.0,Census subdivision,54.5182,-128.6032,3059.0,2011,1346.6
4372,Terrace,BC,11643.0,Census subdivision,54.5182,-128.6032,2398.0,2012,1310.8
4373,Terrace,BC,11643.0,Census subdivision,54.5182,-128.6032,2168.0,2013,1200.9
4374,Terrace,BC,11643.0,Census subdivision,54.5182,-128.6032,2059.0,2014,1088.4
4375,Terrace,BC,11643.0,Census subdivision,54.5182,-128.6032,2642.0,2015,1113.9
4376,Terrebonne,QC,111575.0,Census subdivision,45.693000000000005,-73.6331,1002.0,2008,1357.159959
4377,Terrebonne,QC,111575.0,Census subdivision,45.693000000000005,-73.6331,1044.0,2009,1450.0
4378,Terrebonne,QC,111575.0,Census subdivision,45.693000000000005,-73.6331,1081.0,2010,1493.7
4379,Terrebonne,QC,111575.0,Census subdivision,45.693000000000005,-73.6331,1090.0,2011,1346.6
4380,Terrebonne,QC,111575.0,Census subdivision,45.693000000000005,-73.6331,1123.0,2012,1310.8
4381,Terrebonne,QC,111575.0,Census subdivision,45.693000000000005,-73.6331,1026.0,2013,1200.9
4382,Terrebonne,QC,111575.0,Census subdivision,45.693000000000005,-73.6331,901.0,2014,1088.4
4383,Terrebonne,QC,111575.0,Census subdivision,45.693000000000005,-73.6331,1005.0,2015,1113.9
4384,The Pas,MB,5369.0,Census subdivision,53.8255,-101.2476,5985.0,2008,1357.159959
4385,The Pas,MB,5369.0,Census subdivision,53.8255,-101.2476,5113.0,2009,1450.0
4386,The Pas,MB,5369.0,Census subdivision,53.8255,-101.2476,6371.0,2010,1493.7
4387,The Pas,MB,5369.0,Census subdivision,53.8255,-101.2476,6226.0,2011,1346.6
4388,The Pas,MB,5369.0,Census subdivision,53.8255,-101.2476,4635.0,2012,1310.8
4389,The Pas,MB,5369.0,Census subdivision,53.8255,-101.2476,5263.0,2013,1200.9
4390,The Pas,MB,5369.0,Census subdivision,53.8255,-101.2476,4924.0,2014,1088.4
4391,The Pas,MB,5369.0,Census subdivision,53.8255,-101.2476,6031.0,2015,1113.9
4392,Therese-de-Blainville,QC,157103.0,Census division,45.666667,-73.88333,1012.0,2008,1357.159959
4393,Therese-de-Blainville,QC,157103.0,Census division,45.666667,-73.88333,1220.0,2009,1450.0
4394,Therese-de-Blainville,QC,157103.0,Census division,45.666667,-73.88333,1228.0,2010,1493.7
4395,Therese-de-Blainville,QC,157103.0,Census division,45.666667,-73.88333,1237.0,2011,1346.6
4396,Therese-de-Blainville,QC,157103.0,Census division,45.666667,-73.88333,1165.0,2012,1310.8
4397,Therese-de-Blainville,QC,157103.0,Census division,45.666667,-73.88333,1015.0,2013,1200.9
4398,Therese-de-Blainville,QC,157103.0,Census division,45.666667,-73.88333,920.0,2014,1088.4
4399,Therese-de-Blainville,QC,157103.0,Census division,45.666667,-73.88333,982.0,2015,1113.9
4400,Thetford Mines,QC,25403.0,Census subdivision,46.1028,-71.3056,879.0,2008,1357.159959
4401,Thetford Mines,QC,25403.0,Census subdivision,46.1028,-71.3056,758.0,2009,1450.0
4402,Thetford Mines,QC,25403.0,Census subdivision,46.1028,-71.3056,907.0,2010,1493.7
4403,Thetford Mines,QC,25403.0,Census subdivision,46.1028,-71.3056,799.0,2011,1346.6
4404,Thetford Mines,QC,25403.0,Census subdivision,46.1028,-71.3056,928.0,2012,1310.8
4405,Thetford Mines,QC,25403.0,Census subdivision,46.1028,-71.3056,978.0,2013,1200.9
4406,Thetford Mines,QC,25403.0,Census subdivision,46.1028,-71.3056,798.0,2014,1088.4
4407,Thetford Mines,QC,25403.0,Census subdivision,46.1028,-71.3056,1634.0,2015,1113.9
4408,Thompson,MB,1422.0,Census subdivision,55.7449,-97.8509,6168.0,2008,1357.159959
4409,Thompson,MB,1422.0,Census subdivision,55.7449,-97.8509,6139.0,2009,1450.0
4410,Thompson,MB,1422.0,Census subdivision,55.7449,-97.8509,6833.0,2010,1493.7
4411,Thompson,MB,1422.0,Census subdivision,55.7449,-97.8509,7810.0,2011,1346.6
4412,Thompson,MB,1422.0,Census subdivision,55.7449,-97.8509,7063.0,2012,1310.8
4413,Thompson,MB,1422.0,Census subdivision,55.7449,-97.8509,6436.0,2013,1200.9
4414,Thompson,MB,1422.0,Census subdivision,55.7449,-97.8509,5966.0,2014,1088.4
4415,Thompson,MB,1422.0,Census subdivision,55.7449,-97.8509,6458.0,2015,1113.9
4416,Thorsby,AB,985.0,Census subdivision,53.2276,-114.05,857.0,2008,1357.159959
4417,Thorsby,AB,985.0,Census subdivision,53.2276,-114.05,976.0,2009,1450.0
4418,Thorsby,AB,985.0,Census subdivision,53.2276,-114.05,996.0,2010,1493.7
4419,Thorsby,AB,985.0,Census subdivision,53.2276,-114.05,792.0,2011,1346.6
4420,Thorsby,AB,985.0,Census subdivision,53.2276,-114.05,920.0,2012,1310.8
4421,Thorsby,AB,985.0,Census subdivision,53.2276,-114.05,1255.0,2013,1200.9
4422,Thorsby,AB,985.0,Census subdivision,53.2276,-114.05,1665.0,2014,1088.4
4423,Thorsby,AB,985.0,Census subdivision,53.2276,-114.05,1267.0,2015,1113.9
4424,Three Hills,AB,3212.0,Census subdivision,51.7071,-113.2649,940.0,2008,1357.159959
4425,Three Hills,AB,3212.0,Census subdivision,51.7071,-113.2649,1364.0,2009,1450.0
4426,Three Hills,AB,3212.0,Census subdivision,51.7071,-113.2649,903.0,2010,1493.7
4427,Three Hills,AB,3212.0,Census subdivision,51.7071,-113.2649,779.0,2011,1346.6
4428,Three Hills,AB,3212.0,Census subdivision,51.7071,-113.2649,554.0,2012,1310.8
4429,Three Hills,AB,3212.0,Census subdivision,51.7071,-113.2649,621.0,2013,1200.9
4430,Three Hills,AB,3212.0,Census subdivision,51.7071,-113.2649,782.0,2014,1088.4
4431,Three Hills,AB,3212.0,Census subdivision,51.7071,-113.2649,625.0,2015,1113.9
4432,Thunder Bay,ON,107909.0,Census subdivision,48.3809,-89.2477,1797.0,2008,1357.159959
4433,Thunder Bay,ON,107909.0,Census subdivision,48.3809,-89.2477,1854.0,2009,1450.0
4434,Thunder Bay,ON,107909.0,Census subdivision,48.3809,-89.2477,1898.0,2010,1493.7
4435,Thunder Bay,ON,107909.0,Census subdivision,48.3809,-89.2477,1788.0,2011,1346.6
4436,Thunder Bay,ON,107909.0,Census subdivision,48.3809,-89.2477,1630.0,2012,1310.8
4437,Thunder Bay,ON,107909.0,Census subdivision,48.3809,-89.2477,1685.0,2013,1200.9
4438,Thunder Bay,ON,107909.0,Census subdivision,48.3809,-89.2477,1723.0,2014,1088.4
4439,Thunder Bay,ON,107909.0,Census subdivision,48.3809,-89.2477,1567.0,2015,1113.9
4440,Timmins,ON,41788.0,Census subdivision,48.4758,-81.3305,2458.0,2008,1357.159959
4441,Timmins,ON,41788.0,Census subdivision,48.4758,-81.3305,1605.0,2009,1450.0
4442,Timmins,ON,41788.0,Census subdivision,48.4758,-81.3305,1817.0,2010,1493.7
4443,Timmins,ON,41788.0,Census subdivision,48.4758,-81.3305,1775.0,2011,1346.6
4444,Timmins,ON,41788.0,Census subdivision,48.4758,-81.3305,1785.0,2012,1310.8
4445,Timmins,ON,41788.0,Census subdivision,48.4758,-81.3305,1670.0,2013,1200.9
4446,Timmins,ON,41788.0,Census subdivision,48.4758,-81.3305,1517.0,2014,1088.4
4447,Timmins,ON,41788.0,Census subdivision,48.4758,-81.3305,1462.0,2015,1113.9
4448,Tofield,AB,2081.0,Census subdivision,53.3714,-112.6632,878.0,2008,1357.159959
4449,Tofield,AB,2081.0,Census subdivision,53.3714,-112.6632,1348.0,2009,1450.0
4450,Tofield,AB,2081.0,Census subdivision,53.3714,-112.6632,1404.0,2010,1493.7
4451,Tofield,AB,2081.0,Census subdivision,53.3714,-112.6632,868.0,2011,1346.6
4452,Tofield,AB,2081.0,Census subdivision,53.3714,-112.6632,1135.0,2012,1310.8
4453,Tofield,AB,2081.0,Census subdivision,53.3714,-112.6632,844.0,2013,1200.9
4454,Tofield,AB,2081.0,Census subdivision,53.3714,-112.6632,724.0,2014,1088.4
4455,Tofield,AB,2081.0,Census subdivision,53.3714,-112.6632,851.0,2015,1113.9
4456,Toronto,ON,5928040.0,CMA,43.6532,-79.3832,1217.0,2008,1357.159959
4457,Toronto,ON,5928040.0,CMA,43.6532,-79.3832,1184.0,2009,1450.0
4458,Toronto,ON,5928040.0,CMA,43.6532,-79.3832,1124.0,2010,1493.7
4459,Toronto,ON,5928040.0,CMA,43.6532,-79.3832,1120.0,2011,1346.6
4460,Toronto,ON,5928040.0,CMA,43.6532,-79.3832,1008.0,2012,1310.8
4461,Toronto,ON,5928040.0,CMA,43.6532,-79.3832,923.0,2013,1200.9
4462,Toronto,ON,5928040.0,CMA,43.6532,-79.3832,861.0,2014,1088.4
4463,Toronto,ON,5928040.0,CMA,43.6532,-79.3832,891.0,2015,1113.9
4464,Tracadie Sheila,NB,,,47.5121,-64.9121,,2008,1357.159959
4465,Tracadie Sheila,NB,,,47.5121,-64.9121,,2009,1450.0
4466,Tracadie Sheila,NB,,,47.5121,-64.9121,,2010,1493.7
4467,Tracadie Sheila,NB,,,47.5121,-64.9121,,2011,1346.6
4468,Tracadie Sheila,NB,,,47.5121,-64.9121,,2012,1310.8
4469,Tracadie Sheila,NB,,,47.5121,-64.9121,,2013,1200.9
4470,Tracadie Sheila,NB,,,47.5121,-64.9121,1012.0,2014,1088.4
4471,Tracadie Sheila,NB,,,47.5121,-64.9121,1412.0,2015,1113.9
4472,Trail,BC,7709.0,Census subdivision,49.0966,-117.7117,1605.0,2008,1357.159959
4473,Trail,BC,7709.0,Census subdivision,49.0966,-117.7117,1973.0,2009,1450.0
4474,Trail,BC,7709.0,Census subdivision,49.0966,-117.7117,2104.0,2010,1493.7
4475,Trail,BC,7709.0,Census subdivision,49.0966,-117.7117,1900.0,2011,1346.6
4476,Trail,BC,7709.0,Census subdivision,49.0966,-117.7117,1935.0,2012,1310.8
4477,Trail,BC,7709.0,Census subdivision,49.0966,-117.7117,1533.0,2013,1200.9
4478,Trail,BC,7709.0,Census subdivision,49.0966,-117.7117,1290.0,2014,1088.4
4479,Trail,BC,7709.0,Census subdivision,49.0966,-117.7117,1377.0,2015,1113.9
4480,Treaty Three Communities,ON,,,49.766999999999996,-94.4894,11703.0,2008,1357.159959
4481,Treaty Three Communities,ON,,,49.766999999999996,-94.4894,12507.0,2009,1450.0
4482,Treaty Three Communities,ON,,,49.766999999999996,-94.4894,11786.0,2010,1493.7
4483,Treaty Three Communities,ON,,,49.766999999999996,-94.4894,13736.0,2011,1346.6
4484,Treaty Three Communities,ON,,,49.766999999999996,-94.4894,12946.0,2012,1310.8
4485,Treaty Three Communities,ON,,,49.766999999999996,-94.4894,10969.0,2013,1200.9
4486,Treaty Three Communities,ON,,,49.766999999999996,-94.4894,10239.0,2014,1088.4
4487,Treaty Three Communities,ON,,,49.766999999999996,-94.4894,10082.0,2015,1113.9
4488,Trois-Rivieres,QC,134413.0,Census subdivision,46.3547,-72.5838,730.0,2008,1357.159959
4489,Trois-Rivieres,QC,134413.0,Census subdivision,46.3547,-72.5838,758.0,2009,1450.0
4490,Trois-Rivieres,QC,134413.0,Census subdivision,46.3547,-72.5838,871.0,2010,1493.7
4491,Trois-Rivieres,QC,134413.0,Census subdivision,46.3547,-72.5838,741.0,2011,1346.6
4492,Trois-Rivieres,QC,134413.0,Census subdivision,46.3547,-72.5838,755.0,2012,1310.8
4493,Trois-Rivieres,QC,134413.0,Census subdivision,46.3547,-72.5838,886.0,2013,1200.9
4494,Trois-Rivieres,QC,134413.0,Census subdivision,46.3547,-72.5838,846.0,2014,1088.4
4495,Trois-Rivieres,QC,134413.0,Census subdivision,46.3547,-72.5838,927.0,2015,1113.9
4496,Truro,NS,12261.0,,45.3658,-63.2869,2282.0,2008,1357.159959
4497,Truro,NS,12261.0,,45.3658,-63.2869,3215.0,2009,1450.0
4498,Truro,NS,12261.0,,45.3658,-63.2869,3220.0,2010,1493.7
4499,Truro,NS,12261.0,,45.3658,-63.2869,2658.0,2011,1346.6
4500,Truro,NS,12261.0,,45.3658,-63.2869,1585.0,2012,1310.8
4501,Truro,NS,12261.0,,45.3658,-63.2869,1192.0,2013,1200.9
4502,Truro,NS,12261.0,,45.3658,-63.2869,1467.0,2014,1088.4
4503,Truro,NS,12261.0,,45.3658,-63.2869,1402.0,2015,1113.9
4504,Turtleford,SK,496.0,Census subdivision,53.388000000000005,-108.9584,2278.0,2008,1357.159959
4505,Turtleford,SK,496.0,Census subdivision,53.388000000000005,-108.9584,3197.0,2009,1450.0
4506,Turtleford,SK,496.0,Census subdivision,53.388000000000005,-108.9584,3317.0,2010,1493.7
4507,Turtleford,SK,496.0,Census subdivision,53.388000000000005,-108.9584,3294.0,2011,1346.6
4508,Turtleford,SK,496.0,Census subdivision,53.388000000000005,-108.9584,2962.0,2012,1310.8
4509,Turtleford,SK,496.0,Census subdivision,53.388000000000005,-108.9584,2532.0,2013,1200.9
4510,Turtleford,SK,496.0,Census subdivision,53.388000000000005,-108.9584,1821.0,2014,1088.4
4511,Turtleford,SK,496.0,Census subdivision,53.388000000000005,-108.9584,1671.0,2015,1113.9
4512,Twillingate,NL,2196.0,Census subdivision,49.6487,-54.7623,,2008,1357.159959
4513,Twillingate,NL,2196.0,Census subdivision,49.6487,-54.7623,,2009,1450.0
4514,Twillingate,NL,2196.0,Census subdivision,49.6487,-54.7623,,2010,1493.7
4515,Twillingate,NL,2196.0,Census subdivision,49.6487,-54.7623,,2011,1346.6
4516,Twillingate,NL,2196.0,Census subdivision,49.6487,-54.7623,,2012,1310.8
4517,Twillingate,NL,2196.0,Census subdivision,49.6487,-54.7623,,2013,1200.9
4518,Twillingate,NL,2196.0,Census subdivision,49.6487,-54.7623,456.0,2014,1088.4
4519,Twillingate,NL,2196.0,Census subdivision,49.6487,-54.7623,778.0,2015,1113.9
4520,Two Hills,AB,1352.0,Census subdivision,53.7116,-111.7449,1275.0,2008,1357.159959
4521,Two Hills,AB,1352.0,Census subdivision,53.7116,-111.7449,1411.0,2009,1450.0
4522,Two Hills,AB,1352.0,Census subdivision,53.7116,-111.7449,1357.0,2010,1493.7
4523,Two Hills,AB,1352.0,Census subdivision,53.7116,-111.7449,1148.0,2011,1346.6
4524,Two Hills,AB,1352.0,Census subdivision,53.7116,-111.7449,1013.0,2012,1310.8
4525,Two Hills,AB,1352.0,Census subdivision,53.7116,-111.7449,963.0,2013,1200.9
4526,Two Hills,AB,1352.0,Census subdivision,53.7116,-111.7449,535.0,2014,1088.4
4527,Two Hills,AB,1352.0,Census subdivision,53.7116,-111.7449,590.0,2015,1113.9
4528,University,BC,,,45.8267,-77.1109,397.0,2008,1357.159959
4529,University,BC,,,45.8267,-77.1109,572.0,2009,1450.0
4530,University,BC,,,45.8267,-77.1109,840.0,2010,1493.7
4531,University,BC,,,45.8267,-77.1109,712.0,2011,1346.6
4532,University,BC,,,45.8267,-77.1109,644.0,2012,1310.8
4533,University,BC,,,45.8267,-77.1109,507.0,2013,1200.9
4534,University,BC,,,45.8267,-77.1109,586.0,2014,1088.4
4535,University,BC,,,45.8267,-77.1109,694.0,2015,1113.9
4536,Upper Ottawa Valley (Petawawa),ON,17187.0,Census subdivision,45.755,-77.206,499.0,2008,1357.159959
4537,Upper Ottawa Valley (Petawawa),ON,17187.0,Census subdivision,45.755,-77.206,387.0,2009,1450.0
4538,Upper Ottawa Valley (Petawawa),ON,17187.0,Census subdivision,45.755,-77.206,534.0,2010,1493.7
4539,Upper Ottawa Valley (Petawawa),ON,17187.0,Census subdivision,45.755,-77.206,769.0,2011,1346.6
4540,Upper Ottawa Valley (Petawawa),ON,17187.0,Census subdivision,45.755,-77.206,409.0,2012,1310.8
4541,Upper Ottawa Valley (Petawawa),ON,17187.0,Census subdivision,45.755,-77.206,472.0,2013,1200.9
4542,Upper Ottawa Valley (Petawawa),ON,17187.0,Census subdivision,45.755,-77.206,520.0,2014,1088.4
4543,Upper Ottawa Valley (Petawawa),ON,17187.0,Census subdivision,45.755,-77.206,399.0,2015,1113.9
4544,Val-Saint-Francois Region,QC,30686.0,Census division,45.5258,-72.125,591.0,2008,1357.159959
4545,Val-Saint-Francois Region,QC,30686.0,Census division,45.5258,-72.125,568.0,2009,1450.0
4546,Val-Saint-Francois Region,QC,30686.0,Census division,45.5258,-72.125,744.0,2010,1493.7
4547,Val-Saint-Francois Region,QC,30686.0,Census division,45.5258,-72.125,930.0,2011,1346.6
4548,Val-Saint-Francois Region,QC,30686.0,Census division,45.5258,-72.125,805.0,2012,1310.8
4549,Val-Saint-Francois Region,QC,30686.0,Census division,45.5258,-72.125,690.0,2013,1200.9
4550,Val-Saint-Francois Region,QC,30686.0,Census division,45.5258,-72.125,625.0,2014,1088.4
4551,Val-Saint-Francois Region,QC,30686.0,Census division,45.5258,-72.125,608.0,2015,1113.9
4552,Vallee-de-l'Or Region,QC,43226.0,Census division,48.2539,-76.5736,1571.0,2008,1357.159959
4553,Vallee-de-l'Or Region,QC,43226.0,Census division,48.2539,-76.5736,1575.0,2009,1450.0
4554,Vallee-de-l'Or Region,QC,43226.0,Census division,48.2539,-76.5736,1843.0,2010,1493.7
4555,Vallee-de-l'Or Region,QC,43226.0,Census division,48.2539,-76.5736,1867.0,2011,1346.6
4556,Vallee-de-l'Or Region,QC,43226.0,Census division,48.2539,-76.5736,1896.0,2012,1310.8
4557,Vallee-de-l'Or Region,QC,43226.0,Census division,48.2539,-76.5736,1720.0,2013,1200.9
4558,Vallee-de-l'Or Region,QC,43226.0,Census division,48.2539,-76.5736,1952.0,2014,1088.4
4559,Vallee-de-l'Or Region,QC,43226.0,Census division,48.2539,-76.5736,1993.0,2015,1113.9
4560,Vallee-de-la-Gatineau Region,QC,20182.0,Census division,46.533333,-76.05,1967.0,2008,1357.159959
4561,Vallee-de-la-Gatineau Region,QC,20182.0,Census division,46.533333,-76.05,2068.0,2009,1450.0
