,Characters,Dialogue,Movie
5099,YODA, I agree.,Revenge of the Sith
5101,MACE, Very well. Council is adjourned.,Revenge of the Sith
5103,MACE,  Obi-Wan prepare two clone brigades as quickly as you can. If this report is true there's no telling how many battle droids he may have with him.,Revenge of the Sith
5106,CLONE COMMANDER GREE, The droids have started up their main power generators.,Revenge of the Sith
5107,YODA, Then now the time is Commander.,Revenge of the Sith
5108,CLONE COMMANDER GREE, Yes sir.,Revenge of the Sith
5116,OBI-WAN, Has Anakin been to see you?,Revenge of the Sith
5117,PADME, Several times . . . I was so happy to hear he was accepted on the Jedi Council.,Revenge of the Sith
5118,OBI-WAN, I know ... he deserves it. He is impatient strong willed very opinionated but truly gifted.,Revenge of the Sith
5120,PADME, You're not just here to say hello. Something is wrong isn't it?,Revenge of the Sith
5121,OBI-WAN, You should be a Jedi Padme.,Revenge of the Sith
5122,PADME, You're not very good at hiding your feelings.,Revenge of the Sith
5123,OBI-WAN, It's Anakin . . . He's becoming moody and detached. He's been put in a difficult position as the Chancellor's representative . . . but I think it's more than that. I was hoping he may have talked to you.,Revenge of the Sith
5124,PADME, Why would he talk to me about his work?,Revenge of the Sith
5126,OBI-WAN, Neither of you is very good at hiding your feelings either.,Revenge of the Sith
5127,PADME, Don't give me that look.,Revenge of the Sith
5128,OBI-WAN, I know how he feels about you.,Revenge of the Sith
5129,PADME,  What did he say?,Revenge of the Sith
5130,OBI-WAN, Nothing. He didn't have to.,Revenge of the Sith
5132,PADME, I don't know what you're talking about.,Revenge of the Sith
5133,OBI-WAN, I know you both too well. I can see you two are in love. Padme I'm worried about him.,Revenge of the Sith
5135,OBI-WAN,  I fear your relationship has confused him. He's changed considerably since we returned . . .,Revenge of the Sith
5137,OBI-WAN,  Padme I'm not telling the Council about any of this. I ... I hope I didn't upset you. We're all friends I care about both of you . . .,Revenge of the Sith
5138,PADME, Thank you Obi-Wan.,Revenge of the Sith
5139,OBI-WAN, Please do what you can to help him.,Revenge of the Sith
5142,PADME, We cannot let this turn into another war.,Revenge of the Sith
5143,BAIL ORGANA, Absolutely that is the last thing we want.,Revenge of the Sith
5144,MON MOTHMA, We are hoping to form an alliance in the Senate to stop the Chancellor from further subverting the constitution that's all.,Revenge of the Sith
5145,PADME, I know a Jedi I feel it would be wise to consult.,Revenge of the Sith
5146,BANA BREEMU, That would be dangerous.,Revenge of the Sith
5147,MON MOTHMA, We don't know where the Jedi stand in all this.,Revenge of the Sith
5148,PADME, I only wish to discuss this with one . . . one I trust.,Revenge of the Sith
5149,GiDDEAN DANU, Going against the Chancellor without the support of the Jedi is risky.,Revenge of the Sith
5150,PADME, The Jedi aren't any happier with the situation than we are . . .,Revenge of the Sith
5151,CHI EEKWAY, Patience Senator.,Revenge of the Sith
5152,FANG ZAR, We have so many Senators on our side surely that will pursuade the Chancellor.,Revenge of the Sith
5153,BANA BREEMU," When you present the ""petition of the two thousand"" to the Chancellor things may change.",Revenge of the Sith
5154,BAIL ORGANA, Let us see what we can accomplish in the Senate before we include the Jedi.,Revenge of the Sith
5158,ANAKIN, You're going to need me on this one Master.,Revenge of the Sith
5159,OBI-WAN, Oh I agree. However it may turn out just to be a wild bantha chase.,Revenge of the Sith
5161,ANAKIN, Master!,Revenge of the Sith
5163,ANAKIN,  Master I've disappointed you. I have not been very appreciative of your training . . . I have been arrogant and I apologize . . . I've just been so frustrated with the Council. Your friendship means everything to me.,Revenge of the Sith
5164,OBI-WAN, You are strong and wise Anakin and I am very proud of you. I have trained you since you were a small boy. I have taught you everything I know. And you have become a far greater Jedi than I could ever hope to be and you have saved my life more times than I can remember. But be patient Anakin. It won't be long before the Council makes you a Jedi Master.,Revenge of the Sith
5166,OBI-WAN,  Don't worry. I have enough clones with me to take three systems the size of Utapau. I think I'll be able to handle the situation . . . even without your help.,Revenge of the Sith
5167,ANAKIN, Well there's always a first time.,Revenge of the Sith
5170,ANAKIN, Obi-Wan may the Force be with you.,Revenge of the Sith
5171,OBI-WAN, Good-bye old friend. May the Force be with you.,Revenge of the Sith
5177,CLONE COMMANDER CODY, Fortunately most of the cities are concentrated on this small continent here . . . on the far side.,Revenge of the Sith
5178,OBI-WAN, I'll keep them distracted until you get there. Just don't take too long.,Revenge of the Sith
5179,CLONE COMMANDER CODY, Come on boss when have I ever let you down?,Revenge of the Sith
5181,OBI-WAN,  Cato Nemoidia . . . for starters.,Revenge of the Sith
5183,CLONE COMMANDER CODY, That was Anakin who was late. I believe.,Revenge of the Sith
5184,OBI-WAN, Very well the burden is on me not to destroy all the droids before you get there.,Revenge of the Sith
5185,CLONE COMMANDER CODY, I'm counting on you.,Revenge of the Sith
5190,PALPATINE, Well Anakin did you see your friend off?,Revenge of the Sith
5191,ANAKIN, He will soon have Grievous's head.,Revenge of the Sith
5192,PALPATINE, We can only hope the Council didn't make a mistake.,Revenge of the Sith
5193,ANAKIN, The Council was very sure in its decision.,Revenge of the Sith
5197,JAR JAR, Helloo Annie. Good en to see yousa . . .,Revenge of the Sith
5199,ANAKIN, Hi Jar Jar.,Revenge of the Sith
5200,JAR JAR, Oopsin da Chancellor!! So sorry Your Highness sir.,Revenge of the Sith
5202,PALPATINE, There are rumors in the Senate about Master Kenobi. Many believe he is not fit for this assignment.,Revenge of the Sith
5203,ANAKIN, Not fit? Why would anyone think that?,Revenge of the Sith
5204,PALPATINE, They say his mind has become fogged by the influence of a certain female Senator.,Revenge of the Sith
5205,ANAKIN, That's ridiculous. Who?!?,Revenge of the Sith
5206,PALPATINE,  No one knows who she is ... only that she is a Senator.,Revenge of the Sith
5207,ANAKIN, That's impossible. I would know.,Revenge of the Sith
5208,PALPATINE, Sometimes the closest are the ones who cannot see.,Revenge of the Sith
5210,PALPATINE,  Idle Senate gossip is rarely true and never accurate. I'm sure your Master will do fine.,Revenge of the Sith
5213,OBI-WAN, Save your energy.,Revenge of the Sith
5214,PADME, I can't!,Revenge of the Sith
5215,OBI-WAN, Don't give up Padme. Don't give up . . .,Revenge of the Sith
5218,ANAKIN, I sense someone familiar . . . Obi-Wan's been here hasn't he?,Revenge of the Sith
5219,PADME, He came by this morning.,Revenge of the Sith
5220,ANAKIN, What did he want?,Revenge of the Sith
5222,PADME, He's worried about you.,Revenge of the Sith
5223,ANAKIN, You told him about us didn't you?,Revenge of the Sith
5225,PADME, He's your best friend Anakin. He says you're under a lot of stress.,Revenge of the Sith
5226,ANAKIN, And he's not?,Revenge of the Sith
5227,PADME, You have been moody lately.,Revenge of the Sith
5228,ANAKIN, I'm not moody . . .,Revenge of the Sith
5229,PADME, Anakin! Don't do this again.,Revenge of the Sith
5230,ANAKIN, I don't know ... I feel . . . lost.,Revenge of the Sith
5231,PADME, Lost? What do you mean? You're always so sure of yourself. I don't understand.,Revenge of the Sith
5232,ANAKIN, Obi-Wan and the Council don't trust me.,Revenge of the Sith
5233,PADME, They trust you with their lives. Obi-Wan loves you as a son.,Revenge of the Sith
5234,ANAKIN, Something's happening . . . I'm not the Jedi I should be. I am one of the most powerful Jedi but I'm not satisfied ... I want more and I know I shouldn't.,Revenge of the Sith
5235,PADME, You expect too much of yourself.,Revenge of the Sith
5237,ANAKIN, I have found a way to save you.,Revenge of the Sith
5238,PADME, Save me?,Revenge of the Sith
5239,ANAKIN, From my nightmares.,Revenge of the Sith
5240,PADME, Is that what's bothering you?,Revenge of the Sith
5241,ANAKIN, I won't lose you Padme.,Revenge of the Sith
5242,PADME, I'm not going to die in childbirth Annie. I promise you.,Revenge of the Sith
5243,ANAKIN, No I promise you! I am becoming so powerful with my new knowledge of the Force I will be able to keep you from dying.,Revenge of the Sith
5245,PADME, You don't need more power Anakin. I believe you can protect me against anything just as you are.,Revenge of the Sith
5251,TlON MEDON, Greetings young Jedi. What brings you to our remote sanctuary?,Revenge of the Sith
5252,OBI-WAN, Unfortunately the war.,Revenge of the Sith
5253,TlON MEDON, There is no war here unless you've brought it with you.,Revenge of the Sith
5254,OBI-WAN, With your kind permission I should like some fuel and to use your city as a base as I search nearby systems for General Grievous.,Revenge of the Sith
5256,TlON MEDON, He is here! We are being held hostage. They are watching us.,Revenge of the Sith
5257,OBI-WAN, I understand.,Revenge of the Sith
5258,TlON MEDON, The tenth level . . . thousands of Battle Droids . . .,Revenge of the Sith
5259,OBI-WAN, Tell your people to take shelter. If you have warriors now is the time.,Revenge of the Sith
5261,OBI-WAN,  Geenine take the Fighter back to the ship. I'm staying here. Tell Cody I've made contact.,Revenge of the Sith
5265,TlON MEDON, I told you all he wanted was fuel.,Revenge of the Sith
5266,BODYGUARD, What was his name?,Revenge of the Sith
5267,TlON MEDON, He didn't say.,Revenge of the Sith
5275,OBI-WAN, I need transportation.,Revenge of the Sith
5276,WRANGLER,  You need transportation.,Revenge of the Sith
5277,OBI-WAN, Get it for me.,Revenge of the Sith
5278,WRANGLER,  I will get it for you.,Revenge of the Sith
5280,OBI-WAN, This one.,Revenge of the Sith
5282,WRANGLER, Boga. She answers to Boga.,Revenge of the Sith
5283,OBI-WAN, Good girl Boga.,Revenge of the Sith
5289,GENERAL GRIEVOUS, It won't be long before the armies of the Republic track us here. I am sending you to the Mustafar system in the Outer Rim. It is a volcanic planet which generates a great deal of scanning interference. You will be safe there.,Revenge of the Sith
5290,NUTE GUNRAY, Safe? Chancellor Palpatine managed to escape your grip General without Count Dooku. I have doubts about your ability to keep us safe.,Revenge of the Sith
5291,GENERAL GRIEVOUS, Be thankful Viceroy you have not found yourself in my grip . . . Your ship is waiting.,Revenge of the Sith
5295,OBI-WAN, Hello there!,Revenge of the Sith
5296,GENERAL GRIEVOUS, General Kenobi you are a bold one. I find your behavior bewildering . . . Surely you realize you're doomed  Kill him!,Revenge of the Sith
5298,GENERAL GRIEVOUS, Enough of this.,Revenge of the Sith
5300,GENERAL GRIEVOUS, Back away. I will deal with this Jedi slime myself.,Revenge of the Sith
5301,OBI-WAN, Your move.,Revenge of the Sith
5302,GENERAL GRIEVOUS, You fool. I have been trained in your Jedi arts by Count Dooku himself. Attack Kenobi.,Revenge of the Sith
5304,OBI-WAN, You forget I trained the Jedi that defeated Count Dooku!,Revenge of the Sith
5306,OBI-WAN, I may not defeat your droids but my troops certainly will.,Revenge of the Sith
5307,GENERAL GRIEVOUS, Army or not you must realize you are doomed.,Revenge of the Sith
5308,OBI-WAN, I don't think so.,Revenge of the Sith
5318,PALPATINE, I understand your reservations completely Senator and I assure you the appointment of Governors will in no way compete with the duties of the Senate.,Revenge of the Sith
5319,PADME, May I take it then that there will be no further amendments to the Constitution?,Revenge of the Sith
5320,PALPATINE, I want this terrible conflict to end as much as you do My Lady and when it does I guarantee an immediate return to democracy . . .,Revenge of the Sith
5321,PADME, You are pursuing a diplomatic solution to the war then.,Revenge of the Sith
5322,PALPATINE, You must trust me to do the right things Senator. That is why I am here.,Revenge of the Sith
5323,FANGZAR, But surely . . .,Revenge of the Sith
5325,PALPATINE, I have said I will do what is right that should be enough for your . . . committee.,Revenge of the Sith
5326,PADME," On behalf of the ""delegation of two thousand"" I thank you Chancellor.",Revenge of the Sith
5327,PALPATINE, I thank you for bringing this to my attention Senator.,Revenge of the Sith
5329,PALPATINE,  Their sincerity is to be admired although I sense there is more to their request than they are telling us.,Revenge of the Sith
5330,ANAKIN, What do you mean?,Revenge of the Sith
5331,PALPATINE, They are not to be trusted.,Revenge of the Sith
5332,ANAKIN, Surely Senator Amidala can be trusted . . .,Revenge of the Sith
5333,PALPATINE, These are unstable times for the Republic Anakin. Some see instability as an opportunity. Senator Amidala is hiding something. I can see it in her eyes.,Revenge of the Sith
5334,ANAKIN, I'm sure you're mistaken.,Revenge of the Sith
5335,PALPATINE, I'm surprised your Jedi insights are not more sensitive to such things.,Revenge of the Sith
5336,ANAKIN, I simply don't sense betrayal in Senator Amidala.,Revenge of the Sith
5338,PALPATINE, Yes you do but you don't seem to want to admit it. There is much conflict in you Anakin.,Revenge of the Sith
5341,CLONE COMMANDER CODY," Master Windu may I interrupt? General Kenobi has made contact with General Grievous and we
have begun our attack.",Revenge of the Sith
5342,MACE WlNDU," Thank you Commander. Anakin deliver this report to the Chancellor. His reaction will give us a clue to his
intentions.",Revenge of the Sith
5343,ANAKIN, Yes Master.,Revenge of the Sith
5345,MACE WINDU, I sense a plot to destroy the Jedi. The dark side of the Force surrounds the Chancellor.,Revenge of the Sith
5346,Kl-ADI-MUNDI," If he does not give up his emergency powers after the destruction of Grievous then he should be removed from
office.",Revenge of the Sith
5347,MACE WiNDU, That could be a dangerous move ... the Jedi Council would have to take control of the Senate in order to secure a peaceful transition . . .,Revenge of the Sith
5348,Kl-ADI-MUNDI, . . . and replace the Congress with Senators who are not filled with greed and corruption.,Revenge of the Sith
5349,YODA, To a dark place this line of thought will carry us. Hmmmmm. . . . great care we must take.,Revenge of the Sith
5352,ANAKIN, Chancellor we have just received a report from Master Kenobi. He has engaged General Grievous.,Revenge of the Sith
5353,PALPATINE, We can only hope that Master Kenobi is up to the challenge.,Revenge of the Sith
5354,ANAKIN, I should be there with him.,Revenge of the Sith
5355,PALPATINE, It is upsetting to me to see that the Council doesn't seem to fully appreciate your talents. Don't you wonder why they won't make you a Jedi Master?,Revenge of the Sith
5356,ANAKIN, I wish I knew. More and more I get the feeling that I am being excluded from the Council. I know there are things about the Force that they are not telling me.,Revenge of the Sith
5357,PALPATINE, They don't trust you Anakin. They see your future. They know your power will be too strong to control. Anakin you must break through the fog of lies the Jedi have created around you. Let me help you to know the subtleties of the Force.,Revenge of the Sith
5359,ANAKIN, How do you know the ways of the Force?,Revenge of the Sith
5360,PALPATINE, My mentor taught me everything about the Force . . . even the nature of the dark side.,Revenge of the Sith
5362,ANAKIN, You know the dark side?!?,Revenge of the Sith
5363,PALPATINE, Anakin if one is to understand the great mystery one must study all its aspects not just the dogmatic narrow view of the Jedi. If you wish to become a complete and wise leader you must embrace a larger view of the Force. Be careful of the Jedi Anakin.  They fear you. In time they will destroy you. Let me train you.,Revenge of the Sith
5364,ANAKIN, I won't be a pawn in your political game. The Jedi are my family.,Revenge of the Sith
5365,PALPATINE, Only through me can you achieve a power greater than any Jedi. Learn to know the dark side of the Force Anakin and you will be able to save your wife from certain death.,Revenge of the Sith
5366,ANAKIN, What did you say?,Revenge of the Sith
5367,PALPATINE, Use my knowledge I beg you . . .,Revenge of the Sith
5368,ANAKIN, You're a Sith Lord!,Revenge of the Sith
5370,PALPATINE, I know what has been troubling you . . . Listen to me. Don't continue to be a pawn of the Jedi Council! Ever since I've known you you've been searching for a life greater than that of an ordinary Jedi . . . a life of significance of conscience.,Revenge of the Sith
5371,ANAKIN, You're wrong!,Revenge of the Sith
5372,PALPATINE, Are you going to kill me?,Revenge of the Sith
5373,ANAKIN, I would certainly like to.,Revenge of the Sith
5374,PALPATINE, I know you would. I can feel your anger. It gives you focus makes you stronger.,Revenge of the Sith
5376,ANAKIN, I am going to turn you over to the Jedi Council.,Revenge of the Sith
5377,PALPATINE, Of course you should. But you're not sure of their intentions are you? What if I am right and they are plotting to take over the Republic?,Revenge of the Sith
5378,ANAKIN, I will quickly discover the truth of all this.,Revenge of the Sith
5379,PALPATINE, You have great wisdom Anakin. Know the power of the dark side. The power to save Padme.,Revenge of the Sith
5381,PALPATINE,  I am not going anywhere. You have time to decide my fate. Perhaps you'll reconsider and help me rule the galaxy for the good of all . . .,Revenge of the Sith
5391,GENERAL GRIEVOUS, Prepare to move out of orbit. I will be up in a few moments.,Revenge of the Sith
5402,OBI-WAN, So uncivilized . . .,Revenge of the Sith
5406,ANAKIN, Master Windu I must talk to you.,Revenge of the Sith
5407,MACE WiNDU, What is it Skywalker? We are in a hurry. We have just received word that Obi-Wan has destroyed General Grievous. We are on our way to make sure the Chancellor returns emergency powers back to the Senate.,Revenge of the Sith
5408,ANAKIN, He won't give up his power. I've just learned a terrible truth. I think Chancellor Palpatine is a Sith Lord.,Revenge of the Sith
5409,MACE WINDU, A Sith Lord?,Revenge of the Sith
5410,ANAKIN, Yes. The one we have been looking for.,Revenge of the Sith
5411,MACE WiNDU, How do you know this?,Revenge of the Sith
5412,ANAKIN, He knows the ways of the Force. He has been trained to use the dark side.,Revenge of the Sith
5413,MACE WiNDU, Are you sure?,Revenge of the Sith
5414,ANAKIN, Absolutely.,Revenge of the Sith
5415,MACE WiNDU, Then our worst fears have been realized. We must move quickly if the Jedi Order is to survive.,Revenge of the Sith
5416,ANAKIN, Master the Chancellor is very powerful. You will need my help if you are going to arrest him.,Revenge of the Sith
5417,MACE WiNDU, For your own good stay out of this affair. I sense a great deal of confusion in you young Skywalker. There is much fear that clouds your judgment.,Revenge of the Sith
5418,ANAKIN, I must go Master.,Revenge of the Sith
5419,MACE WiNDU, No. If what you told me is true you will have gained my trust but for now remain here.,Revenge of the Sith
5420,ANAKIN, Yes Master.,Revenge of the Sith
5421,MACE WiNDU, Wait for us in the Council Chamber until we return.,Revenge of the Sith
5422,ANAKIN, Yes Master.,Revenge of the Sith
5427,PALPATINE,  You do know don't you if the Jedi destroy me any chance of saving her will be lost.,Revenge of the Sith
5428,PADME, I truly deeply love you. Before I die. I want you to know.,Revenge of the Sith
5429,C-3PO, My Lady are you. . . . Are you all right?,Revenge of the Sith
5430,ANAKIN, I can't do this ... I can't let her die.,Revenge of the Sith
5438,PALPATINE, Master Windu. I take it General Grievous has been destroyed then. I must say you're here sooner than expected.,Revenge of the Sith
5439,MACE WINDU, In the name of the Galactic Senate of the Republic you are under arrest Chancellor.,Revenge of the Sith
5441,PALPATINE, Are you threatening me Master Jedi?,Revenge of the Sith
5442,MACE, The Senate will decide your fate.,Revenge of the Sith
5443,PALPATINE,  I am the Senate!,Revenge of the Sith
5444,MACE, Not yet!,Revenge of the Sith
5446,PALPATINE, It's treason then.,Revenge of the Sith
5452,MACE WINDU, You are under arrest My Lord.,Revenge of the Sith
5453,PALPATINE, Anakin! I told you it would come to this. I was right. The Jedi are taking over.,Revenge of the Sith
5454,MACE WlNDU, You old fool. The oppression of the Sith will never return. Your plot to regain control of the Republic is over . . . you have lost . . .,Revenge of the Sith
5455,PALPATINE, No! No! You will die!,Revenge of the Sith
5457,PALPATINE, He is a traitor Anakin.,Revenge of the Sith
5458,MACE WlNDU, He's the traitor. Stop him!,Revenge of the Sith
5459,PALPATINE, Come to your senses boy. The Jedi are in revolt. They will betray you just as they betrayed me.,Revenge of the Sith
5460,MACE WlNDU, Aarrrrggghhhhh . . .,Revenge of the Sith
5461,PALPATINE, You are not one of them Anakin. Don't let him kill me.,Revenge of the Sith
5462,MACE WlNDU, Aarrrrggghhhhh . . .,Revenge of the Sith
5463,PALPATINE, I am your pathway to power. I have the power to save the one you love. You must choose. You must stop him.,Revenge of the Sith
5464,MACE WlNDU, Don't listen to him Anakin.,Revenge of the Sith
5465,PALPATINE, Help me! Don't let him kill me. I can't hold on any longer. Ahhhhhhh . . . ahhhhhhh . . . ahhhhhhh . . .,Revenge of the Sith
5467,PALPATINE, I can't ... I give up. Help me. I am weak ... I am too weak. Don't kill me. I give up. I'm dying. I can't hold on any longer.,Revenge of the Sith
5468,MACE WlNDU, You Sith disease. I am going to end this once and for all.,Revenge of the Sith
5469,ANAKIN, You can't kill him Master. He must stand trial.,Revenge of the Sith
5470,MACE WlNDU, He has too much control of the Senate and the Courts. He is too dangerous to be kept alive.,Revenge of the Sith
5471,PALPATINE, I'm too weak. Don't kill me. Please.,Revenge of the Sith
5472,ANAKIN, It is not the Jedi way . . .,Revenge of the Sith
5474,ANAKIN,  He must live . . .,Revenge of the Sith
5475,PALPATINE, Please don't please don't . . .,Revenge of the Sith
5476,ANAKIN, I need him . . .,Revenge of the Sith
5477,PALPATINE, Please don't . . .,Revenge of the Sith
5478,ANAKIN, NO!!!,Revenge of the Sith
5481,PALPATINE, Power! Unlimited power!,Revenge of the Sith
5483,ANAKIN, What have I done?,Revenge of the Sith
5485,PALPATINE, You are fulfilling your destin Anakin. Become my apprentice. Learn to use the dark side of the Force.,Revenge of the Sith
5486,ANAKIN, I will do whatever you ask.,Revenge of the Sith
5487,PALPATINE, Good.,Revenge of the Sith
5488,ANAKIN, Just help me save Padme's life. I can't live without her. I won't let her die. I want the power to stop death.,Revenge of the Sith
5489,PALPATINE, To cheat death is a power only one has achieved but if we work together I know we can discover the secret.,Revenge of the Sith
5491,ANAKIN, I pledge myself to your teachings. To the ways of the Sith.,Revenge of the Sith
5492,PALPATINE, Good. Good. The Force is strong with you. A powerful Sith you will become. Henceforth you shall be known as Darth . . . Vader.,Revenge of the Sith
5493,ANAKIN, Thank you. my Master.,Revenge of the Sith
5494,PALPATINE, Rise Darth Vader.,Revenge of the Sith
5500,PALPATINE, Because the Council did not trust you my young apprentice I believe you are the only Jedi with no knowledge of this plot. When the Jedi learn what has transpired here they will kill us along with all the Senators.,Revenge of the Sith
5501,ANAKIN, I agree. The Jedi's next move will be against the Senate.,Revenge of the Sith
5502,PALPATINE, Every single Jedi including your friend Obi-Wan Kenobi is now an enemy of the Republic. You understand that don't you?,Revenge of the Sith
5503,ANAKIN, I understand Master.,Revenge of the Sith
5504,PALPATINE, We must move quickly. The Jedi are relentless; if they are not all destroyed it will be civil war without end. First I want you to go to the Jedi Temple. We will catch them off balance. Do what must be done Lord Vader. Do not hesitate. Show no mercy. Only then will you be strong enough with the dark side to save Padme.,Revenge of the Sith
5505,ANAKIN, What about the other Jedi spread across the galaxy?,Revenge of the Sith
5506,PALPATINE, Their betrayal will be dealt with. After you have killed all the Jedi in the Temple go to the Mustafar system. Wipe out Viceroy Gunray and the other Separatist leaders. Once more the Sith will rule the galaxy and we shall have peace.,Revenge of the Sith
5511,OBI-WAN, Commander contact your troops. Tell them to move to the higher levels.,Revenge of the Sith
5512,CLONE COMMANDER CODY, Very good sir.,Revenge of the Sith
5514,CLONE COMMANDER CODY,  Oh by the way I think you'll be needing this.,Revenge of the Sith
5516,OBI-WAN, Thank you Cody  Now let's get a move on. We've got a battle to win here.,Revenge of the Sith
5517,CLONE COMMANDER CODY, Yes sir!,Revenge of the Sith
5519,DARTH SlDIOUS, Commander Cody the time has come. Execute Order Sixty-Six.,Revenge of the Sith
5520,CLONE COMMANDER CODY, It will be done My Lord.,Revenge of the Sith
5522,CLONE COMMANDER CODY, Blast him!,Revenge of the Sith
5526,DARTH SlDIOUS, Commander 1138 . . .,Revenge of the Sith
5527,CLONE COMMANDER BACARA, Yes sir.,Revenge of the Sith
5528,DARTH SlDIOUS, The time has come. Execute Order Sixty-Six.,Revenge of the Sith
5529,CLONE COMMANDER BACARA, It will be done My Lord.,Revenge of the Sith
5533,AAYLA, Steady. . . . steady . . .,Revenge of the Sith
5535,AAYLA,  Bly do you think they're Droids?,Revenge of the Sith
5536,BLY, No.,Revenge of the Sith
5546,DARTH SIDIOUS, Execute Order Sixty-Six.,Revenge of the Sith
5547,CLONE PILOT, It will be done My Lord.,Revenge of the Sith
5550,PLO KOON, There they are. Land on the nearest platform.,Revenge of the Sith
5557,CLONE COMMANDER GREE, Yes My Lord.,Revenge of the Sith
5558,DABTH SIDIOUS, The time has come. Execute Order Sixty-Six.,Revenge of the Sith
5561,CLONE COMMANDER GREE, It will be done My Lord.,Revenge of the Sith
5571,YOUNGLINGS, Master Skywalker there are too many of them. What are we going to do?,Revenge of the Sith
5575,C-3PO, The Chancellor's office indicated Master Anakin returned to the Jedi Temple. Don't worry My Lady. I am sure he will be all right.,Revenge of the Sith
5581,BAIL ORGANA, What's going on here?!?,Revenge of the Sith
5582,CLONE SERGEANT, There's been a rebellion. Don't worry sir the situation is under control.,Revenge of the Sith
5584,CLONE SERGEANT,  I'm sorry sir. No one is allowed entry.,Revenge of the Sith
5586,CLONE SERGEANT,  It's time for you to leave sir.,Revenge of the Sith
5587,BAIL ORGANA, And so it is.,Revenge of the Sith
5589,CLONE COMMANDER APPO, Get him! Shoot him!,Revenge of the Sith
5604,AT-ST CLONE SERGEANT, Everyone out of there!,Revenge of the Sith
5606,CREATURE, Wookiee good . . . eat Wookiee. ,Revenge of the Sith
5607,CLONE SERGEANT, Did you find something?,Revenge of the Sith
5608,CREATURE, It's nothing nothing. ,Revenge of the Sith
5609,CLONE SERGEANT, It's nothing nothing. All these Wookiees are dead. Move to the east.,Revenge of the Sith
5610,CLONE TROOPER, Yes sir.,Revenge of the Sith
5612,CREATURE, Right you are Chewbacca. Faster that will be.,Revenge of the Sith
5614,YODA, Stink this mud does. A moment to bathe give me.,Revenge of the Sith
5616,YODA,  Not far are we from the emergency ship. Quickly . . .,Revenge of the Sith
5620,YODA, Good-bye. Chewbacca and Tarfful miss you I will. Good friends you are. For your help much gratitude and respect I have.,Revenge of the Sith
5624,ROYAL GUARD, Identification . . .,Revenge of the Sith
5625,BAIL ORGANA, Senator Bail Organa of Alderaan.,Revenge of the Sith
5631,BAIL ORGANA, Were you able to get hold of a Jedi homing beacon?,Revenge of the Sith
5632,CAPTAIN ANTILLES, Yes sir. We've encountered no opposition. The clones are still a bit confused. It appears no one is in command.,Revenge of the Sith
5633,BAIL ORGANA, That will change soon. Hopefully we will be able to intercept a few Jedi before they walk into this catastrophe.,Revenge of the Sith
5636,CLONE CAPTAIN, Did you find Kenobi?,Revenge of the Sith
5637,CLONE TROOPER, No one could have survived that fall.,Revenge of the Sith
5639,CLONE CAPTAIN, Start loading your men on the ship.,Revenge of the Sith
5640,CLONE TROOPER, Yes sir.,Revenge of the Sith
5648,OBI-WAN, Emergency Code Nine Thirteen ... I have no contact on any frequency. Are there any Jedi out there? . . . anywhere . . .,Revenge of the Sith
5650,BAIL,  . . . Kenobi . . .,Revenge of the Sith
5651,OBI-WAN,  I've locked on. Repeat.,Revenge of the Sith
5653,BAIL ORGANA, Master Kenobi??,Revenge of the Sith
5654,OBI-WAN, Senator Organa! My Clone Troops turned on me ... I need help.,Revenge of the Sith
5655,BAIL ORGANA, We have just rescued Master Yoda. It appears this ambush has happened everywhere. We're sending you our coordinates.,Revenge of the Sith
5658,C-3PO, My Lady there's a Jedi fighter docking on the veranda.,Revenge of the Sith
5662,THREEPIO, Hush! Not so loud!,Revenge of the Sith
5664,PADME, Are you all right? I heard there was an attack on the Jedi Temple . . . you can see the smoke from here.,Revenge of the Sith
5665,ANAKIN, I'm fine. I'm fine. I came to see if you and the baby are safe.,Revenge of the Sith
5666,PADME, Captain Typho's here we're safe. What's happening?,Revenge of the Sith
5668,C-3PO, What is going on?,Revenge of the Sith
5670,C-3PO,  You can't be anymore confused than I am.,Revenge of the Sith
5671,ANAKIN, The situation is not good. The Jedi have tried to overthrow the Republic . . .,Revenge of the Sith
5672,PADME, I can't believe that!,Revenge of the Sith
5673,ANAKIN, I couldn't either at first but it's true. I saw Master Windu attempt to assassinate the Chancellor myself.,Revenge of the Sith
5675,C-3PO, Something important is going on! I heard a rumor they are going to banish all droids.,Revenge of the Sith
5677,C-3PO,  Shhhhhh . . . not so loud.,Revenge of the Sith
5679,C-3PO,  Whatever it is we'll be the last to know.,Revenge of the Sith
5680,PADME, Anakin what are you going to do?,Revenge of the Sith
5682,ANAKIN, I will not betray the Republic . . . my loyalties lie with the Chancellor and with the Senate . . . and with you.,Revenge of the Sith
5684,PADME, What about Obi-Wan?,Revenge of the Sith
5685,ANAKIN, I don't know . . . Many Jedi have been killed. We can only hope that he's remained loyal to the Chancellor.,Revenge of the Sith
5686,PADME, How could this have happened?,Revenge of the Sith
5687,ANAKIN, The Republic is unstable Padme. The Jedi aren't the only ones trying to take advantage of the situation. There are also traitors in the Senate.,Revenge of the Sith
5689,PADME, What are you saying?,Revenge of the Sith
5690,ANAKIN, You need to distance yourself from your friends in the Senate. The Chancellor said they will be dealt with when this conflict is over.,Revenge of the Sith
5691,PADME, What if they start an inquisition? I've opposed this war. What will you do if I become a suspect?,Revenge of the Sith
5692,ANAKIN, That won't happen. I won't let it.,Revenge of the Sith
