,index,Script,Characters,Dialogue,Movie,Gender
1104,1078,ANAKIN: Don't make me destroy you Master. You're no match for the dark side.,ANAKIN, Don't make me destroy you Master. You're no match for the dark side.,Revenge of the Sith,Male
1105,1079,OBI-WAN: I've heard that before Anakin . . . but I never thought I'd hear it from you.,OBI-WAN, I've heard that before Anakin . . . but I never thought I'd hear it from you.,Revenge of the Sith,Male
1106,1080,OBI-WAN: (continuing) The flaw of power is arrogance.,OBI-WAN,  The flaw of power is arrogance.,Revenge of the Sith,Male
1107,1081,ANAKIN: You hesitate . . . the flaw of compassion.,ANAKIN, You hesitate . . . the flaw of compassion.,Revenge of the Sith,Male
1108,1082,YODA: Destroy you I will just as Master Kenobi your apprentice will destroy.,YODA, Destroy you I will just as Master Kenobi your apprentice will destroy.,Revenge of the Sith,Male
1109,1083,YODA: Hurry. Careful timing we will need.,YODA, Hurry. Careful timing we will need.,Revenge of the Sith,Male
1110,1084,BAIL ORGANA: (in speeder) There aren't many troops on this side. Activate your homing beacon when you're ready.,BAIL ORGANA,  There aren't many troops on this side. Activate your homing beacon when you're ready.,Revenge of the Sith,Male
1111,1085,CLONE COMMANDER THIRE: There is no sign of his body sir.,CLONE COMMANDER THIRE, There is no sign of his body sir.,Revenge of the Sith,Male
1112,1086,MAS AMEDDA: Then he is not dead.,MAS AMEDDA, Then he is not dead.,Revenge of the Sith,Male
1113,1087,PALPATINE: Double your search.,PALPATINE, Double your search.,Revenge of the Sith,Male
1114,1088,CLONE COMMANDER THIRE: Yes sir. Right away sir.,CLONE COMMANDER THIRE, Yes sir. Right away sir.,Revenge of the Sith,Male
1115,1089,PALPATINE: (to Mas Amedda) Tell Captain Kagi to prepare my shuttle for immediate takeoff.,PALPATINE,  Tell Captain Kagi to prepare my shuttle for immediate takeoff.,Revenge of the Sith,Male
1116,1090,MAS AMEDDA: Yes Master.,MAS AMEDDA, Yes Master.,Revenge of the Sith,Male
1117,1091,PALPATINE: I sense Lord Vader is in danger.,PALPATINE, I sense Lord Vader is in danger.,Revenge of the Sith,Male
1118,1092,YODA: Into exile I must go. Failed I have.,YODA, Into exile I must go. Failed I have.,Revenge of the Sith,Male
1119,1093,C-3PO: I am being careful. I've got a good hold on her but . . . I'm worried about my back. I hope it's able to hold up under this weight.,C-3PO, I am being careful. I've got a good hold on her but . . . I'm worried about my back. I hope it's able to hold up under this weight.,Revenge of the Sith,Droid
1120,1094,OBI-WAN: I have failed you Anakin. I was never able to teach you to think.,OBI-WAN, I have failed you Anakin. I was never able to teach you to think.,Revenge of the Sith,Male
1121,1095,ANAKIN: I should have known the Jedi were plotting to take over . . .,ANAKIN, I should have known the Jedi were plotting to take over . . .,Revenge of the Sith,Male
1122,1096,OBI-WAN: From the Sith!!! Anakin Chancellor Palpatine is evil.,OBI-WAN, From the Sith!!! Anakin Chancellor Palpatine is evil.,Revenge of the Sith,Male
1123,1097,ANAKIN: From the Jedi point of view! From my point of view the Jedi are evil.,ANAKIN, From the Jedi point of view! From my point of view the Jedi are evil.,Revenge of the Sith,Male
1124,1098,OBI-WAN: Well then you are lost!,OBI-WAN, Well then you are lost!,Revenge of the Sith,Male
1125,1099,ANAKIN: This is the end for you My Master. I wish it were otherwise.,ANAKIN, This is the end for you My Master. I wish it were otherwise.,Revenge of the Sith,Male
1126,1100,OBI-WAN: It's over Anakin. I have the high ground.,OBI-WAN, It's over Anakin. I have the high ground.,Revenge of the Sith,Male
1127,1101,ANAKIN: You underestimate my power!,ANAKIN, You underestimate my power!,Revenge of the Sith,Male
1128,1102,OBI-WAN: Don't try it.,OBI-WAN, Don't try it.,Revenge of the Sith,Male
1129,1103,OBI-WAN: (continuing) . . . You were the Chosen One! It was said that you would destroy the Sith not join them. It was you who would bring balance to the Force not leave it in Darkness.,OBI-WAN,  . . . You were the Chosen One! It was said that you would destroy the Sith not join them. It was you who would bring balance to the Force not leave it in Darkness.,Revenge of the Sith,Male
1130,1104,ANAKIN: I hate you!,ANAKIN, I hate you!,Revenge of the Sith,Male
1131,1105,OBI-WAN: You were my brother Anakin. I loved you.,OBI-WAN, You were my brother Anakin. I loved you.,Revenge of the Sith,Male
1132,1106,C-3PO: Master Kenobi! We have Miss Padme on board. Please please hurry. We should leave this dreadful place.,C-3PO, Master Kenobi! We have Miss Padme on board. Please please hurry. We should leave this dreadful place.,Revenge of the Sith,Droid
1133,1107,PADME: Obi-Wan? Is Anakin all right?,PADME, Obi-Wan? Is Anakin all right?,Revenge of the Sith,Female
1134,1108,DARTH SIDIOUS: Anakin! Anakin! There he is. He's still alive. Get a medical capsule immediately.,DARTH SIDIOUS, Anakin! Anakin! There he is. He's still alive. Get a medical capsule immediately.,Revenge of the Sith,Male
1135,1109,CLONE CAPTAIN: Yes sir. Right away.,CLONE CAPTAIN, Yes sir. Right away.,Revenge of the Sith,Male
1136,1110,YODA: Failed to stop the Sith Lord I have. Still much to learn there is ...,YODA, Failed to stop the Sith Lord I have. Still much to learn there is ...,Revenge of the Sith,Male
1137,1111,QUI -GON: (V.O.) Patience. You will have time. I did not. When I became one with the Force I made a great discovery. With my training you will be able to merge with the Force at will. Your physical self will fade away but you will still retain your consciousness. You will become more powerful than any Sith.,QUI-GON,  Patience. You will have time. I did not. When I became one with the Force I made a great discovery. With my training you will be able to merge with the Force at will. Your physical self will fade away but you will still retain your consciousness. You will become more powerful than any Sith.,Revenge of the Sith,Male
1138,1112,YODA: Eternal consciousness.,YODA, Eternal consciousness.,Revenge of the Sith,Male
1139,1113,QUI-GON: (V.O.) The ability to defy oblivion can be achieved but only for oneself. It was accomplished by a Shaman of the Whills. It is a state acquired through compassion not greed.,QUI-GON,  The ability to defy oblivion can be achieved but only for oneself. It was accomplished by a Shaman of the Whills. It is a state acquired through compassion not greed.,Revenge of the Sith,Male
1140,1114,YODA: . . . to become one with the Force and influence still have . . . A power greater than all it is.,YODA, . . . to become one with the Force and influence still have . . . A power greater than all it is.,Revenge of the Sith,Male
1141,1115,QUI-GON: (V.O.) You will learn to let go of everything. No attachment no thought of self. No physical self.,QUI-GON,  You will learn to let go of everything. No attachment no thought of self. No physical self.,Revenge of the Sith,Male
1142,1116,YODA: A great Jedi Master you have become Qui-Gon Jinn. Your apprentice I gratefully become.,YODA, A great Jedi Master you have become Qui-Gon Jinn. Your apprentice I gratefully become.,Revenge of the Sith,Male
1143,1117,BAIL ORGANA: Excuse me Master Yoda. Obi-Wan Kenobi has made contact.,BAIL ORGANA, Excuse me Master Yoda. Obi-Wan Kenobi has made contact.,Revenge of the Sith,Male
1144,1118,BAIL ORGANA: We'll take her to the medical center quickly.,BAIL ORGANA, We'll take her to the medical center quickly.,Revenge of the Sith,Male
1145,1119,MEDICAL DROID: Medically she is completely healthy. For reasons we can't explain we are losing her.,MEDICAL DROID, Medically she is completely healthy. For reasons we can't explain we are losing her.,Revenge of the Sith,Droid
1146,1120,OBI-WAN: She's dying?,OBI-WAN, She's dying?,Revenge of the Sith,Male
1147,1121,MEDICAL DROID: We don't know why. She has lost the will to live. We need to operate quickly if we are to save the babies.,MEDICAL DROID, We don't know why. She has lost the will to live. We need to operate quickly if we are to save the babies.,Revenge of the Sith,Droid
1148,1122,BAIL ORGANA: Babies??!!,BAIL ORGANA, Babies??!!,Revenge of the Sith,Male
1149,1123,MEDICAL DROID: She's carrying twins.,MEDICAL DROID, She's carrying twins.,Revenge of the Sith,Droid
1150,1124,YODA: Save them we must. They are our last hope.,YODA, Save them we must. They are our last hope.,Revenge of the Sith,Male
1151,1125,C-3PO: It s some kind of reproductive process I think.,C-3PO, It s some kind of reproductive process I think.,Revenge of the Sith,Droid
1152,1126,OBI-WAN: Don't give up Padme.,OBI-WAN, Don't give up Padme.,Revenge of the Sith,Male
1153,1127,MEDICAL DROID: It's a boy.,MEDICAL DROID, It's a boy.,Revenge of the Sith,Droid
1154,1128,PADME: Luke . . .,PADME, Luke . . .,Revenge of the Sith,Female
1155,1129,MEDICAL DROID: ... and a girl.,MEDICAL DROID, ... and a girl.,Revenge of the Sith,Droid
1156,1130,PADME: . . . Leia.,PADME, . . . Leia.,Revenge of the Sith,Female
1157,1131,OBI-WAN: You have twins Padme They need you . . . hang on.,OBI-WAN, You have twins Padme They need you . . . hang on.,Revenge of the Sith,Male
1158,1132,PADME: I can't . . .,PADME, I can't . . .,Revenge of the Sith,Female
1159,1133,OBI-WAN: Save your energy.,OBI-WAN, Save your energy.,Revenge of the Sith,Male
1160,1134,PADME: Obi-Wan . . . there . . . is good in him. I know there is ... still . . .,PADME, Obi-Wan . . . there . . . is good in him. I know there is ... still . . .,Revenge of the Sith,Female
1161,1135,MEDICAL DROID: My Lord the construction is finished ... he lives.,MEDICAL DROID, My Lord the construction is finished ... he lives.,Revenge of the Sith,Droid
1162,1136,DARTH SIDIOUS: Good. Good.,DARTH SIDIOUS, Good. Good.,Revenge of the Sith,Male
1163,1137,DARTH SIDIOUS: (continuing) Lord Vader can you hear me?,DARTH SIDIOUS,  Lord Vader can you hear me?,Revenge of the Sith,Male
1164,1138,DARTH VADER: Yes My Master.,DARTH VADER, Yes My Master.,Revenge of the Sith,Male
1165,1139,DARTH VADER: (continuing) Where is Padme? Is she safe is she all right?,DARTH VADER,  Where is Padme? Is she safe is she all right?,Revenge of the Sith,Male
1166,1140,DARTH SIDIOUS: I'm afraid she died. ... it seems in your anger you killed her.,DARTH SIDIOUS, I'm afraid she died. ... it seems in your anger you killed her.,Revenge of the Sith,Male
1167,1141,DARTH VADER: I couldn't have! She was alive! I felt her! She was alive! It's impossible! No!!!,DARTH VADER, I couldn't have! She was alive! I felt her! She was alive! It's impossible! No!!!,Revenge of the Sith,Male
1168,1142,YODA: Pregnant she must still appear. Hidden safe the children must be kept.,YODA, Pregnant she must still appear. Hidden safe the children must be kept.,Revenge of the Sith,Male
1169,1143,OBI-WAN: We must take them somewhere the Sith will not sense their presence.,OBI-WAN, We must take them somewhere the Sith will not sense their presence.,Revenge of the Sith,Male
1170,1144,YODA: Split up they should be.,YODA, Split up they should be.,Revenge of the Sith,Male
1171,1145,BAIL ORGANA: My wife and I will take the girl. We've always talked of adopting a baby girl. She will be loved with us.,BAIL ORGANA, My wife and I will take the girl. We've always talked of adopting a baby girl. She will be loved with us.,Revenge of the Sith,Male
1172,1146,OBI-WAN: And what of the boy?,OBI-WAN, And what of the boy?,Revenge of the Sith,Male
1173,1147,YODA: To Tatooine. To his family send him.,YODA, To Tatooine. To his family send him.,Revenge of the Sith,Male
1174,1148,OBI-WAN: I will take the child and watch over him. Master Yoda do you think Anakin's twins will be able to defeat Darth Sidious?,OBI-WAN, I will take the child and watch over him. Master Yoda do you think Anakin's twins will be able to defeat Darth Sidious?,Revenge of the Sith,Male
1175,1149,YODA: Strong the Force runs in the Skywalker line. Hope we can . . . Done it is. Until the time is right disappear we will.,YODA, Strong the Force runs in the Skywalker line. Hope we can . . . Done it is. Until the time is right disappear we will.,Revenge of the Sith,Male
1176,1150,YODA: (continuing) Master Kenobi wait a moment. In your solitude on Tatooine training I have for you.,YODA,  Master Kenobi wait a moment. In your solitude on Tatooine training I have for you.,Revenge of the Sith,Male
1177,1151,OBI-WAN: Training??,OBI-WAN, Training??,Revenge of the Sith,Male
1178,1152,YODA: An old friend has learned the path to immortality.,YODA, An old friend has learned the path to immortality.,Revenge of the Sith,Male
1179,1153,OBI-WAN: Who?,OBI-WAN, Who?,Revenge of the Sith,Male
1180,1154,YODA: One who has returned from the netherworld of the Force to train me . . . your old Master Qui-Gon Jinn.,YODA, One who has returned from the netherworld of the Force to train me . . . your old Master Qui-Gon Jinn.,Revenge of the Sith,Male
1181,1155,OBI-WAN: Qui-Gon? But how could he accomplish this?,OBI-WAN, Qui-Gon? But how could he accomplish this?,Revenge of the Sith,Male
1182,1156,YODA: The secret of the Ancient Order of the Whills he studied. How to commune with him. I will teach you.,YODA, The secret of the Ancient Order of the Whills he studied. How to commune with him. I will teach you.,Revenge of the Sith,Male
1183,1157,OBI-WAN: I will be able to talk with him?,OBI-WAN, I will be able to talk with him?,Revenge of the Sith,Male
1184,1158,YODA: How to join the Force he will train you. Your consciousness you will retain when one with the Force. Even your physical self perhaps.,YODA, How to join the Force he will train you. Your consciousness you will retain when one with the Force. Even your physical self perhaps.,Revenge of the Sith,Male
1185,1159,BAIL ORGANA: Captain Antilles.,BAIL ORGANA, Captain Antilles.,Revenge of the Sith,Male
1186,1160,CAPTAIN ANTILLES: Yes Your Highness.,CAPTAIN ANTILLES, Yes Your Highness.,Revenge of the Sith,Male
1187,1161,BAIL ORGANA: I'm placing these droids in your care. Treat them well. Clean them up. Have the Protocol Droid's mind wiped.,BAIL ORGANA, I'm placing these droids in your care. Treat them well. Clean them up. Have the Protocol Droid's mind wiped.,Revenge of the Sith,Male
1188,1162,C-3PO: Oh no.,C-3PO, Oh no.,Revenge of the Sith,Droid
1189,1163,ANAKIN: There isn't a droid made that can out fly you Master and no other way to get to the Chancellor . . .,ANAKIN, There isn't a droid made that can out fly you Master and no other way to get to the Chancellor . . .,Revenge of the Sith,Male
1190,1164,OBI-WAN: Look out four droids inbound . . .,OBI-WAN, Look out four droids inbound . . .,Revenge of the Sith,Male
1191,1165,OBI-WAN: We've got to split them up.,OBI-WAN, We've got to split them up.,Revenge of the Sith,Male
1192,1166,ANAKIN: Break left fly through the guns on that tower.,ANAKIN, Break left fly through the guns on that tower.,Revenge of the Sith,Male
1193,1167,OBI-WAN: Easy for you to say . . . why am I always the bait?,OBI-WAN, Easy for you to say . . . why am I always the bait?,Revenge of the Sith,Male
1194,1168,ANAKIN: Don't worry. I'm coming around behind you.,ANAKIN, Don't worry. I'm coming around behind you.,Revenge of the Sith,Male
1195,1169,OBI-WAN: Anakin they're all over me!,OBI-WAN, Anakin they're all over me!,Revenge of the Sith,Male
1196,1170,ANAKIN: Dead ahead! Closing . . . lock onto him Artoo . . .,ANAKIN, Dead ahead! Closing . . . lock onto him Artoo . . .,Revenge of the Sith,Male
1197,1171,ANAKIN: (continuing laughs) We got him Artoo!,ANAKIN,  We got him Artoo!,Revenge of the Sith,Male
1198,1172,ANAKIN: I copy Artoo.,ANAKIN, I copy Artoo.,Revenge of the Sith,Male
1199,1173,OBI-WAN: I'm going down on the deck.,OBI-WAN, I'm going down on the deck.,Revenge of the Sith,Male
1200,1174,ANAKIN: Good idea ... I need some room to maneuver.,ANAKIN, Good idea ... I need some room to maneuver.,Revenge of the Sith,Male
1201,1175,ANAKIN: (continuing) Cut right. Do you hear me?! Cut right. Don't let him get a handle on you. Come on Artoo lock on! Lock on!,ANAKIN,  Cut right. Do you hear me?! Cut right. Don't let him get a handle on you. Come on Artoo lock on! Lock on!,Revenge of the Sith,Male
1202,1176,OBI-WAN: Hurry up! I don't like this!,OBI-WAN, Hurry up! I don't like this!,Revenge of the Sith,Male
1203,1177,OBI-WAN: (continuing) Ouch!,OBI-WAN,  Ouch!,Revenge of the Sith,Male
1204,1178,OBI-WAN: (continuing) Don't even try to fix it Arfour. I've shut it down.,OBI-WAN,  Don't even try to fix it Arfour. I've shut it down.,Revenge of the Sith,Male
1205,1179,ANAKIN: We're locked on ... we've got him . . .,ANAKIN, We're locked on ... we've got him . . .,Revenge of the Sith,Male
1206,1180,ANAKIN: (continuing) Yeah! We got him . . . good going Artoo.,ANAKIN,  Yeah! We got him . . . good going Artoo.,Revenge of the Sith,Male
1207,1181,OBI-WAN: Next time you're the bait . . . Now let's find the Command Ship and get on with it ...,OBI-WAN, Next time you're the bait . . . Now let's find the Command Ship and get on with it ...,Revenge of the Sith,Male
1208,1182,ANAKIN: Lock onto them Artoo. Master General Grievous's ship is directly ahead.,ANAKIN, Lock onto them Artoo. Master General Grievous's ship is directly ahead.,Revenge of the Sith,Male
1209,1183,ANAKIN: (continuing) The one crawling with vulture droids.,ANAKIN,  The one crawling with vulture droids.,Revenge of the Sith,Male
1210,1184,OBI-WAN: I see it. Oh this is going to be easy.,OBI-WAN, I see it. Oh this is going to be easy.,Revenge of the Sith,Male
1211,1185,ANAKIN: Come on Master.,ANAKIN, Come on Master.,Revenge of the Sith,Male
1212,1186,OBI-WAN: Not this time. There's too much at stake. We need help. Odd Ball do you copy?,OBI-WAN, Not this time. There's too much at stake. We need help. Odd Ball do you copy?,Revenge of the Sith,Male
1213,1187,ODD BALL: (OS) Copy Red Leader.,ODD BALL,  Copy Red Leader.,Revenge of the Sith,Male
1214,1188,OBI-WAN: Mark my position and form your squad up behind me . . .,OBI-WAN, Mark my position and form your squad up behind me . . .,Revenge of the Sith,Male
1215,1189,ODD BALL: We're on your tail General Kenobi. Set S-foils in attack position.,ODD BALL, We're on your tail General Kenobi. Set S-foils in attack position.,Revenge of the Sith,Male
1216,1190,ANAKIN: This is where the fun begins. Ten Vulture Droids straight ahead coming down the left side.,ANAKIN, This is where the fun begins. Ten Vulture Droids straight ahead coming down the left side.,Revenge of the Sith,Male
1217,1191,OBI-WAN: Add five Tri-fighters on the right . . .,OBI-WAN, Add five Tri-fighters on the right . . .,Revenge of the Sith,Male
1218,1192,ANAKIN: I'm going head to head. See you.,ANAKIN, I'm going head to head. See you.,Revenge of the Sith,Male
1219,1193,OBI-WAN: Take it easy Anakin.,OBI-WAN, Take it easy Anakin.,Revenge of the Sith,Male
1220,1194,ODD BALL: I'm on your right Red Leader.,ODD BALL, I'm on your right Red Leader.,Revenge of the Sith,Male
1221,1195,ANAKIN: Incoming!!,ANAKIN, Incoming!!,Revenge of the Sith,Male
1222,1196,OBI-WAN: Five more on the right!,OBI-WAN, Five more on the right!,Revenge of the Sith,Male
1223,1197,ANAKIN: Here we go.,ANAKIN, Here we go.,Revenge of the Sith,Male
1224,1198,OBI-WAN: I'm going high and right.,OBI-WAN, I'm going high and right.,Revenge of the Sith,Male
1225,1199,ANAKIN: Hang on. There are four more of them.,ANAKIN, Hang on. There are four more of them.,Revenge of the Sith,Male
1226,1200,OBI-WAN: Stay with me . . . swing back and right . . . help me engage. Back off ... Let them pass between us.,OBI-WAN, Stay with me . . . swing back and right . . . help me engage. Back off ... Let them pass between us.,Revenge of the Sith,Male
1227,1201,ANAKIN: I'm coming around. I'm coming around on your tail.,ANAKIN, I'm coming around. I'm coming around on your tail.,Revenge of the Sith,Male
1228,1202,OBI-WAN: All right engage . . . and hurry. These droids are all over me like a rash.,OBI-WAN, All right engage . . . and hurry. These droids are all over me like a rash.,Revenge of the Sith,Male
1229,1203,ANAKIN: How many back there. Artoo? (Artoo beeps) Three . . . (continuing) Four . . . that's not good.,ANAKIN, How many back there. Artoo?  Four . . . that's not good.,Revenge of the Sith,Male
1230,1204,OBI-WAN: Anakin you have four on your tail.,OBI-WAN, Anakin you have four on your tail.,Revenge of the Sith,Male
1231,1205,ANAKIN: I know. I know!,ANAKIN, I know. I know!,Revenge of the Sith,Male
1232,1206,OBI-WAN: Four more closing from your left.,OBI-WAN, Four more closing from your left.,Revenge of the Sith,Male
1233,1207,ANAKIN: I know. I know!,ANAKIN, I know. I know!,Revenge of the Sith,Male
1234,1208,OBI-WAN: Break right and go high.,OBI-WAN, Break right and go high.,Revenge of the Sith,Male
1235,1209,ANAKIN: I'm going low and left.,ANAKIN, I'm going low and left.,Revenge of the Sith,Male
1236,1210,OBI-WAN: (to himself) He still has much to learn.,OBI-WAN,  He still has much to learn.,Revenge of the Sith,Male
1237,1211,ANAKIN: Hang on Artoo. Obi-Wan do you copy? I'm going to pull them through the needle . . .,ANAKIN, Hang on Artoo. Obi-Wan do you copy? I'm going to pull them through the needle . . .,Revenge of the Sith,Male
1238,1212,"OBI-WAN: Too dangerous. First Jedi rule: ""Survive.""",OBI-WAN," Too dangerous. First Jedi rule: ""Survive.""",Revenge of the Sith,Male
1239,1213,ANAKIN: Sorry no choice. Come down here and thin them out a little.,ANAKIN, Sorry no choice. Come down here and thin them out a little.,Revenge of the Sith,Male
1240,1214,OBI-WAN: Just keep me steady . . . hold on ... not yet. . . now break left.,OBI-WAN, Just keep me steady . . . hold on ... not yet. . . now break left.,Revenge of the Sith,Male
1241,1215,OBI-WAN: (continuing) You'll never get through there Anakin. It's too tight.,OBI-WAN,  You'll never get through there Anakin. It's too tight.,Revenge of the Sith,Male
1242,1216,ANAKIN: Easy Artoo . . . we've done this before.,ANAKIN, Easy Artoo . . . we've done this before.,Revenge of the Sith,Male
1243,1217,OBI-WAN: Use the Force think yourself through the ship will follow.,OBI-WAN, Use the Force think yourself through the ship will follow.,Revenge of the Sith,Male
1244,1218,ANAKIN: Wrong thought Artoo.,ANAKIN, Wrong thought Artoo.,Revenge of the Sith,Male
1245,1219,ANAKIN: (continuing) I'm through.,ANAKIN,  I'm through.,Revenge of the Sith,Male
1246,1220,ODD BALL: There are too many of them.,ODD BALL, There are too many of them.,Revenge of the Sith,Male
1247,1221,CLONE PILOT 2: I'm on your wing. Break left. Break left. They're all over me. Get them off my . . .,CLONE PILOT 2, I'm on your wing. Break left. Break left. They're all over me. Get them off my . . .,Revenge of the Sith,Male
1248,1222,ANAKIN: I'm going to go help them out!,ANAKIN, I'm going to go help them out!,Revenge of the Sith,Male
1249,1223,OBI-WAN: No no! They are doing their job so we can do ours. Head for the Command Ship!,OBI-WAN, No no! They are doing their job so we can do ours. Head for the Command Ship!,Revenge of the Sith,Male
1250,1224,ANAKIN: Missiles! Pull up!,ANAKIN, Missiles! Pull up!,Revenge of the Sith,Male
1251,1225,OBI-WAN: They overshot us . . .,OBI-WAN, They overshot us . . .,Revenge of the Sith,Male
1252,1226,ANAKIN: They're coming around!,ANAKIN, They're coming around!,Revenge of the Sith,Male
1253,1227,OBI-WAN: All right Arfour. No no. Nothing too fancy.,OBI-WAN, All right Arfour. No no. Nothing too fancy.,Revenge of the Sith,Male
1254,1228,ANAKIN: Surge all power units. Artoo! Stand by the reverse thrusters.,ANAKIN, Surge all power units. Artoo! Stand by the reverse thrusters.,Revenge of the Sith,Male
1255,1229,ANAKIN: We got 'em. Artoo!,ANAKIN, We got 'em. Artoo!,Revenge of the Sith,Male
1256,1230,OBI-WAN: Flying is for droids.,OBI-WAN, Flying is for droids.,Revenge of the Sith,Male
1257,1231,OBI-WAN: (continuing) I'm hit! Anakin?,OBI-WAN,  I'm hit! Anakin?,Revenge of the Sith,Male
1258,1232,ANAKIN: I see them . . . Buzz Droids.,ANAKIN, I see them . . . Buzz Droids.,Revenge of the Sith,Male
1259,1233,OBI-WAN: Arfour be careful. You have one . . .,OBI-WAN, Arfour be careful. You have one . . .,Revenge of the Sith,Male
1260,1234,OBI-WAN: Oh dear. They're shutting down all the controls.,OBI-WAN, Oh dear. They're shutting down all the controls.,Revenge of the Sith,Male
1261,1235,ANAKIN: Move to the right so I can get a clear shot at them.,ANAKIN, Move to the right so I can get a clear shot at them.,Revenge of the Sith,Male
1262,1236,OBI-WAN: The mission. Get to the Command Ship. Get the Chancellor! I'm running out of tricks here.,OBI-WAN, The mission. Get to the Command Ship. Get the Chancellor! I'm running out of tricks here.,Revenge of the Sith,Male
1263,1237,OBI-WAN: (continuing) In the name of ...,OBI-WAN,  In the name of ...,Revenge of the Sith,Male
1264,1238,ANAKIN: Steady . . . steady . . .,ANAKIN, Steady . . . steady . . .,Revenge of the Sith,Male
1265,1239,OBI-WAN: Anakin hold your fire . . . hold your fire. You're not helping here.,OBI-WAN, Anakin hold your fire . . . hold your fire. You're not helping here.,Revenge of the Sith,Male
1266,1240,ANAKIN: I agree bad idea. Swing right . . . ease over . . . steady . . .,ANAKIN, I agree bad idea. Swing right . . . ease over . . . steady . . .,Revenge of the Sith,Male
1267,1241,OBI-WAN: Wait . . . wait . . . I can't see a thing! My cockpit's fogging. They're all over me Anakin.,OBI-WAN, Wait . . . wait . . . I can't see a thing! My cockpit's fogging. They're all over me Anakin.,Revenge of the Sith,Male
1268,1242,ANAKIN: Move to the right.,ANAKIN, Move to the right.,Revenge of the Sith,Male
1269,1243,OBI-WAN: Hold on Anakin. You're going to get us both killed! Get out of here. There's nothing more you can do.,OBI-WAN, Hold on Anakin. You're going to get us both killed! Get out of here. There's nothing more you can do.,Revenge of the Sith,Male
1270,1244,ANAKIN: I'm not leaving without you Master.,ANAKIN, I'm not leaving without you Master.,Revenge of the Sith,Male
1271,1245,OBI-WAN: Blast it ... I can't see . . . my controls are gone.,OBI-WAN, Blast it ... I can't see . . . my controls are gone.,Revenge of the Sith,Male
1272,1246,ANAKIN: Get 'em Artoo. Watch out!,ANAKIN, Get 'em Artoo. Watch out!,Revenge of the Sith,Male
1273,1247,OBI-WAN: Artoo hit the buzz droid's center eye.,OBI-WAN, Artoo hit the buzz droid's center eye.,Revenge of the Sith,Male
1274,1248,ANAKIN: Yeah you got him!,ANAKIN, Yeah you got him!,Revenge of the Sith,Male
1275,1249,OBI-WAN: Great Artoo.,OBI-WAN, Great Artoo.,Revenge of the Sith,Male
1276,1250,ANAKIN: Stay on my wing . . . the General's Command Ship is dead ahead. Easy . . . pull up ... Head for the hangar.,ANAKIN, Stay on my wing . . . the General's Command Ship is dead ahead. Easy . . . pull up ... Head for the hangar.,Revenge of the Sith,Male
1277,1251,OBI-WAN: Have you noticed the shields are still up?,OBI-WAN, Have you noticed the shields are still up?,Revenge of the Sith,Male
1278,1252,ANAKIN: Oh?!? Sorry Master.,ANAKIN, Oh?!? Sorry Master.,Revenge of the Sith,Male
1279,1253,OBI-WAN: Oh I have a bad feeling about this.,OBI-WAN, Oh I have a bad feeling about this.,Revenge of the Sith,Male
1280,1254,OBI-WAN: Artoo locate the Chancellor.,OBI-WAN, Artoo locate the Chancellor.,Revenge of the Sith,Male
1281,1255,ANAKIN: Tap into the ship's computers.,ANAKIN, Tap into the ship's computers.,Revenge of the Sith,Male
1282,1256,OBI-WAN: The Chancellor's signal is coming from right there. The observation platform at the top of that spire.,OBI-WAN, The Chancellor's signal is coming from right there. The observation platform at the top of that spire.,Revenge of the Sith,Male
1283,1257,ANAKIN: I sense Count Dooku . . .,ANAKIN, I sense Count Dooku . . .,Revenge of the Sith,Male
1284,1258,OBI-WAN: I sense a trap.,OBI-WAN, I sense a trap.,Revenge of the Sith,Male
1285,1259,ANAKIN: Next move?,ANAKIN, Next move?,Revenge of the Sith,Male
1286,1260,OBI-WAN: Spring the trap.,OBI-WAN, Spring the trap.,Revenge of the Sith,Male
1287,1261,ANAKIN: Artoo go back. I need you to stay with the ship.,ANAKIN, Artoo go back. I need you to stay with the ship.,Revenge of the Sith,Male
1288,1262,OBI-WAN: Here take this and wait for orders.,OBI-WAN, Here take this and wait for orders.,Revenge of the Sith,Male
1289,1263,GENERAL GRIEVOUS: What's the situation Captain?,GENERAL GRIEVOUS, What's the situation Captain?,Revenge of the Sith,Droid
1290,1264,CAPTAIN: TWO Jedi have landed in the main hangar bay.,CAPTAIN, TWO Jedi have landed in the main hangar bay.,Revenge of the Sith,Male
1291,1265,GENERAL GRIEVOUS: Just as Count Dooku predicted.,GENERAL GRIEVOUS, Just as Count Dooku predicted.,Revenge of the Sith,Droid
1292,1266,BODYGUARD I: General Kenobi Anakin Skywalker. We've been waiting for you.,BODYGUARD I, General Kenobi Anakin Skywalker. We've been waiting for you.,Revenge of the Sith,Male
1293,1267,OBI-WAN: We are here to relieve you of Chancellor Palpatine not join him.,OBI-WAN, We are here to relieve you of Chancellor Palpatine not join him.,Revenge of the Sith,Male
1294,1268,OBI-WAN: Anakin. . .,OBI-WAN, Anakin. . .,Revenge of the Sith,Male
1295,1269,ANAKIN: Ready.,ANAKIN, Ready.,Revenge of the Sith,Male
1296,1270,OBI-WAN: . . . fuel. The slightest charge from our sabers will send this ship into oblivion. That's why they've stopped shooting.,OBI-WAN, . . . fuel. The slightest charge from our sabers will send this ship into oblivion. That's why they've stopped shooting.,Revenge of the Sith,Male
