,Characters,Dialogue,Movie,Gender,length
0,YOUNG JYN ERSO, Mama.,Rogue One,Female,1
1,LYRA, We know. Jyn gather your things it's time.,Rogue One,Female,8
2,SAW, Hello.,Rogue One,,1
3,GALEN ERSO,Jyn come here. Remember whatever I do I do it to protect you. Say you understand.,Rogue One,Male,16
4,YOUNG JYN ERSO, I understand.,Rogue One,Female,2
5,GALEN ERSO, I love you Stardust.,Rogue One,Male,4
6,YOUNG JYN ERSO, I love you too Papa.,Rogue One,Female,5
7,LYRA, Galen.,Rogue One,Female,1
8,GALEN ERSO, Go.,Rogue One,Male,1
9,LYRA, Jyn.You know where to go don't you? Trust the Force.,Rogue One,Female,10
10,KRENNIC, You're a hard man to find Galen. But farming? Really a man of your talents?,Rogue One,Male,15
11,GALEN ERSO, It's a peaceful life.,Rogue One,Male,4
12,KRENNIC, It's lonely I imagine.,Rogue One,Male,4
13,GALEN ERSO, Since Lyra died yes.,Rogue One,Male,4
14,KRENNIC, Oh. Oh. My condolences. Search the house!,Rogue One,Male,7
15,DEATHTROOPER, Understood.,Rogue One,,1
16,GALEN ERSO, What is it you want?,Rogue One,Male,5
17,KRENNIC, The work has stalled I need you to come back.,Rogue One,Male,10
18,GALEN ERSO, I won't do it Krennic.,Rogue One,Male,5
19,KRENNIC, We're on the verge of greatness. We were this close to providing peace security for the galaxy.,Rogue One,Male,17
20,GALEN ERSO, You're confusing peace with terror.,Rogue One,Male,5
21,KRENNIC, Do I huh? You have to start somewhere.,Rogue One,Male,8
22,GALEN ERSO, I'll be of no help Krennic. My mind just isn't what it was. I have trouble remembering even simple things.,Rogue One,Male,20
23,KRENNIC, Galen you're an inspired scientist but you're a terrible liar. Now I admire the effort I really do.,Rogue One,Male,18
24,KRENNIC, Oh look here's Lyra back from the dead. It's a miracle.,Rogue One,Male,11
25,KRENNIC, Stop!,Rogue One,Male,1
26,KRENNIC, Oh Lyra. Troublesome as ever.,Rogue One,Male,5
27,LYRA, You're not taking him.,Rogue One,Female,4
28,KRENNIC, No of course I'm not. I'm taking you all. You'll all come. You your child You'll all live in comfort.,Rogue One,Male,20
29,LYRA, As hostages.,Rogue One,Female,2
30,KRENNIC, As 'heroes of the Empire.',Rogue One,Male,5
31,GALEN ERSO, Lyra. Put it down. Think very carefully.,Rogue One,Male,7
32,LYRA, You will never win.,Rogue One,Female,4
33,KRENNIC, Do it.,Rogue One,Male,2
34,GALEN ERSO, Lyra! No!,Rogue One,Male,2
35,KRENNIC, They have a child. Find it!,Rogue One,Male,6
36,SAW GERRERA, My child. Come.Come.We have a long ride ahead of us.,Rogue One,Male,10
37,STORMTROOPER, Check in security. Cell block 4227. 4227.,Rogue One,Male,7
38,TIVIK, I was about to leave.,Rogue One,Male,5
39,CASSIAN, I came as fast as I could.,Rogue One,Male,7
40,TIVIK, I have to get back on board. Walk with me.,Rogue One,Male,10
41,CASSIAN, Back to Jedha?,Rogue One,Male,3
42,TIVIK, They'll leave without me!,Rogue One,Male,4
43,CASSIAN, Easy. You have news from Jedha? Come on.,Rogue One,Male,8
44,TIVIK, An Imperial pilot one of the cargo drivers. He defected yesterday. He's telling people they're making a weapon. The kyber crystals that's what they're for.,Rogue One,Male,25
45,CASSIAN, What kind of weapon?,Rogue One,Male,4
46,TIVIK, Look I have to go.,Rogue One,Male,5
47,CASSIAN, What kind of weapon?,Rogue One,Male,4
48,TIVIK, A planet killer. That's what he called it.,Rogue One,Male,8
49,CASSIAN, A planet killer?,Rogue One,Male,3
50,TIVIK, Someone named Erso sent him. Some old friend of Saw's.,Rogue One,Male,10
51,CASSIAN, Galen Erso? Was it?,Rogue One,Male,4
52,TIVIK, I don't know! They were looking for Saw when we left.,Rogue One,Male,11
53,CASSIAN, Who else knows this?,Rogue One,Male,4
54,TIVIK, I have no idea!It's all falling apart. Saw's right there're spies everywhere.,Rogue One,Male,12
55,STORMTROOPER, What's all this?,Rogue One,Male,3
56,STORMTROOPER, Come on let's see some scandocs.,Rogue One,Male,6
57,CASSIAN, Yeah of course.My gloves?,Rogue One,Male,4
58,TIVIK,No What've you done?,Rogue One,Male,4
59,STORMTROOPERS, Troopers down section 9.,Rogue One,,4
60,TIVIK, Are you crazy? I'll never climb out of here. My arm...,Rogue One,Male,11
61,MILITIA, (Sir.),Rogue One,,1
62,STORMTROOPER, What now?,Rogue One,Male,2
63,STORMTROOPER,I don't know. Must be another pick up.,Rogue One,Male,8
64,STORMTROOPER,I thought we had everybody.,Rogue One,Male,5
65,SOLDIER,All clear sir.,Rogue One,Male,3
66,MELSHI, Hallik! Liana Hallik!,Rogue One,Male,3
67,SOLDIER, Her.,Rogue One,Male,1
68,MELSHI, You want to get out of here?,Rogue One,Male,7
69,PRISONER, Hey! What about me?,Rogue One,,4
70,K-2SO, [chokeslamming Jyn for trying to escape]Congratulations.You are being rescued. Please do not resist.,Rogue One,Droid,13
71,K-2SO, [chokeslamming Jyn for trying to escape]Congratulations.You are being rescued. Please do not resist.,Rogue One,Droid,13
72,PA, LU-28 report to maintenance level 4.,Rogue One,,6
73,CASSIAN, We think you might be able to help us.,Rogue One,Male,9
74,MON MOTHMA, This is Captain Cassian Andor Rebel Intelligence.,Rogue One,Female,7
75,CASSIAN, When was the last time you were in contact with your father?,Rogue One,Male,12
76,JYN ERSO, 15 years ago.,Rogue One,Female,3
77,CASSIAN, Any idea where he's been all that time?,Rogue One,Male,8
78,JYN ERSO, I like to think he's dead makes things easier.,Rogue One,Female,9
79,CASSIAN, Easier than what? That he's being a tool of the Imperial war machine?,Rogue One,Male,13
80,JYN ERSO, I've never had the luxury of political opinions.,Rogue One,Female,8
81,CASSIAN, Really? When was your last contact with Saw Gerrera?,Rogue One,Male,9
82,JYN ERSO, It's been a long time.,Rogue One,Female,5
83,JYN ERSO, I was a child Saw Gerrera saved my life. He raised me. But I've no idea where he is. I haven't seen him in years.,Rogue One,Female,25
84,CASSIAN,We know how to find him that's not our problem. What we need is someone who gets us through the door without being killed.,Rogue One,Male,24
85,JYN ERSO, You're all rebels aren't you?,Rogue One,Female,5
86,MON MOTHMA, Yes but Saw Gerrera's an extremist. He's been fighting on his own since he broke with the Rebellion. His militancy has caused the Alliance a great many problems. We have no choice now but to try to mend that broken trust.,Rogue One,Female,41
87,JYN ERSO, What does this have to do with my father?,Rogue One,Female,9
88,JYN ERSO, And if I do it?,Rogue One,Female,5
89,MON MOTHMA, We'll make sure you go free.,Rogue One,Female,6
90,GENERAL DRAVEN, Captain Andor!,Rogue One,,2
91,K-2SO, I'm K-2SO. I'm a reprogrammed Imperial droid.,Rogue One,Droid,7
92,K-2SO, I'm K-2SO. I'm a reprogrammed Imperial droid.,Rogue One,Droid,7
93,JYN ERSO, I remember you.,Rogue One,Female,3
94,K-2SO, I see the Council is sending you with us to Jedha.,Rogue One,Droid,11
95,K-2SO, I see the Council is sending you with us to Jedha.,Rogue One,Droid,11
96,JYN ERSO, Apparently so.,Rogue One,Female,2
97,K-2SO, That is a bad idea. I think so and so does Cassian. What do I know? My specialty is just strategic analysis.,Rogue One,Droid,22
98,K-2SO, That is a bad idea. I think so and so does Cassian. What do I know? My specialty is just strategic analysis.,Rogue One,Droid,22
99,GENERAL DRAVEN, Galen Erso is vital to the Empire's weapon program. Forget what you heard in there there will be no extraction. You find him you kill him.Then and there.,Rogue One,,28
100,CASSIAN,You met Kay-Tu?,Rogue One,Male,3
101,JYN ERSO, Charming.,Rogue One,Female,1
102,CASSIAN,He tends to say whatever comes into his circuits. It's a by-product of the reprogram.,Rogue One,Male,15
103,K-2SO, Why does she get a blaster and I don't?,Rogue One,Droid,9
104,K-2SO, Why does she get a blaster and I don't?,Rogue One,Droid,9
105,CASSIAN, What.,Rogue One,Male,1
106,JYN ERSO, I know how to use it.,Rogue One,Female,6
107,CASSIAN, That's what I'm afraid of. Give it to me.,Rogue One,Male,9
108,JYN ERSO, We're going to Jedha. That's a war zone.,Rogue One,Female,8
109,CASSIAN, That's not the point. Where did you get it?,Rogue One,Male,9
110,JYN ERSO, I found it.,Rogue One,Female,3
111,K-2SO, I find that answer vague and unconvincing.,Rogue One,Droid,7
112,K-2SO, I find that answer vague and unconvincing.,Rogue One,Droid,7
113,JYN ERSO, Trust goes both ways.,Rogue One,Female,4
114,K-2SO, You're letting her keep it? Would you like to know the probability of her using it against you? It's high.,Rogue One,Droid,20
115,K-2SO, You're letting her keep it? Would you like to know the probability of her using it against you? It's high.,Rogue One,Droid,20
116,CASSIAN, Let's get going.,Rogue One,Male,3
117,K-2SO, It's very high.,Rogue One,Droid,3
118,K-2SO, It's very high.,Rogue One,Droid,3
119,SAW GERRERA, Lies!Deceptions!Let's see it. Bodhi Rook. Cargo pilot. Local boy huh?,Rogue One,Male,10
120,BODHI, Uh-huh.,Rogue One,Male,1
121,MILITIA, (This was found in his boot when he was captured),Rogue One,,10
122,BODHI, Okay I can hear you.He didn't capture meI came here myself.I defected I defected.,Rogue One,Male,14
123,SAW GERRERA, Every day more lies.,Rogue One,Male,4
124,BODHI, Lies? Would I risk everything for a lie? No we don't have time for this! I have to speak to Saw Gerrera before it's too late.,Rogue One,Male,26
125,BODHI, Okay... So you... Um. Uh.That's-That's for you. And I gave it to them they did not find it! I gave it to them. Galen Erso. He told me to find you.,Rogue One,Male,31
126,SAW GERRERA, Bor Gullet.,Rogue One,Male,2
127,BODHI, Bor Gullet? Galen Erso sent me! He told me to find you!,Rogue One,Male,12
128,TARKIN, Most unfortunate about the security breach on Jedha Director Krennic. After so many setbacks and delays and now this. We've heard word of rumors circulating through the city. Apparently you've lost a rather talkative cargo pilot. If the Senate gets wind of our project countless systems will flock to the Rebellion.,Rogue One,Male,51
129,KRENNIC, When the battle station is finished Governor Tarkin the Senate will be of little concern.,Rogue One,Male,15
130,TARKIN, When has become now Director Krennic. The Emperor will tolerate no further delay you have made time an ally of the Rebellion. I suggest we solve both problems simultaneously with an immediate test of the weapon. Failure will find you explaining why to a far less patient audience.,Rogue One,Male,48
131,KRENNIC,I will not fail.,Rogue One,Male,4
132,LYRA, Galen.,Rogue One,Female,1
133,CASSIAN,We're coming into orbit.You have controls.,Rogue One,Male,6
134,CASSIAN, That's Jedha.Or what's left of it. We find Saw we find your father.,Rogue One,Male,13
135,JYN ERSO,What's with the Destroyer?,Rogue One,Female,4
136,CASSIAN,It's because of your old friend Saw Gerrera. He's been attacking the cargo shipments.,Rogue One,Male,14
137,JYN ERSO,What are they bringing in?,Rogue One,Female,5
138,JYN ERSO, Maybe we should leave target practice behind.,Rogue One,Female,7
139,K-2SO, Are you talking about me?,Rogue One,Droid,5
140,K-2SO, Are you talking about me?,Rogue One,Droid,5
141,CASSIAN,She's right.We need to blend in. Stay with the ship.,Rogue One,Male,10
142,K-2SO, I can blend in. I'm an Imperial droid. This city is under Imperial occupation,Rogue One,Droid,14
143,K-2SO, I can blend in. I'm an Imperial droid. This city is under Imperial occupation,Rogue One,Droid,14
144,JYN ERSO, Half the people here want to reprogram you. The other half want to put a hole in your head.,Rogue One,Female,19
145,K-2SO, I'm surprised you're so concerned with my safety.,Rogue One,Droid,8
146,K-2SO, I'm surprised you're so concerned with my safety.,Rogue One,Droid,8
147, JYN ERSO, I'm not. I'm just worried they might miss you and hit me.,Rogue One,,12
148,K-2SO, Doesn't sound so bad to me.,Rogue One,Droid,6
149,K-2SO, Doesn't sound so bad to me.,Rogue One,Droid,6
150,SAW GERRERA, Bor Gullet can feel your thoughts No lie is safe.What have you really brought me cargo pilot?Bor Gullet will know the truth.The unfortunate side effect is that one tends to lose one's mind.,Rogue One,Male,33
151,BODHI, No.,Rogue One,Male,1
152,DR. EVAZAN, Hey you just watch yourself.,Rogue One,Male,5
153,CASSIAN, No no.Tourist we don't want any trouble sorry. Come on. Come on.,Rogue One,Male,12
154,STORMTROOPER, Citizens of Jedhayou must come forward with information of the location of this missing cargo pilot. A reward of 600 credits for the information shall be awarded.,Rogue One,Male,27
155,CASSIAN, I had a contact one of Saw's rebels but he's just gone missing.His sister will be looking for him. The temple's been destroyed but she'll be there waiting. We'll give her your name and hope that gets us a meeting with Saw.,Rogue One,Male,42
156,JYN ERSO, Hope?,Rogue One,Female,1
157,CASSIAN, Yeah. Rebellions are built on hope.,Rogue One,Male,6
158,STORMTROOPER, Hands where I can see them. Get over there. Show me some identification. Check inside.,Rogue One,Male,15
159,JYN ERSO, Is this all because of your pilot?,Rogue One,Female,7
160,CHIRRUT, May the Force of others be with you. May the Force of others be with you.,Rogue One,Male,16
161,CASSIAN, Wait for me.,Rogue One,Male,3
162,CHIRRUT, May the Force of others be with you. May the Force of others be with you.,Rogue One,Male,16
163,CHIRRUT, Would you trade that necklace for a glimpse into your future? Yes I'm speaking to you. I am Chirrut Îmwe.,Rogue One,Male,20
164,JYN ERSO, How did you know I was wearing a necklace?,Rogue One,Female,9
165,CHIRRUT, For that answer you must pay. What do you know of kyber crystals?,Rogue One,Male,13
166,JYN ERSO, My father he said they powered the Jedi lightsabers.,Rogue One,Female,9
167,CASSIAN, Jyn. Come on let's go.,Rogue One,Male,5
168,CHIRRUT, The strongest stars have hearts of kyber.,Rogue One,Male,7
169,CASSIAN, Let's go. We're not here to make friends.,Rogue One,Male,8
170,JYN ERSO, Who are they?,Rogue One,Female,3
171,CASSIAN, The Guardians of the Whills. Protectors of the Kyber Temple. But there's nothing left to protect so now they're just causing trouble for everybody.,Rogue One,Male,24
172,JYN ERSO, You seem awfully tense all of a sudden.,Rogue One,Female,8
173,CASSIAN, We have to hurry. This town it's ready to blow.,Rogue One,Male,10
174,STORMTROOPER, Citizens of the Empire Imperial forces...,Rogue One,Male,6
175,JYN ERSO, Tell me you have a backup plan.,Rogue One,Female,7
176,STORMTROOPER, Incoming.,Rogue One,Male,1
177,STORMTROOPER, Put your guns down.,Rogue One,Male,4
178,STORMTROOPER, Behind us.,Rogue One,Male,2
179,JYN ERSO, Looks like we found Saw's rebels.,Rogue One,Female,6
180,CASSIAN, Jyn no!,Rogue One,Male,2
181,MOTHER, Thank you.,Rogue One,Female,2
182,STORMTROOPER, Hit the tower.,Rogue One,Male,3
183,CITIZEN, Get out of there!,Rogue One,,4
184,K-2SO, Did you know that wasn't me?,Rogue One,Droid,6
185,K-2SO, Did you know that wasn't me?,Rogue One,Droid,6
186,JYN ERSO, Of course!,Rogue One,Female,2
187,CASSIAN,I thought I told you to stay on the ship.,Rogue One,Male,10
188,K-2SO, You did but I thought it was boring and you were in trouble. There are a lot of explosions for two people blending in.,Rogue One,Droid,24
189,K-2SO, You did but I thought it was boring and you were in trouble. There are a lot of explosions for two people blending in.,Rogue One,Droid,24
190,STORMTROOPER,Freeze right there...,Rogue One,Male,3
191,K-2SO, You're right I should just wait on the ship.,Rogue One,Droid,9
192,K-2SO, You're right I should just wait on the ship.,Rogue One,Droid,9
193,STORMTROOPER,Halt! Stop right there!,Rogue One,Male,4
194,STORMTROOPER,Where are you taking these prisoners?,Rogue One,Male,6
195,K-2SO, These are prisoners.,Rogue One,Droid,3
196,K-2SO, These are prisoners.,Rogue One,Droid,3
197,STORMTROOPER, Yes. Where are you taking them?,Rogue One,Male,6
198,K-2SO, I am taking them... to imprison them. In prison.,Rogue One,Droid,9
199,K-2SO, I am taking them... to imprison them. In prison.,Rogue One,Droid,9
200,CASSIAN, He's taking us to...,Rogue One,Male,4
201,K-2SO, Quiet! And there's a fresh one if you mouth off again!,Rogue One,Droid,11
202,K-2SO, Quiet! And there's a fresh one if you mouth off again!,Rogue One,Droid,11
203,STORMTROOPER, We'll take them from here.,Rogue One,Male,5
204,K-2SO, That's okay. If you could just point me in the right direction I can take them I'm sure. I've taken them this far…,Rogue One,Droid,23
205,K-2SO, That's okay. If you could just point me in the right direction I can take them I'm sure. I've taken them this far…,Rogue One,Droid,23
206,CASSIAN, Hey wait a second.,Rogue One,Male,4
207,STORMTROOPER, Take them away.,Rogue One,Male,3
208,K-2SO, Wait!,Rogue One,Droid,1
209,K-2SO, Wait!,Rogue One,Droid,1
210,STORMTROOPER, Hey droid.You can't take them away! You stay here. We need to check your diagnostics.,Rogue One,Male,15
211,K-2SO, Diagnostics? I'm capable of running my own diagnostics thank you very much.,Rogue One,Droid,12
212,K-2SO, Diagnostics? I'm capable of running my own diagnostics thank you very much.,Rogue One,Droid,12
213,CHIRRUT, Let them pass in peace! Let them pass in peace. The Force is with me and I am with the Force. And I fear nothing for all is as the Force wills it.,Rogue One,Male,33
214,STORMTROOPER, Hey! Stop right there!,Rogue One,Male,4
215,STORMTROOPER, I said: Stop right there!,Rogue One,Male,5
216,CHIRRUT, Is your foot all right?,Rogue One,Male,5
217,CHIRRUT, You almost shot me.,Rogue One,Male,4
218,BAZE, You're welcome.,Rogue One,Male,2
219,K-2SO, Clear of hostiles!,Rogue One,Droid,3
220,K-2SO, Clear of hostiles!,Rogue One,Droid,3
221,K-2SO, One hostile!,Rogue One,Droid,2
222,K-2SO, One hostile!,Rogue One,Droid,2
223,JYN ERSO, He's with us!,Rogue One,Female,3
224,CHIRRUT,They're all right.,Rogue One,Male,3
225,JYN ERSO,Thanks.,Rogue One,Female,1
226,K-2SO, Cassian I'm sorry about the slap.,Rogue One,Droid,6
227,K-2SO, Cassian I'm sorry about the slap.,Rogue One,Droid,6
228,CASSIAN, Go back to the ship. Wait for my call.,Rogue One,Male,9
229,CASSIAN, Is he a Jedi?,Rogue One,Male,4
230,BAZE, There are no Jedi here anymore. Only dreamers like this fool.,Rogue One,Male,11
231,CHIRRUT, The Force did protect me.,Rogue One,Male,5
232,BAZE, I protected you.,Rogue One,Male,3
233,JYN ERSO, Can you get us to Saw Gerrera?,Rogue One,Female,7
234,CHIRRUT, Are you kidding me? I'm blind!,Rogue One,Male,6
235,CHIRRUT, I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me.,Rogue One,Male,22
236,BAZE, You pray?,Rogue One,Male,2
237,CHIRRUT, I'm one with the Force and the Force is with me.,Rogue One,Male,11
238,BAZE, Really?,Rogue One,Male,1
239,CHIRRUT, I'm one with the Force and the Force is with me.,Rogue One,Male,11
240,CASSIAN, I'm beginning to think the Force and I have different priorities.,Rogue One,Male,11
241,BAZE, Relax Captain. We've been in worse cages than this one.,Rogue One,Male,10
242,CASSIAN, This is a first for me.,Rogue One,Male,6
243,CHIRRUT, There is more than one sort of prison Captain I sense that you carry yours wherever you go.,Rogue One,Male,18
244,SAW GERRERA, Jyn. Is it really you? I can't believe it.,Rogue One,Male,9
245,JYN ERSO, Must be quite a surprise.,Rogue One,Female,5
246,SAW GERRERA, Are we not still friends?,Rogue One,Male,5
247,JYN ERSO, The last time I saw you you gave me a knife and loaded blaster and told me to wait in a bunker until daylight.,Rogue One,Female,24
248,SAW GERRERA, I knew you were safe.,Rogue One,Male,5
249,JYN ERSO, You left me behind.,Rogue One,Female,4
250,SAW GERRERA, You were already the best soldier in my cadre.,Rogue One,Male,9
251,JYN ERSO, I was sixteen.,Rogue One,Female,3
252,SAW GERRERA, I was protecting you!,Rogue One,Male,4
253,JYN ERSO, You dumped me!,Rogue One,Female,3
254,SAW GERRERA, You were the daughter of an Imperial science officer! People were starting to figure that out. People who wanted to- to use you as a hostage. Not a day goes by that I don't think of you. But today of all days? It's a trap isn't it?,Rogue One,Male,47
255,JYN ERSO, What?,Rogue One,Female,1
256,SAW GERRERA, The pilot! The message. All of it. Did they... send you? Did you come here to kill me? There's not much of me left.,Rogue One,Male,24
257,JYN ERSO, The Alliance wants my father.They think he's sent you a message about a weapon. I guess they think by sending me you might actually help them out.,Rogue One,Female,27
258,SAW GERRERA, So what is it that you want Jyn?,Rogue One,Male,8
259,JYN ERSO, They wanted an introduction they've got it. I'm out now. The rest of you can do what you want.,Rogue One,Female,19
260,SAW GERRERA, You care not about the cause?,Rogue One,Male,6
261,JYN ERSO, The cause? Seriously? The Alliance? The...The rebels? Whatever it is you're calling yourself these days?All it's ever brought me is pain.,Rogue One,Female,21
262,SAW GERRERA, You can stand to see the Imperial flag reign across the galaxy?,Rogue One,Male,12
263,JYN ERSO, It's not a problem if you don't look up.,Rogue One,Female,9
264,SAW GERRERA, I have something to show you come.,Rogue One,Male,7
265,TARKIN, The Emperor is awaiting my report.,Rogue One,Male,6
266,KRENNIC, One had hoped that he and Lord Vader might have been here for such an occasion.,Rogue One,Male,16
267,TARKIN, And I thought it prudent to save you from any potential embarrassment.,Rogue One,Male,12
268,KRENNIC,Your concern is hardly warranted.,Rogue One,Male,5
269,TARKIN, If saying it would only make it so.,Rogue One,Male,8
270,KRENNIC,All Imperial forces have been evacuated and I stand ready to destroy the entire moon.,Rogue One,Male,15
271,OFFICER, Sir we're in position ready to...,Rogue One,Male,6
272,KRENNIC, Fire!,Rogue One,Male,1
273,OFFICER, Commence primary ignition.,Rogue One,Male,3
274,CHIRRUT, Who's the one in the next cell?,Rogue One,Male,7
275,CASSIAN, What? Where?,Rogue One,Male,2
276,BAZE, An Imperial pilot.,Rogue One,Male,3
277,CASSIAN, Pilot?,Rogue One,Male,1
278,BAZE, I'm going to kill him!,Rogue One,Male,5
279,CASSIAN, No no No wait!,Rogue One,Male,4
280,BAZE, Come here!,Rogue One,Male,2
281,CASSIAN, NO!,Rogue One,Male,1
282,BAZE, Back off. Back off.,Rogue One,Male,4
283,CASSIAN, Okay.,Rogue One,Male,1
284,CASSIAN, Are you the pilot? Hey heyare you the pilot? The shuttle pilot? Pilot?,Rogue One,Male,13
285,CHIRRUT, What's wrong with him?,Rogue One,Male,4
286,CASSIAN,Galen Erso. You know that name?,Rogue One,Male,6
287,BODHI, I brought the message I'm the pilot.I'm the pilot. I'm the pilot.,Rogue One,Male,12
288,CASSIAN, Okay good. Now where is Galen Erso?,Rogue One,Male,7
289,OFFICER, Standby.,Rogue One,Male,1
290,SAW GERRERA, This is the message I was sent.,Rogue One,Male,7
291,GALEN ERSO, Saw if you're watching this then perhaps there is a chance to save the Alliance.Perhaps there's a chance to explain myself and though I don't dare hope for too much a chance for Jyn if she's alive if you can possibly find her to let her know that my love for her has never faded and how desperately I've missed her. Jyn my Stardust I can't imagine what you think of me. When I was taken I faced some bitter truths. I was told that soon enough Krennic would have you as well. As time went by I knew that you were either dead or so well hidden that he would never find you. I knew if I refused to work if I took my own life it would only be a matter of time before Krennic realized he no longer needed me to complete the project. So I did the one thing that nobody expected: I lied. I learned to lie. I played the part of a beaten man resigned to the sanctuary of his work. I made myself indispensable and all the while I laid the groundwork of my revenge. We call it the Death Star. There is no better name. And the day is coming soon when it will be unleashed. I've placed a weakness deep within the system. A flaw so small and powerful they'll never find it. But Jyn. Jyn if you're listening My beloved so much of my life has been wasted. I try to think of you only in the moments when I'm strong because the pain of not having you with me Your mother. Our family. The pain of that loss is so overwhelming I risk failing even now. It's just so hard not to think of you. Think of where you are. My Stardust. Saw the reactor module that's the key. That's the place I've laid my trap. It's well hidden and unstable one blast to any part of it will destroy the entire station. You'll need the plans the structural plans for the Death Star to find the reactor. I know there's a complete engineering archive in the data vault at the Citadel Tower on Scarif. Any pressurized explosion to the reactor module will set off a chain reaction that will destroy the entire station...,Rogue One,Male,385
292,CASSIAN, Go. Go.,Rogue One,Male,2
293,CASSIAN, K-2? K-2 where are you?,Rogue One,Male,5
294,K-2SO, There you are. I'm standing by as you requested. Although there's a problem on the horizon. There is no horizon.,Rogue One,Droid,20
295,K-2SO, There you are. I'm standing by as you requested. Although there's a problem on the horizon. There is no horizon.,Rogue One,Droid,20
296,CASSIAN, Locate our position. Bring that ship in here now!,Rogue One,Male,9
297,CHIRRUT,Where are you going?,Rogue One,Male,4
298,CASSIAN, I've got to find Jyn. Get the pilot. We need him.,Rogue One,Male,11
299,BAZE, All right. I'll get the pilot.,Rogue One,Male,6
300,BAZE, Pilot.,Rogue One,Male,1
301,BODHI, No no no.,Rogue One,Male,3
302,BAZE, Let's go.,Rogue One,Male,2
303,CASSIAN, Jyn! We've got to go. I know where your father is.,Rogue One,Male,11
304,SAW GERRERA, Go with him Jyn. You must go.,Rogue One,Male,7
305,JYN ERSO, Come with us.,Rogue One,Female,3
306,SAW GERRERA, I will run no longer.,Rogue One,Male,5
307,CASSIAN, Come on.,Rogue One,Male,2
308,JYN ERSO, But you must save yourself.,Rogue One,Female,5
309,CASSIAN, Come on.,Rogue One,Male,2
310,SAW GERRERA, Go! There's no time! Save the Rebellion! Save the dream!,Rogue One,Male,10
311,KRENNIC, Oh. It's beautiful.,Rogue One,Male,3
312,CASSIAN, Get us out of here! Punch it!,Rogue One,Male,7
313,K-2SO, I'm not very optimistic about our odds.,Rogue One,Droid,7
314,K-2SO, I'm not very optimistic about our odds.,Rogue One,Droid,7
315,CASSIAN, Let's not K. Come on! Punch it.,Rogue One,Male,7
316,K-2SO,I haven't completed my calculation.,Rogue One,Droid,5
317,K-2SO,I haven't completed my calculation.,Rogue One,Droid,5
318,CASSIAN, I'll make them for you.,Rogue One,Male,5
319,TARKIN,I believe I owe you an apology Director Krennic. Your work exceeds all expectations.,Rogue One,Male,14
320,KRENNIC, And you'll tell the Emperor as much?,Rogue One,Male,7
321,TARKIN, I will tell him his patience with your misadventures has been rewarded with a weapon that will bring a swift end to the Rebellion.,Rogue One,Male,24
322,KRENNIC, We stand here amid my achievement not yours!,Rogue One,Male,8
323,TARKIN,I'm afraid these recent security breaches have laid bare your inadequacies as a military director.,Rogue One,Male,15
324,KRENNIC, The breaches have been filled Jedha has been silenced.,Rogue One,Male,9
325,TARKIN,You think this pilot acted alone? He was dispatched from the installation on Eadu. Galen Erso's facility.,Rogue One,Male,17
326,KRENNIC, We'll see about this.,Rogue One,Male,4
327,REBEL, A coded message from Captain Andor sir. Weapon confirmed. Jedha destroyed. Mission target located on Eadu. Please advise.,Rogue One,Male,18
328,GENERAL DRAVEN, Destroyed? Proceed. Tell him my orders still stand. Tell him to proceed with haste and keep to the plan. We have no idea what he is building for the Empire. We have to kill Galen Erso while we have the chance.,Rogue One,,41
329,CHIRRUT, Baze tell me. All of it? The whole city?Tell me.,Rogue One,Male,10
330,BODHI, All of it.,Rogue One,Male,3
331,CASSIAN, Understood. Set a course for Eadu.,Rogue One,Male,6
332,K-2SO, Setting course for Eadu.,Rogue One,Droid,4
333,K-2SO, Setting course for Eadu.,Rogue One,Droid,4
334,JYN ERSO, Is that where my father is?,Rogue One,Female,6
335,CASSIAN, I think so.,Rogue One,Male,3
336,BODHI, So you're Galen's daughter.,Rogue One,Male,4
337,JYN ERSO, You know him?,Rogue One,Female,3
338,BODHI, I'm Bodhi the pilot.,Rogue One,Male,4
339,JYN ERSO, You brought the message.,Rogue One,Female,4
340,BODHI, Yes your father... He said I could get right by myself.He said I could make it right if I was brave enough and listened to what was in my heart. Do something about it. Guess it was too late.,Rogue One,Male,39
341,JYN ERSO, It wasn't too late.,Rogue One,Female,4
342,BODHI, Seems pretty late to me.,Rogue One,Male,5
343,JYN ERSO, No. We can beat the people who did this. My father's message I've seen it.They call it the Death Star. But they have no idea there's a way to defeat it. You're wrong about my father.,Rogue One,Female,36
344,CASSIAN, He did build it.,Rogue One,Male,4
345,JYN ERSO, Because he knew they'd do it without him. My father made a choice. He sacrificed himself for the Rebellion. He's rigged a trap inside it.That's why he sent you. To bring that message.,Rogue One,Female,33
346,CASSIAN, Where is it? Where's the message?,Rogue One,Male,6
347,JYN ERSO, It was a hologram.,Rogue One,Female,4
348,CASSIAN, You have that message right?,Rogue One,Male,5
349,JYN ERSO, Everything happened so fast.,Rogue One,Female,4
350,CASSIAN, Did you see it?,Rogue One,Male,4
351,JYN ERSO, You don't believe me.,Rogue One,Female,4
352,CASSIAN, I'm not the one you've got to convince.,Rogue One,Male,8
353,CHIRRUT, I believe her.,Rogue One,Male,3
354,CASSIAN, That's good to know.,Rogue One,Male,4
355,BAZE,What kind of trap? You said your father made a trap.,Rogue One,Male,11
