,Characters,Dialogue,Test,Movie
982,THREEPIO,Oh my... oh my! Master Anakin! My goodness I can hardly believe it! And this must be Miss Padme.,True,Attack of the Clones
983,PADME,Hello Threepio.,True,Attack of the Clones
984,ANAKIN,I've come to see my mother.,True,Attack of the Clones
985,THREEPIO,Oh dear! I'm so terribly sorry Master Annie.,True,Attack of the Clones
986,PADME,Threepio what's happened?,True,Attack of the Clones
987,THREEPIO,I think we'd better go inside.,True,Attack of the Clones
989,THREEPIO,Master Lars - Master Owen! Somebody to see you!,True,Attack of the Clones
991,ANAKIN,I'm Anakin Skywalker. I'm here looking for my mother.,True,Attack of the Clones
992,OWEN,Owen Lars... I guess I'm your step-brother.  This is my girlfriend Beru.,True,Attack of the Clones
993,BERU,Hello.,True,Attack of the Clones
994,PADME,I'm Padme.,True,Attack of the Clones
995,OWEN,I had a feeling you might show up some day.,True,Attack of the Clones
996,ANAKIN,Is my mother here?,True,Attack of the Clones
997,CLIEGG,No she's not.,True,Attack of the Clones
999,CLIEGG, Cliegg Lars. Shmi is my wife... Come on inside. We have a lot to talk about.,True,Attack of the Clones
1001,CLIEGG (O.S.),It was just before dawn. They came out of nowhere. A hunting party of Tusekn Raiders.,True,Attack of the Clones
1003,CLIEGG,Your mother had gone out early like she always did to pick mushrooms that grow on the vaporatos. From the tracks she was about halfway when they took her. Those Tuskens walk like men but they're vicious mindless monsters. Thirty of us went out after her. Four of us came back. Three more are still out there looking. I'd be with them only... I just couldn't ride any more... until I heal.,True,Attack of the Clones
1005,CLIEGG, This isn't the way I wanted to meet you son. This isn't how your mother and I planned it. I don't want to give up on her but she's been gone a month. There's little hope she's lasted this long.,True,Attack of the Clones
1007,OWEN,Where are you going?,True,Attack of the Clones
1008,ANAKIN,To find my mother.,True,Attack of the Clones
1009,PADME,No Annie!,True,Attack of the Clones
1010,CLIEGG,She's daed son. Accept it.,True,Attack of the Clones
1011,ANAKIN,I can feel her pain and I will find her. I know she's alive.,True,Attack of the Clones
1014,ANAKIN,You are going to have to stay here. These are good people Padme. You'll be safe.,True,Attack of the Clones
1015,OWEN,Take my speeder bike.,True,Attack of the Clones
1016,PADME,Anakin...,True,Attack of the Clones
1018,ANAKIN,I trust you'll watch over her Owen.,True,Attack of the Clones
1019,OWEN,Don't worry.,True,Attack of the Clones
1021,ANAKIN,I won't be long.,True,Attack of the Clones
1025,JANGO FETT FETT,Nearly there son.,True,Attack of the Clones
1027,BOBA FETT,Dad look!!,True,Attack of the Clones
1029,JANGO FETT FETT,Hang on!,True,Attack of the Clones
1034,BOBA FETT,Dad! Watch out!,True,Attack of the Clones
1035,JANGO FETT FETT,Stay calm son. We'll be fine. That Jedi won't be able to follow us through this.,True,Attack of the Clones
1039,BOBA FETT,Got him! Yeahhhhh!,True,Attack of the Clones
1040,JANGO FETT FETT,We won't see him again.,True,Attack of the Clones
1049,THREEPIO,Please don't leave us Miss Padme. These people need your help.,True,Attack of the Clones
1051,PADME,I'm not leaving Threepio. I just can't sleep.,True,Attack of the Clones
1052,THREEPIO,That's something I cannot relate to. As a Protocol Droid I'm either active or inactive. There's no in-between.,True,Attack of the Clones
1053,PADME,I guess you're lucky.,True,Attack of the Clones
1054,THREEPIO,Do you really think so..? I suppose I shouldn't expect...,True,Attack of the Clones
1055,PADME,You're not happy here?,True,Attack of the Clones
1056,THREEPIO,Oh I'm not unhappy... and my masters here ar so kind I wouldn't wish to trouuble them it's just... being like this... well it's embarrassing.,True,Attack of the Clones
1057,PADME,Being like what?,True,Attack of the Clones
1058,THREEPIO,Naked. If you pardon the expression. You see when Master Annie made me he never quite found the time to give me any outer covering. It's so humiliating. How would you like it if you had to go around with all your circuits showing?,True,Attack of the Clones
1059,PADME,I guess I wouldn't like it at all.,True,Attack of the Clones
1060,THREEPIO,Of course you wouldn't. Nobody would. It's simply not protocol.,True,Attack of the Clones
1062,PADME,Maybe we can do something about it.,True,Attack of the Clones
1063,THREEPIO,I don't think so. Only Master Annie...,True,Attack of the Clones
1064,PADME,Why not? They seem to have a box of old coverings here.,True,Attack of the Clones
1065,THREEPIO,Oh? How observant of you Miss Padme. Of course I'm just not mechanically minded... if you see what I mean.,True,Attack of the Clones
1067,PADME,Let's see if we put this... here...,True,Attack of the Clones
1068,THREEPIO,Ooooh! That's tickles.,True,Attack of the Clones
1069,PADME,You'll have to be quiet Threepio. Hold still please.,True,Attack of the Clones
1085,ANAKIN,Mom... Mom... Mom... ,True,Attack of the Clones
1087,SHMI,Annie...? Is it you?,True,Attack of the Clones
1089,ANAKIN,Im here Mom. Youre safe. Hang on. Im going to get you out of here...,True,Attack of the Clones
1090,SHMI,Im so glad... to see you Annie... Now... I am complete...,True,Attack of the Clones
1091,ANAKIN,Just stay with me Mom. Im going to make you well again. Everythings going to be fine.,True,Attack of the Clones
1092,SHMI,You look so handsome. My son... my grown-up son. Im so proud of you Annie... so proud... I missed you so much... I love...,True,Attack of the Clones
1100,OBI-WAN,"""Guiding light"" to ""old folks home.""",True,Attack of the Clones
1103,OBI-WAN,...Starships from the Trade Federation and the Commerce Guilds are taking deliveries of battle droids from the foundries on Geonosis.,True,Attack of the Clones
1104,BAIL ORGANA,That's outrageous! The treaty forbids the Trade Federation from building up an army. What are they doing?!,True,Attack of the Clones
1105,OBI-WAN,The droid foundry seems to be working at full capacity. I am going to go down and investigate. I will bring Jango Fett back home for interrogation.,True,Attack of the Clones
1106,PALPATINE,Those Geonosian foundries are part of the Techno Union. We will call in their representatives and ask them a few very pointed questions.,True,Attack of the Clones
1107,OBI-WAN,One more thing. Jango mentioned he was recruited by someone named Darth Tyranus. Any idea who that might be?,True,Attack of the Clones
1108,YODA,With the forename Darth a Sith he must be.,True,Attack of the Clones
1109,MACE WINDU ,Our missing apprentice. They are playing their hand at last.,True,Attack of the Clones
1110,OBI-WAN,Do you believe he could be the mysterious Sido-Dyas who made the deal for the clone army?,True,Attack of the Clones
1111,YODA,Perhaps too many pieces are missing from this puzzle there are.,True,Attack of the Clones
1112,MACE WINDU ,Be careful Obi-Wan. This investigation is becoming less than routine. Do you need help?,True,Attack of the Clones
1113,OBI-WAN,Let me see if I can figure out what's going on first.,True,Attack of the Clones
1115,BAIL ORGANA,The Commerce Guilds are preparing for war... there can be no doubt of that.,True,Attack of the Clones
1116,PALPATINE,Count Dooku must have made a treaty with them.,True,Attack of the Clones
1117,MACE WINDU ,We must stop them soon before they're fully ready.,True,Attack of the Clones
1118,SENATOR ASK AAK,The debate is over we need that clone army now!,True,Attack of the Clones
1119,BAIL ORGANA,Unfortunately the debate is not over. The Senate will never be able to approve the use of that army before the separatists attack.,True,Attack of the Clones
1121,MAS AMEDDA,This is a crisis! If the Senate votes the Chancellor emergency powers he could approve the use of the army in a minute.,True,Attack of the Clones
1122,PALPATINE,Please please I don't wish to have emergency powers. That's too extreme a solution. It's akin to a dictatorship. We must rely on the Jedi. Master Yoda how many are available to go to Geonosis?,True,Attack of the Clones
1124,YODA,Two Hundred... less or more.,True,Attack of the Clones
1125,BAIL ORGANA,With all due respect for the Jedi Order two hundred will be no match for hundreds of thousands of battle droids.,True,Attack of the Clones
1126,MACE WINDU ,Patience. We should wait for Obi- Wan to report back. We don't know that Count Dooku has made a treaty with the Corporate Alliance it's speculation.,True,Attack of the Clones
1127,SENATOR ASK AAK,But we must prepare for the worst. I'm going to propose a motion granting emergency powers to the Chancellor at the next session. We must not wait!,True,Attack of the Clones
1128,PALPATINE,Out of the question Senator! You and I are too closely aligned. The issue will become partisan and debates will begin. The proposal must come from a neutral source.,True,Attack of the Clones
1129,MAS AMEDDA,If only Senator Amidala were here.,True,Attack of the Clones
1131,JAR JAR,Supreme Chancellor... my august colleagues I would be proud to propose the motion in question. This is a grave situation and I'm sure Senator Amidala and the Queen of Naboo would agree.,True,Attack of the Clones
1132,SENATOR ASK AAK,Thank you Representative Binks.,True,Attack of the Clones
1134,PALPATINE,If called upon I will serve. But it will be the saddest day of my life.,True,Attack of the Clones
1137,PADME,There!,True,Attack of the Clones
1139,THREEPIO,Um. How do I look?,True,Attack of the Clones
1140,OWEN,Great! You look perfect.,True,Attack of the Clones
1141,THREEPIO,Perfect? Oh Miss Padme I'm so happy!  Oh pardon me.,True,Attack of the Clones
1143,THREEPIO, Thank you.,True,Attack of the Clones
1145,THREEPIO, Thank you! Thank you! Thank you!,True,Attack of the Clones
1146,OWEN, Well Padme I think he should be yours from now on... I know that is what my Mom would want.,True,Attack of the Clones
1147,THREEPIO,Oh my!,True,Attack of the Clones
1149,BERU (V.O.),Come topside everybody! He's back! He's back!,True,Attack of the Clones
1162,OBI-WAN,...Alliance have pledged their armies to Count Dooku and are forming an... Wait!... ah... attack... I don't... make it... aaaggghhh!,True,Attack of the Clones
1164,ANAKIN,I'm going after him!,True,Attack of the Clones
1165,PADME,I thought the first thing he said was to retransmit his message to Coruscant.,True,Attack of the Clones
1166,ANAKIN,Yeah you're right you're right.,True,Attack of the Clones
1169,MACE WINDU ,We will deal with Count Dooku. The most important thing for you Anakin is to stay where you are. Protect the Senator at all costs. That is your priority.,True,Attack of the Clones
1170,ANAKIN,Understood Master.,True,Attack of the Clones
1172,PADME,They'll never get there in time to save him. They have to come half way across the galaxy. Look Geonosis is less than a parsec away.,True,Attack of the Clones
1174,ANAKIN,If he's still alive.,True,Attack of the Clones
1175,PADME,Annie are you just going to sit here and let him die?? He's your friend... your mentor...,True,Attack of the Clones
1176,ANAKIN,...He's like my father but you heard Master Windu. He gave me strict orders to stay here.,True,Attack of the Clones
1177,PADME,He gave you strict orders to protect me...,True,Attack of the Clones
1179,PADME, ...and I'm going to save Obi-Wan. So if you plan to protect me you will have to come along.,True,Attack of the Clones
1184,MACE WINDU ,The longer we wait the stronger Dooku's armies become. We cannot wait for the Senate to make up its mind about granting the Chancellor emergency powers in order to be able to use that clone army... We have the authority to go now. We must go now.,True,Attack of the Clones
1186,YODA,Agreed Master Windu. Two hundred Jedi send. Enough let's hope they are.,True,Attack of the Clones
1188,MAS AMEDDA,Order! Order!!,True,Attack of the Clones
1190,PALPATINE,In the regrettable absence of Senator Amidala the chair recognises Senior Representative of Naboo Jar Jar Binks.,True,Attack of the Clones
1192,JAR JAR,Senators dellow felagates...,True,Attack of the Clones
1194,MAS AMEDDA,Order! The Senate will accord the Representative the courtesy of a hearing!,True,Attack of the Clones
1196,JAR JAR,In response to the direct threat to the Republic from the Confederacy of Independent Systems I propose that the Senate gives immediate emergency powers to the Supreme Chancellor.,True,Attack of the Clones
1198,JAR JAR, Who can deny these are exceptional times? Exceptional times demand exceptional measures! Exceptional measures demand exceptional men!,True,Attack of the Clones
1199,ORN FREE TAA,We won't support a dictator.,True,Attack of the Clones
1201,JAR JAR,That is the sentiment every one of us agrees with! And when the shadow of war has dispersed and the bright day of liberty has dawned once again the power we now give to the Supreme Chancellor will be gladly and swiftly returned. Out ancient liberties will be restored to us burnished even more brightly than before!,True,Attack of the Clones
1204,PALPATINE,It is with great reluctance that I have agreed to this calling. I love democracy... I love the Republic. The fact that this crisis is demanding I be given absolute power to tule over you is evident. But I am mild by nature and have no desire to destroy the democratic process. The power you give me I will lay down when this crisis has abated I promise you. And all I ask in return is when my current term of office is over you allow me to reture and live out my life in peace.,True,Attack of the Clones
1205,MAS AMEDDA,We shall proceed to the vote. All those in favor of granting emergency powers to the Supreme Chancellor signal ate at this time... those opposed?,True,Attack of the Clones
1209,ANAKIN,Hey where are you going?,True,Attack of the Clones
1210,PADME,To find Obi-Wan.,True,Attack of the Clones
1212,ANAKIN,No! You're not!,True,Attack of the Clones
1214,PADME,Let go of me!,True,Attack of the Clones
1215,ANAKIN,I'm not letting you go out there. It's too dangerous.,True,Attack of the Clones
1216,PADME,What?!?,True,Attack of the Clones
1217,ANAKIN,It's my job to protect you. I said it's too dangerous. You're not going and that's final!,True,Attack of the Clones
1218,PADME,Don't you give me orders Annie! I'm a Senator of the Galactic Republic. You have no authority to contain me restrain me or direct me! You remember your place young man.  Now you can come along and protect me or stay here. It's up to you.,True,Attack of the Clones
1221,THREEPIO,Yes it is Artoo. Most confusing. One moment they're generating a pleasant mutual attraction and the next waves of violent hostility. Even though I'm programmed to understand them I doubt if I ever shall.,True,Attack of the Clones
1224,PADME, It's empty!,True,Attack of the Clones
1227,PADME,Wait!,True,Attack of the Clones
1230,COUNT DOOKU,Senator Amidala I've heard so much about you.,True,Attack of the Clones
1231,PADME,Count Dooku I assume.,True,Attack of the Clones
1232,COUNT DOOKU,I'm delighted to meet you at last. We have a great deal to discuss Senator. I hope you can keep your young Jedi under control.,True,Attack of the Clones
1233,PADME,Don't worry he's housebroken.,True,Attack of the Clones
1235,PADME,You are holding a Jedi Knight Obi- Wan Kenobi. I am formally requesting you turn him over to me now.,True,Attack of the Clones
1236,DOOKU,He has been convicted of espionage Senator and will be executed. In just a few hours I believe.,True,Attack of the Clones
1238,PADME,He is an officer of the Republic. You can't do that.,True,Attack of the Clones
1239,DOOKU,We don't recognise the Republic here Senator. But if Naboo were to join our Alliance I could easily hear your plea for clemency.,True,Attack of the Clones
1241,PADME,And if I don't join your rebellion I assume this Jedi with me will also die?,True,Attack of the Clones
1242,DOOKU,I don't wish to make you to join our cause against your will Senator but you are a rational honest representative of your people and I assume you want to do what's in their best interest. Aren't you fed up with the corruption the bureaucrats the hypocrisy of it all?.. Aren't you? Be honest Senator.,True,Attack of the Clones
1243,PADME,The ideals are still alive Count even if the institution is failing.,True,Attack of the Clones
1244,DOOKU,You believe in the same ideals we believe in! The same ideals we are striving to make prominent.,True,Attack of the Clones
1245,PADME,If what you say is true you should stay in the Republic and help Chancellor Palpatine put things right.,True,Attack of the Clones
1246,DOOKU,The Chancellor means well M'Lady but he is incompetent. He has promised to cut the bureaucracy but the bureaucrats are stronger than ever no? Senator the Republic cannot be fixed. It is time to start over. The democratic process in the Republic is a sham a shell game played on the voters. It will not be long before the cult of greed called the Republic will lose even the pretext of democracy and freedom.,True,Attack of the Clones
1247,PADME,I cannot believe that. I will not forsake all I have honoured and worked for and betray the Republic. I know of your treaties with the Trade Federation the Commerce Guilds and the others Count. What is happening here is not government that has been bought out by business... it's business becoming government!,True,Attack of the Clones
1248,DOOKU,Are you willing to betray your Jedi friends? Without your co-operation I can do nothing to stop their execution.,True,Attack of the Clones
1249,PADME,What is to happen to me? Am I to be executed also?,True,Attack of the Clones
1250,DOOKU,I wouldn't think of such an offence. But there are individuals who have a strong interest in your demise M'lady. It has nothing to do with politics I'm afraid. It's purely personal and they have already paid great sums to have you assassinated. I'm sure they will push hard to have you included in the executions. I'm sorry but if you are not going to co-operate I must turn you over to the Geonosians for justice. I've done all I can for you.,True,Attack of the Clones
1252,JANGO FETT FETT,I'll take that weapon.,True,Attack of the Clones
1254,DOOKU,You may cause a lot of bloodshed my young Jedi but you will not escape.,True,Attack of the Clones
1255,PADME,Anakin...,True,Attack of the Clones
1258,SUN RIT,You have been charged and found guilty of Espionage.,True,Attack of the Clones
1259,POGGLE,Do you have anything to say before your sentence is carried out?,True,Attack of the Clones
1260,PADME,You are committing an act of war Archduke. I hope you are prepared for the consequences.,True,Attack of the Clones
1262,POGGLE,We build weapons Senator... that is our business! Of course we're prepared!,True,Attack of the Clones
1263,NUTE GUNRAY,Get on with it. Carry out the sentence. I want to see her suffer.,True,Attack of the Clones
1264,POGGLE,Your other Jedi friend is waiting for you Senator. Take them to the arena!,True,Attack of the Clones
1268,ANAKIN,Don't be afraid.,True,Attack of the Clones
1269,PADME,I'm not afraid to die. I've been dying a little bit each day since you came back into my life.,True,Attack of the Clones
1270,ANAKIN,What are you talking about?,True,Attack of the Clones
1271,PADME,I love you.,True,Attack of the Clones
1272,ANAKIN,You love me?! I thought we decided not to fall in love. That we would be forced to live a lie. That it would destroy our lives...,True,Attack of the Clones
1273,PADME,I think our lives are about to be destroyed anyway. My love for you is a puzzle Annie for which I have no answers. I can't control it... and now I don't care. I truly deeply love you and before we die I want you to know.,True,Attack of the Clones
1275,ANAKIN,I have no desire to be cured of this love either. Long or short I vow to spend the rest of my life with you.,True,Attack of the Clones
1279,OBI-WAN,I was beginning to wonder if you had gotten my message.,True,Attack of the Clones
1280,ANAKIN,I retransmitted it as you requested Master. Then we decided to come and rescue you.,True,Attack of the Clones
1281,OBI-WAN,It looks like you're going a good job so far.,True,Attack of the Clones
1283,SUN RIT,The felons before you have been convicted of espionage against the Sovereign System of Geonosis. Their sentence of death is to be carried out in this public arena henceforth.,True,Attack of the Clones
1285,POGGLE,Let the executions begin!,True,Attack of the Clones
1287,ANAKIN,I have a bad feeling about this.,True,Attack of the Clones
1290,OBI-WAN,Take the one the left. I'll take the one on the right.,True,Attack of the Clones
1291,ANAKIN,What about Padme?,True,Attack of the Clones
1293,OBI-WAN,It looks like she's already on top of things.,True,Attack of the Clones
1302,NUTE GUNRAY,Foul!! She can't do that... shoot her or something!,True,Attack of the Clones
1304,ANAKIN,You okay?,True,Attack of the Clones
1305,PADME, Sure! Well sort of.,True,Attack of the Clones
1306,ANAKIN,Jump!!!,True,Attack of the Clones
1309,NUTE GUNRAY,This isn't how it's supposed to be! Jango finish her off.,True,Attack of the Clones
1311,COUNT DOOKU, Patiece Viceroy... she will die. Maybe this is the way it's supposed to end.,True,Attack of the Clones
1314,THREEPIO,Yes it has been rather a long time. Do you suppose something's happened to them?,True,Attack of the Clones
1316,THREEPIO, Danger? Oh no I shouldn't think so. It looks a very dull planet to me. They should be back shortly. Just stop worrying Artoo.,True,Attack of the Clones
1318,COUNT DOOKU,Master Windu how pleasant of you to join us. You're just in time for the moment of truth. I would think these two new boys of yours could use a little more training.,True,Attack of the Clones
1319,MACE WINDU ,Sorry to disappoint you Dooku. This party's over.,True,Attack of the Clones
1321,COUNT DOOKU, Brave but stupid my old Jedi friend. You're impossibly outnumbered.,True,Attack of the Clones
1322,MACE WINDU ,I don't think so. One Jedi has to be worth a hundred Geonosians.,True,Attack of the Clones
1324,COUNT DOOKU,It wasn't the Geonosians I was thinking about. How well do you think one Jedi will hold up against a thousand battle droids?,True,Attack of the Clones
1330,THREEPIO,I don't hear anything.  You're scaring me! Stop imagining things!,True,Attack of the Clones
1334,OBI-WAN,Someone's got to - shut down - these droids.,True,Attack of the Clones
1335,MACE WINDU ,Don't worry! It's being - taken care of!,True,Attack of the Clones
1340,PLO KOON,We've done it! Now we have a chance!,True,Attack of the Clones
1342,KI-ADI-MUNDI,The system's off but they're still active. That's a new feature. They are independent of the control system.,True,Attack of the Clones
1347,COUNT DOOKU,Master Windu!,True,Attack of the Clones
1349,COUNT DOOKU, Surrender - and your lives will be  spared.,True,Attack of the Clones
1350,MACE WINDU ,We will not be hostages for you to barter with Dooku.,True,Attack of the Clones
1351,COUNT DOOKU,Then I'm sorry old friend. You will have to be destroyed.,True,Attack of the Clones
1353,PADME,Look!,True,Attack of the Clones
1355,YODA,Come on - hurry! Hurry!,True,Attack of the Clones
1359,YODA,More battalions to the left. Encircle them we must then divide.,True,Attack of the Clones
1362,THREEPIO,I'm sure I heard something this time. Didn't you? It's probably just a celebration,True,Attack of the Clones
1367,OBI-WAN,Hold on! Look over there...,True,Attack of the Clones
1369,ANAKIN,It's Dooku go after him!,True,Attack of the Clones
1371,ANAKIN, Padme!!!,True,Attack of the Clones
1373,ANAKIN, Put the ship down! Down!,True,Attack of the Clones
1374,OBI-WAN,No! Forget her. We have to go after Dooku.,True,Attack of the Clones
1375,ANAKIN,No we're not!! Land this ship!,True,Attack of the Clones
1376,OBI-WAN,Don't let your personal feelings get in the way. We've got a job to do.,True,Attack of the Clones
1378,ANAKIN,I don't care!.. Go back.,True,Attack of the Clones
1379,OBI-WAN,Anakin! She's all right! Look.,True,Attack of the Clones
1381,OBI-WAN, Follow that speeder!,True,Attack of the Clones
1385,DROID CAPTAIN,Your Excellency!,True,Attack of the Clones
1387,COUNT DOOKU,That won't be necessary Captain. Stand down. And leave them to me.,True,Attack of the Clones
1389,OBI-WAN, We move in together - you slowly on the...,True,Attack of the Clones
1390,ANAKIN,I'm taking him now!,True,Attack of the Clones
1391,OBI-WAN,Anakin no!,True,Attack of the Clones
1392,ANAKIN,You'll pay for all the Jedi you've killed today Dooku.,True,Attack of the Clones
1394,COUNT DOOKU,Kenobi isn't it? As you can see my Jedi powers are far beyond yours. Now back down.,True,Attack of the Clones
1395,OBI-WAN,I don't think so.,True,Attack of the Clones
1397,COUNT DOOKU,Ah but if I must.,True,Attack of the Clones
1399,COUNT DOOKU, I have spent the last ten years learning to use the power of the Dark Side. It gives me infinitely greater power.,True,Attack of the Clones
1400,OBI-WAN,You will have to prove it.,True,Attack of the Clones
1402,COUNT DOOKU,Grand Master Kenobi you disappoint me. Yoda holds you in such high esteem.,True,Attack of the Clones
1404,COUNT DOOKU, Which is it?,True,Attack of the Clones
1406,COUNT DOOKU, come come Master Kenobi. Put me out of my misery.,True,Attack of the Clones
1411,COUNT DOOKU, That's brave of you boy - but foolish. I would have thought you'd have learnt your lesson.,True,Attack of the Clones
1412,ANAKIN,I'm a slow learner.,True,Attack of the Clones
1414,COUNT DOOKU,You have unusual powers young Padawan. But not enought to save you this time.,True,Attack of the Clones
1415,ANAKIN,Don't bet on it!,True,Attack of the Clones
1416,OBI-WAN,Anakin!,True,Attack of the Clones
1421,COUNT DOOKU,Master Yoda. At last we shall know who is the most powerful.,True,Attack of the Clones
1423,YODA,Count Dooku. No interest in contests do I have.,True,Attack of the Clones
1427,YODA, The end for you Count this is.,True,Attack of the Clones
1428,COUNT DOOKU,...Not yet...,True,Attack of the Clones
1432,PADME,Anakin!,True,Attack of the Clones
1434,CLONE CAPTAIN,Resistance is at an end General. What are your orders ?,True,Attack of the Clones
1438,COUNT DOOKU,The Force is with us my Master.,True,Attack of the Clones
1439,DARTH SIDIOUS,Welcome home Lord Tyranus. You have done well.,True,Attack of the Clones
1440,COUNT DOOKU,I bring you good news my Lord. The war has begun.,True,Attack of the Clones
1441,DARTH SIDIOUS,Excellent.    Everything is going as planned.,True,Attack of the Clones
1444,MACE WINDU ,Where is your apprentice?,True,Attack of the Clones
1445,OBI-WAN,On his way back to Naboo. He is escorting Senator Amidala home.,True,Attack of the Clones
1447,OBI-WAN, I must admit without the clones it would not have been a victory.,True,Attack of the Clones
1448,YODA,Victory? Victory you say?,True,Attack of the Clones
1450,YODA, Not victory a defeat it was... Master Obi-Wan. Begun the Clone War has!,True,Attack of the Clones
