,Characters,Script,Test,Movie
1002,BOSS NASS," No mesa no tink so. Mesa scant talkie witda Naboo and no
nutten talkie it outlaunders. Dos mackineeks no comen here! Dey not know of
uss-en",False,The Phantom Menace
1003,BOSS NASS,Wesa ready to do are-sa part.,False,The Phantom Menace
1004,BOSS NASS," Wesa wish no nutten in yousa tings outlaunder and wesa no
care-n about da Naboo",False,The Phantom Menace
1005,BOSS NASS,Wesa gonna speed yousaway,False,The Phantom Menace
1006,BOSS NASS," Wesa give yousa una bongo. Da speedest way tooda Naboo tis goen
through da core. Now go",False,The Phantom Menace
1007,TC-14,I'm TC-14 at your service. This way please.,False,The Phantom Menace
1008,TC-14," I hope you honoured sirs with the most comfortable here. My master
will be with you shortly.",False,The Phantom Menace
1009,TC-14,Oh excuse me so sorry.,False,The Phantom Menace
1010,THREEPIO," How do you do I am See-Threepio Human Cyborg Relations. How
might I serve you",False,The Phantom Menace
1011,THREEPIO,I beg your pardon....what do you mean I'm naked?,False,The Phantom Menace
1012,THREEPIO,"  My parts are showing? Oh my goodness. How
embarrassing!",False,The Phantom Menace
1013,THREEPIO,Oh my! Space travel sounds rather perilous.,False,The Phantom Menace
1014,THREEPIO," I can assure you they will never get me onto one of those
dreadful starships",False,The Phantom Menace
1015,THREEPIO,He has to complete two more circuits? Oh dear!,False,The Phantom Menace
1016,THREEPIO,Sell me?!?,False,The Phantom Menace
1017,LOTT DOD," I object! There is no proof. This is incredible. We recommend a
commision be sent to Naboo to assertain the truth",False,The Phantom Menace
1018,LOTT DOD," The Trade Federation moves the motion be sent to the procedures
committee for study.",False,The Phantom Menace
1019,LOTT DOD," Your Honor you cannot allow us to be condemned without
reasonable observation. It's against all the rules of procedure.",False,The Phantom Menace
1020,BATTLE DROID 3B3,Drop your weapons!,False,The Phantom Menace
1021,WATTO,That you did. The boy is good no doubts there,False,The Phantom Menace
1022,WATTO,"  Deal! Yo bana pee ho-tah meedee ya. (Your friend is a
follish one methinks.)",False,The Phantom Menace
1023,WATTO," No Pod's worth two slaves...not by a long shot...one slave or
nothing",False,The Phantom Menace
1024,WATTO,You can't have him! It wasn't a fair bet,False,The Phantom Menace
1025,WATTO," Ah yes ah yes. Nubian. We have lots of that. What kinda junk?
 Peedenkel! Naba dee unko (Boy get in here! Now!",False,The Phantom Menace
1026,WATTO,"  Chut-Chut! Ganda doe wallya. (Never mind! Watch the
store) Me dwana no bata. 
Soooo let me take- a thee out back. Ni you'll find what you need.",False,The Phantom Menace
1027,WATTO," Republic credits?!? Republic credits are no good out here. I need
something more real..",False,The Phantom Menace
1028,WATTO,Pedunky. Maa kee cheelya,False,The Phantom Menace
1029,WATTO," ...but what would the boy ride? He smashed up my Pod in the last
race. It will take some time to fix it.",False,The Phantom Menace
1030,WATTO," Not if your ship belongs to me I think...I warn you no funny
business",False,The Phantom Menace
1031,WATTO,He always wins.  I'm betting heavily on Sebulba,False,The Phantom Menace
1032,WATTO," I hope you didn't kill anyone I know for it.  So you
supply the Pod and the entry fee; I supply the boy. We split the winnings
fifty-fifty I think",False,The Phantom Menace
1033,WATTO,No no! I want no more of your tricks! Take him!,False,The Phantom Menace
1034,WATTO," No they won'ta. QUI-GON using his mind power waves his hand
again",False,The Phantom Menace
1035,WATTO,What??!! What do you mean,False,The Phantom Menace
1036,WATTO," No they won'ta. What you think you're some kinda Jedi waving your
hand around like that? I'm a Toydarian. Mind tricks don'ta work on me-only
money. No money no parts! No deal! And no one else has a T-14 hyperdrive
I promise you that.",False,The Phantom Menace
1037,WATTO," A Pod for slaves. I don't think so...well poerhaps. Just one...the
mother maybe...the boy isn't for sale",False,The Phantom Menace
1038,VALORUM," Palpatine I thought you were my ally...my friend. You have
betrayed me! How could you do this?",False,The Phantom Menace
1039,VENDOR,Hey that will be seven truguts!!,False,The Phantom Menace
1040,WALD,Keep this up Greedo and you're gonna come to a bad end.,False,The Phantom Menace
1041,WATTO,Hi chuba da naga? (What do you want?,False,The Phantom Menace
1042,WATTO,Coona tee-tocky malia? (What took you so long?,False,The Phantom Menace
1043,WATTO," ...Here it is...a T-14 hyperdrive generator!! Thee in luck I'm the
only one hereabouts who has one...but thee might as well buy a new ship. It
would be cheaper I think...Sying of which how's thee going to pay for all
this",False,The Phantom Menace
1044,WATTO,"  Ootmians! Tinka me chasa hopoe ma booty na nolia.
(Outlanders! They think because we live so far from the center we don't
know nothing.",False,The Phantom Menace
1045,WATTO,Patta go bolla,False,The Phantom Menace
1046,WATTO," The boy tells me you wanta sponser hi insa race. You can't afford
parts. How can you do this? Not on Republic credits I think. (he laughs",False,The Phantom Menace
1047,WATTO,Not bad...not bad...a Nubian,False,The Phantom Menace
1048,WATTO,...I want to see your spaceship the moment the race is over,False,The Phantom Menace
1049,WATTO," Don't get me wrongo. I have great faith in the boy. He's a credit
to your race but Sebulba there is going to win I think",False,The Phantom Menace
1050,WATTO,We'll let fate decide. Blue it's the boy red his mother...,False,The Phantom Menace
1051,WATTO,"  You won the small toss outlander bou you won't win the
race so...it makes little difference.",False,The Phantom Menace
1052,WATTO,"  Bonapa keesa pateeso o wanna meetee chobodd.
",False,The Phantom Menace
1053,WATTO," You! You swindled me! You knew the boy was going to win! Somehow
you knew it! I lost everything.",False,The Phantom Menace
1054,ODY,Droids!,False,The Phantom Menace
1055,TEY HOW,Sir they've gone up the ventilation shaft.,False,The Phantom Menace
1056,YODA,Master Qui-Gon more to say have you,False,The Phantom Menace
1057,YODA,Trained as a Jedi you request for him,False,The Phantom Menace
1058,YODA,Good good young one. How feel you,False,The Phantom Menace
1059,YODA,See through you we can,False,The Phantom Menace
1060,YODA,...Correct you were Qui-Gon,False,The Phantom Menace
1061,YODA,An apprentice you have Qui-Gon. Impossible to take on a second,False,The Phantom Menace
1062,YODA,Young Skywalker's fate will be decided later,False,The Phantom Menace
1063,YODA," Confer on you the level of Jedi Knight the Coucil does. But agree
on you taking this boy as your Padawan learner I do not",False,The Phantom Menace
