,Episode Number,Character,negative,positive
2557,185,joey,0.056818181818181816,0.15757575754545455
2561,185,monica,0.14785943223076925,0.11179029303846155
2562,185,phoebe,0.09545454542424243,0.12348484848484849
2563,185,rachel,0.057999999999999996,0.276
2564,185,ross,0.2053467000526316,0.08690476192105265
2568,186,chandler,0.038969873673469387,0.13474246842857143
2574,186,joey,0.046511627906976744,0.24501661130232558
2576,186,monica,0.045987654314814816,0.19336419751851855
2578,186,phoebe,0.048039215676470584,0.24509803920588233
2580,186,rachel,0.11283391402439026,0.22485481997560974
2582,186,ross,0.06336805556250001,0.23921130952083333
2592,187,chandler,0.10382395381818181,0.03968253966666667
2596,187,joey,0.08601928375757575,0.2579758624848485
2598,187,monica,0.06189984259090909,0.2650580480454546
2599,187,phoebe,0.09001523169444445,0.22173921755555556
2600,187,rachel,0.07534722220833333,0.3146825396666667
2604,187,ross,0.033555088676470585,0.19460784311764703
2608,188,chandler,0.1567234848125,0.3645833333125
2614,188,joey,0.10805422644736844,0.1785429482894737
2618,188,monica,0.17901234566666666,0.18055555555555555
2619,188,phoebe,0.11904761904761904,0.13707482995238096
2622,188,rachel,0.07765873015,0.20916666665000003
2623,188,ross,0.09458812260344829,0.1852011494310345
2626,189,chandler,0.0755602240882353,0.20165732958823532
2629,189,joey,0.1027886841860465,0.12347729788372093
2630,189,monica,0.12351097179310346,0.27388416179310343
2632,189,phoebe,0.111946533,0.23185045950000005
2633,189,rachel,0.10794723294594594,0.39668597167567565
2635,189,ross,0.1301418439574468,0.20147754136170215
2637,190,chandler,0.08919413921153846,0.2874542124423077
2642,190,joey,0.0741758241923077,0.2835164835
2643,190,monica,0.07676767675757576,0.27727272724242424
2645,190,phoebe,0.08409247758695654,0.14865424430434784
2648,190,rachel,0.08726415094339622,0.17823450135849056
2649,190,ross,0.06837121213636363,0.2390422077272727
2655,191,chandler,0.16589390143421054,0.2695593149605264
2658,191,joey,0.10496541501086959,0.14363471671739128
2661,191,monica,0.14085933222988503,0.16677613573563216
2665,191,phoebe,0.09689922481395348,0.13372093023255813
2668,191,rachel,0.12459096458461537,0.12694139193846157
2669,191,ross,0.058052434449438195,0.2548644551460674
2676,192,chandler,0.12,0.1320833333
2678,192,joey,0.12624113474468085,0.10992907799999999
2682,192,monica,0.09250645993023257,0.16201550388372093
2684,192,phoebe,0.10035460991489362,0.16765385914893619
2686,192,rachel,0.068880208328125,0.15677083332812497
2688,192,ross,0.07916666665625001,0.1927083333125
2693,193,chandler,0.09,0.37704761903999995
2695,193,joey,0.07142857140540541,0.08095238097297298
2697,193,monica,0.15927750410344826,0.29720853855172413
2698,193,phoebe,0.12374338622222224,0.21455427288888887
2699,193,rachel,0.057269841253333335,0.24103174604
2700,193,ross,0.05945945945945946,0.2859073359189189
2707,194,chandler,0.22698412696666667,0.11888888889999999
2712,194,joey,0.1409688995,0.11715871847368424
2714,194,monica,0.14310344827586208,0.1396551724137931
2715,194,phoebe,0.10030769232,0.21948717947999996
2716,194,rachel,0.07826908540476192,0.20049130764285708
2717,194,ross,0.16652930401923077,0.22758769009615387
2720,195,chandler,0.1439605110487805,0.2601045296341463
2722,195,joey,0.12874747476,0.20185858580000002
2725,195,monica,0.09174107140625001,0.14134875540625
2727,195,phoebe,0.048370610888888894,0.2860930735555556
2728,195,rachel,0.07952380954285714,0.22714285714285715
2729,195,ross,0.109375,0.206041666675
2732,196,chandler,0.09999999999999999,0.22222222220833335
2734,196,joey,0.10128205127692308,0.1630769230769231
2736,196,monica,0.0877057612962963,0.20216049381481482
2737,196,phoebe,0.10517526454166666,0.18473875662499997
2739,196,rachel,0.09567901235185186,0.20866571699999995
2740,196,ross,0.20151515150909088,0.1621212121272727
2744,197,chandler,0.10569444445000001,0.25916666665
2747,197,joey,0.11718441815384616,0.2780888982884615
2748,197,monica,0.05156641602631579,0.36325472776315787
2750,197,phoebe,0.05407066051612903,0.14900153609677422
2751,197,rachel,0.047619047619047616,0.10956160242857144
2752,197,ross,0.11775200107407408,0.23535929088888888
2757,198,chandler,0.07300275481818183,0.19933884298181823
2759,198,joey,0.14247311825806452,0.14731182796774192
2760,198,monica,0.05697802198461539,0.3028571428615385
2763,198,phoebe,0.05562015502325581,0.2612403100465116
2764,198,rachel,0.08488372093023255,0.18042635658139536
2765,198,ross,0.11875,0.27187500000000003
2772,199,chandler,0.04587912088461539,0.1503205128076923
2779,199,joey,0.047854344722222227,0.1535167378888889
2782,199,monica,0.12444885361111112,0.16631393297222222
2783,199,phoebe,0.009259259259259259,0.3092592592592592
2785,199,rachel,0.038461538461538464,0.25576923073076924
2786,199,ross,0.06345029238596492,0.13216374268421052
2790,200,chandler,0.10472013360526317,0.19291979950000002
2793,200,joey,0.13127362054761904,0.24508692366666662
2799,200,monica,0.09960317460000001,0.1835289402
2801,200,phoebe,0.07651515149999999,0.2006493506363636
2802,200,rachel,0.08765432100000001,0.40398428733333336
2804,200,ross,0.048593073595238095,0.1614718614523809
2810,201,chandler,0.02,0.22166666664
2815,201,joey,0.04924242425,0.12429653679545455
2816,201,monica,0.05459770113793104,0.3448275862413793
2819,201,phoebe,0.02835213031578947,0.05701754384210527
2820,201,rachel,0.14047619046031748,0.18465608466666664
2821,201,ross,0.1737170765857143,0.2173246991142857
2825,202,chandler,0.13908045975862068,0.09482758620689655
2830,202,joey,0.14910459907692308,0.13371998369230767
2836,202,monica,0.01695526696969697,0.20707070703030303
2839,202,phoebe,0.054248366,0.2458061002352941
2840,202,rachel,0.051484230040816335,0.30457637597959186
2843,202,ross,0.05213675212820512,0.2256410255897436
2847,203,chandler,0.13193277311764703,0.15616246497058822
2850,203,joey,0.09800540903448277,0.15031040627586206
2852,203,monica,0.09841269842857142,0.23650793647619048
2854,203,phoebe,0.09642857142857142,0.15029761907142855
2857,203,rachel,0.00885416665625,0.23697916665625002
2859,203,ross,0.034,0.20507936508
2861,204,chandler,0.03302154195238095,0.2638888888809524
2864,204,joey,0.13505747124137932,0.05172413793103448
2865,204,monica,0.0791005290925926,0.20059523809259258
2866,204,phoebe,0.08174603173333334,0.1688888888666667
2868,204,rachel,0.05959595959090909,0.20829725827272724
2869,204,ross,0.06038647343478261,0.15881642510869562
2872,205,chandler,0.063238095232,0.20923809523200002
2880,205,joey,0.0862831858318584,0.17052254529203542
2883,205,monica,0.10282501888888888,0.21664777020634918
2888,205,phoebe,0.08364389233043477,0.20047430829565216
2891,205,rachel,0.11736535068376071,0.1870438203504273
2892,205,ross,0.04469057665189873,0.26786216595569623
