,Age,Athlete,Country,Medal,NOC,Rank,Time,Year
797,23,A J Kitt,United States,,USA,9,1:51.98,1992
798,22,Franco Colturi,Italy,,ITA,10,1:52.07,1992
799,22,Kristian Ghedina,Italy,,ITA,11,1:52.28,1992
800,26,Luc Alphand,France,,FRA,12,1:52.34,1992
801,30,Daniel Mahrer,Switzerland,,SUI,13,1:52.39,1992
802,21,Gianfranco Martin,Italy,,ITA,14,1:52.48,1992
803,25,Xavier Gigandet,Switzerland,,SUI,15,1:52.50,1992
804,23,Kyle Rasmussen,United States,,USA,16,1:52.71,1992
805,32,Helmut HÃ¶flehner,Austria,,AUT,17,1:53.10,1992
806,30,Felix Belczyk,Canada,,CAN,18,1:53.37,1992
807,24,Berni Huber,Germany,,GER,19,1:53.38,1992
808,21,Tommy Moe,United States,,USA,20,1:53.40,1992
809,22,Vitaly Andreyev,Unified Team,,EUN,21,1:53.52,1992
810,26,Aleksey Maslov,Unified Team,,EUN,22,1:53.68,1992
811,25,Brian Stemmle,Canada,,CAN,23,1:53.77,1992
812,21,Konstantin Chistyakov,Unified Team,,EUN,24,1:53.93,1992
813,20,Tsuyoshi Tomii,Japan,,JPN,25,1:54.23,1992
814,20,Kjetil AndrÃ© Aamodt,Norway,,NOR,26,1:54.24,1992
815,25,Denis Rey,France,,FRA,27,1:54.28,1992
816,23,Reggie Crist,United States,,USA,28,1:54.54,1992
817,27,Martin Bell,Great Britain,,GBR,29,1:54.83,1992
818,22,Ricardo Campo,Spain,,ESP,30,1:54.89,1992
819,29,Boris Duncan,Great Britain,,GBR,31,1:54.95,1992
820,21,Tom Stiansen,Norway,,NOR,32,1:55.62,1992
821,26,Graham Bell,Great Britain,,GBR,33,1:55.82,1992
822,27,MariÃ¡n BÃ­reÅ¡,Czechoslovakia,,TCH,34,1:56.21,1992
823,20,Paulo Oppliger,Chile,,CHI,35,1:56.30,1992
824,29,Steven Lee,Australia,,AUS,36,1:58.55,1992
825,22,Petar Dichev,Bulgaria,,BUL,37,2:01.21,1992
826,33,Hubertus von FÃ¼rstenberg-von Hohenlohe,Mexico,,MEX,38,2:02.98,1992
827,20,Choi Yong-Hee,South Korea,,KOR,39,2:04.85,1992
828,25,Alexis Racloz,Chile,,CHI,40,2:05.61,1992
829,29,Lothar Christian Munder,Brazil,,BRA,41,2:07.34,1992
830,26,Emilian FocÈeneanu,Romania,,ROU,42,2:08.81,1992
831,24,PÃ©ter KristÃ¡ly,Hungary,,HUN,43,2:09.88,1992
832,24,Aurel Foiciuc,Romania,,ROU,44,2:09.94,1992
833,31,Lamine GuÃ¨ye,Senegal,,SEN,45,2:12.84,1992
834,33,Leonhard Stock,Austria,,AUT,AC,,1992
835,31,Danilo Sbardellotto,Italy,,ITA,AC,,1992
836,28,Marc Girardelli,Luxembourg,,LUX,AC,,1992
837,23,Adrien Duvillard,France,,FRA,AC,,1992
838,24,Paul Accola,Switzerland,,SUI,AC,,1992
839,24,Roman Torn,Canada,,CAN,AC,,1992
840,24,Markus Foser,Liechtenstein,,LIE,AC,,1992
841,24,Nils Linneberg,Chile,,CHI,AC,,1992
842,26,Alphonse Gomis,Senegal,,SEN,AC,,1992
843,22,Cary Mullen,Canada,,CAN,AC,,1992
844,23,Tommy Moe,United States,Gold,USA,1,1:45.75,1994
845,22,Kjetil AndrÃ© Aamodt,Norway,Silver,NOR,2,1:45.79,1994
846,23,Ed Podivinsky,Canada,Bronze,CAN,3,1:45.87,1994
847,26,Patrick Ortlieb,Austria,,AUT,4,1:46.01,1994
848,30,Marc Girardelli,Luxembourg,,LUX,5,1:46.09,1994
849,22,Nicolas Burtin,France,,FRA,6T,1:46.22,1994
850,26,Hannes Trinkl,Austria,,AUT,6T,1:46.22,1994
851,28,Luc Alphand,France,,FRA,8,1:46.25,1994
852,27,Atle SkÃ¥rdal,Norway,,NOR,9,1:46.29,1994
853,27,Jan Einar Thorsen,Norway,,NOR,10,1:46.34,1994
854,25,Kyle Rasmussen,United States,,USA,11,1:46.35,1994
855,25,Peter Runggaldier,Italy,,ITA,12,1:46.39,1994
856,26,Pietro Vitalini,Italy,,ITA,13,1:46.48,1994
857,32,Daniel Mahrer,Switzerland,,SUI,14,1:46.55,1994
858,29,Armin Assinger,Austria,,AUT,15,1:46.68,1994
859,25,William Besse,Switzerland,,SUI,16,1:46.76,1994
860,25,A J Kitt,United States,,USA,17,1:46.82,1994
861,23,Lasse Kjus,Norway,,NOR,18,1:46.84,1994
862,29,GÃ¼nther Mader,Austria,,AUT,19,1:46.87,1994
863,24,Kristian Ghedina,Italy,,ITA,20,1:46.99,1994
864,26,Luigi Colturi,Italy,,ITA,21,1:47.05,1994
865,27,Christophe PlÃ©,France,,FRA,22,1:47.11,1994
866,23,Franco Cavegn,Switzerland,,SUI,23,1:47.15,1994
867,27,Jean-Luc CrÃ©tier,France,,FRA,24,1:47.27,1994
868,26,HansjÃ¶rg Tauscher,Germany,,GER,25,1:47.30,1994
869,28,Graham Bell,Great Britain,,GBR,26,1:47.39,1994
870,23,Luke Sauder,Canada,,CAN,27,1:47.45,1994
871,29,Martin Bell,Great Britain,,GBR,28,1:47.49,1994
872,20,JÃ¼rgen Hasler,Liechtenstein,,LIE,29,1:47.62,1994
873,22,Janne Leskinen,Finland,,FIN,30,1:47.87,1994
874,26,Ralf Socher,Canada,,CAN,31,1:47.93,1994
875,24,Fredrik Nyberg,Sweden,,SWE,32,1:47.97,1994
876,23,Achim Vogt,Liechtenstein,,LIE,33,1:47.98,1994
877,24,Patrik JÃ¤rbyn,Sweden,,SWE,34,1:48.05,1994
878,21,Miran Ravter,Slovenia,,SLO,35,1:48.48,1994
879,30,Markus Wasmeier,Germany,,GER,36,1:48.53,1994
880,19,Andrey Filichkin,Russia,,RUS,37,1:48.81,1994
881,23,Craig Thrasher,United States,,USA,38,1:48.91,1994
882,26,Markus Foser,Liechtenstein,,LIE,39,1:48.93,1994
883,22,Marco BÃ¼chel,Liechtenstein,,LIE,40,1:48.97,1994
884,19,Georges Mendes,Portugal,,POR,41,1:49.20,1994
885,26,Nils Linneberg,Chile,,CHI,42,1:49.80,1994
886,22,Andrey Kolotvin,Kazakhstan,,KAZ,43,1:50.39,1994
887,24,Petar Dichev,Bulgaria,,BUL,44,1:51.07,1994
888,19,MarÃ­ano Puricelli,Argentina,,ARG,45,1:52.38,1994
889,22,Marcin SzafraÅski,Poland,,POL,46,1:52.59,1994
890,20,Zurab Dzhidzhishvili,Georgia,,GEO,47,1:53.27,1994
891,35,Hubertus von FÃ¼rstenberg-von Hohenlohe,Mexico,,MEX,48,1:53.37,1994
892,23,Diego Margozzini,Chile,,CHI,49,1:55.32,1994
893,31,Lothar Christian Munder,Brazil,,BRA,50,1:56.48,1994
894,24,Cary Mullen,Canada,,CAN,AC,,1994
895,31,Franz Heinzer,Switzerland,,SUI,AC,,1994
896,33,Connor O'Brien,Estonia,,EST,AC,,1994
897,33,Lamine GuÃ¨ye,Senegal,,SEN,AC,,1994
898,19,Vasily Bezsmelnitsyn,Russia,,RUS,AC,,1994
899,31,Jean-Luc CrÃ©tier,France,Gold,FRA,1,1:50.11,1998
900,27,Lasse Kjus,Norway,Silver,NOR,2,1:50.51,1998
901,30,Hannes Trinkl,Austria,Bronze,AUT,3,1:50.63,1998
902,24,JÃ¼rg GrÃ¼nenfelder,Switzerland,,SUI,4,1:50.64,1998
903,27,Ed Podivinsky,Canada,,CAN,5,1:50.71,1998
904,28,Kristian Ghedina,Italy,,ITA,6,1:50.76,1998
905,23,Andreas Schifferer,Austria,,AUT,7,1:50.77,1998
906,23,Didier Cuche,Switzerland,,SUI,8,1:50.91,1998
907,29,Kyle Rasmussen,United States,,USA,9,1:51.09,1998
908,28,Patrik JÃ¤rbyn,Sweden,,SWE,10,1:51.22,1998
909,25,Fritz Strobl,Austria,,AUT,11,1:51.34,1998
910,27,Tommy Moe,United States,,USA,12,1:51.43,1998
911,26,Kjetil AndrÃ© Aamodt,Norway,,NOR,13,1:51.72,1998
912,27,Franco Cavegn,Switzerland,,SUI,14,1:51.74,1998
913,22,Jason Rosener,United States,,USA,15,1:52.33,1998
914,30,Werner Perathoner,Italy,,ITA,16,1:52.36,1998
915,26,Tsuyoshi Tomii,Japan,,JPN,17,1:52.62,1998
916,23,Andrey Filichkin,Russia,,RUS,18,1:52.65,1998
917,22,Kevin Wert,Canada,,CAN,19,1:52.67,1998
918,26,Jernej Koblar,Slovenia,,SLO,20,1:52.79,1998
919,21,Enis BeÄirbegoviÄ,Bosnia and Herzegovina,,BIH,21,1:53.47,1998
920,23,Andrzej Bachleda-CuruÅ,Poland,,POL,22,1:53.62,1998
921,32,Graham Bell,Great Britain,,GBR,23,1:53.93,1998
922,23,Vasily Bezsmelnitsyn,Russia,,RUS,24,1:54.27,1998
923,24,Linas Vaitkus,Lithuania,,LTU,25,1:56.22,1998
924,30,Nils Linneberg,Chile,,CHI,26,1:56.59,1998
925,25,Patrick-Paul Schwarzacher-Joyce,Ireland,,IRL,27,1:58.71,1998
926,24,Rainer Grob,Chile,,CHI,28,1:58.75,1998
927,25,Hermann Maier,Austria,,AUT,AC,,1998
928,26,Nicolas Burtin,France,,FRA,AC,,1998
929,25,Bruno Kernen,Switzerland,,SUI,AC,,1998
930,25,Luca Cattaneo,Italy,,ITA,AC,,1998
931,29,Peter Runggaldier,Italy,,ITA,AC,,1998
932,27,Luke Sauder,Canada,,CAN,AC,,1998
933,25,AleÅ¡ BrezavÅ¡Äek,Slovenia,,SLO,AC,,1998
934,29,A J Kitt,United States,,USA,AC,,1998
935,31,Brian Stemmle,Canada,,CAN,AC,,1998
936,28,Adrien Duvillard,France,,FRA,AC,,1998
937,25,Peter Pen,Slovenia,,SLO,AC,,1998
938,24,JÃ¼rgen Hasler,Liechtenstein,,LIE,AC,,1998
939,24,Andrew Freshwater,Great Britain,,GBR,AC,,1998
940,22,Yasuyuki Takishita,Japan,,JPN,AC,,1998
941,21,ThomÃ¡s Grob,Chile,,CHI,AC,,1998
942,29,Fritz Strobl,Austria,Gold,AUT,1,1:39.13,2002
943,31,Lasse Kjus,Norway,Silver,NOR,2,1:39.35,2002
944,32,Stephan Eberharter,Austria,Bronze,AUT,3,1:39.41,2002
945,30,Kjetil AndrÃ© Aamodt,Norway,,NOR,4,1:39.78,2002
946,24,Claude CrÃ©tier,France,,FRA,5,1:39.96,2002
947,30,Christian Greber,Austria,,AUT,6,1:40.00,2002
948,32,Fredrik Nyberg,Sweden,,SWE,7,1:40.30,2002
949,24,Ambrosi Hoffmann,Switzerland,,SUI,8,1:40.31,2002
950,21,Marco Sullivan,United States,,USA,9,1:40.37,2002
951,25,SÃ©bastien Fournier-Bidoz,France,,FRA,10,1:40.39,2002
952,24,Pierre-Emmanuel Dalcin,France,,FRA,11,1:40.58,2002
953,24,Bjarne Solbakken,Norway,,NOR,12T,1:40.74,2002
954,25,Antoine DÃ©nÃ©riaz,France,,FRA,12T,1:40.74,2002
955,27,Didier Cuche,Switzerland,,SUI,14,1:40.76,2002
956,31,Franco Cavegn,Switzerland,,SUI,15,1:40.81,2002
957,28,Daron Rahlves,United States,,USA,16,1:40.84,2002
958,26,Roland Fischnaller,Italy,,ITA,17,1:40.85,2002
959,32,Patrik JÃ¤rbyn,Sweden,,SWE,18,1:41.05,2002
960,28,Alessandro Fattori,Italy,,ITA,19,1:41.24,2002
961,25,Christoph Gruber,Austria,,AUT,20,1:41.25,2002
962,24,Didier DÃ©fago,Switzerland,,SUI,21,1:41.27,2002
963,25,Kurt Sulzenbacher,Italy,,ITA,22,1:41.56,2002
964,29,Peter Pen,Slovenia,,SLO,23,1:41.66,2002
965,31,Ed Podivinsky,Canada,,CAN,24,1:41.69,2002
966,28,Kenneth Sivertsen,Norway,,NOR,25,1:41.70,2002
967,28,JÃ¼rgen Hasler,Liechtenstein,,LIE,26,1:41.76,2002
968,26,Jakub Fiala,United States,,USA,27,1:41.84,2002
969,23,Andrej Jerman,Slovenia,,SLO,28,1:41.85,2002
970,30,Marco BÃ¼chel,Liechtenstein,,LIE,29T,1:41.86,2002
971,24,Scott Macartney,United States,,USA,29T,1:41.86,2002
972,24,Gregor Å parovec,Slovenia,,SLO,31,1:41.88,2002
973,25,Darin McBeath,Canada,,CAN,32,1:42.15,2002
974,30,Jernej Koblar,Slovenia,,SLO,33,1:42.31,2002
975,29,Max Rauffer,Germany,,GER,34,1:42.52,2002
976,32,Kristian Ghedina,Italy,,ITA,35,1:42.54,2002
977,19,Maksim Kedrin,Russia,,RUS,36,1:43.04,2002
978,25,AJ Bear,Australia,,AUS,37,1:43.19,2002
979,22,Dave Anderson,Canada,,CAN,38,1:43.20,2002
980,21,OndÅej Bank,Czech Republic,,CZE,39,1:43.33,2002
981,25,Borek ZakouÅil,Czech Republic,,CZE,40,1:43.63,2002
982,27,Andrey Filichkin,Russia,,RUS,41,1:43.73,2002
983,26,Yasuyuki Takishita,Japan,,JPN,42,1:43.75,2002
984,21,Pavel Shestakov,Russia,,RUS,43,1:44.35,2002
985,18,Sergey Komarov,Russia,,RUS,44,1:45.25,2002
986,24,Craig Branch,Australia,,AUS,45,1:45.34,2002
987,28,Jan HolickÃ½,Czech Republic,,CZE,46,1:45.49,2002
988,21,Ivan Heimschild,Slovakia,,SVK,47,1:46.36,2002
989,18,Maui Gayme,Chile,,CHI,48,1:47.63,2002
990,23,Mykola Skriabin,Ukraine,,UKR,49,1:47.65,2002
991,22,Mikael Gayme,Chile,,CHI,50,1:48.37,2002
992,23,Alex Heath,South Africa,,RSA,51,1:48.84,2002
993,19,NicolÃ¡s Arsel,Argentina,,ARG,52,1:49.75,2002
994,29,Patrick-Paul Schwarzacher-Joyce,Ireland,,IRL,53,1:54.42,2002
995,21,Cristian Simari Birkner,Argentina,,ARG,AC,,2002
996,29,Antoine DÃ©nÃ©riaz,France,Gold,FRA,1,1:48.80,2006
997,30,Michael Walchhofer,Austria,Silver,AUT,2,1:49.52,2006
998,33,Bruno Kernen,Switzerland,Bronze,SUI,3,1:49.82,2006
999,34,Kjetil AndrÃ© Aamodt,Norway,,NOR,4,1:49.88,2006
1000,28,Bode Miller,United States,,USA,5,1:49.93,2006
1001,33,Hermann Maier,Austria,,AUT,6,1:50.00,2006
1002,34,Marco BÃ¼chel,Liechtenstein,,LIE,7,1:50.04,2006
1003,33,Fritz Strobl,Austria,,AUT,8,1:50.12,2006
1004,25,Patrick Staudacher,Italy,,ITA,9,1:50.29,2006
1005,32,Daron Rahlves,United States,,USA,10,1:50.33,2006
1006,28,Pierre-Emmanuel Dalcin,France,,FRA,11,1:50.35,2006
1007,28,Tobias GrÃ¼nenfelder,Switzerland,,SUI,12,1:50.44,2006
1008,22,Manuel Osborne-Paradis,Canada,,CAN,13,1:50.45,2006
1009,35,Lasse Kjus,Norway,,NOR,14,1:50.64,2006
1010,28,Scott Macartney,United States,,USA,15,1:50.68,2006
1011,21,FranÃ§ois Bourque,Canada,,CAN,16,1:50.70,2006
1012,28,Ambrosi Hoffmann,Switzerland,,SUI,17,1:50.72,2006
1013,29,Kurt Sulzenbacher,Italy,,ITA,18,1:50.84,2006
1014,23,Steve Nyman,United States,,USA,19T,1:50.88,2006
1015,23,Peter Fill,Italy,,ITA,19T,1:50.88,2006
1016,23,Aksel Lund Svindal,Norway,,NOR,21,1:50.90,2006
1017,25,Klaus KrÃ¶ll,Austria,,AUT,22,1:50.91,2006
1018,36,Kristian Ghedina,Italy,,ITA,23,1:50.98,2006
1019,25,Yannick Bertrand,France,,FRA,24,1:51.37,2006
1020,28,Finlay Mickel,Great Britain,,GBR,25,1:51.48,2006
1021,28,Didier DÃ©fago,Switzerland,,SUI,26,1:51.51,2006
1022,21,John Kucera,Canada,,CAN,27,1:51.55,2006
1023,27,Andrej Jerman,Slovenia,,SLO,28,1:51.70,2006
1024,28,Bjarne Solbakken,Norway,,NOR,29,1:51.72,2006
1025,25,Pavel Shestakov,Russia,,RUS,30,1:51.93,2006
1026,24,Andrej Å porn,Slovenia,,SLO,31,1:52.17,2006
1027,29,Craig Branch,Australia,,AUS,32,1:52.55,2006
1028,36,Patrik JÃ¤rbyn,Sweden,,SWE,33,1:52.87,2006
1029,25,Petr ZÃ¡hrobskÃ½,Czech Republic,,CZE,34,1:52.90,2006
1030,25,Claudio Sprecher,Liechtenstein,,LIE,35,1:53.34,2006
1031,29,Borek ZakouÅil,Czech Republic,,CZE,36,1:54.07,2006
1032,23,Roger Cruickshank,Great Britain,,GBR,37,1:54.65,2006
1033,21,Aleksandr Khoroshilov,Russia,,RUS,38,1:54.70,2006
1034,26,Alex Antor,Andorra,,AND,39,1:55.01,2006
1035,23,Konstantin Sats,Russia,,RUS,40,1:55.03,2006
1036,26,Mikael Gayme,Chile,,CHI,41,1:55.73,2006
1037,22,Maui Gayme,Chile,,CHI,42,1:56.10,2006
1038,22,Nikolai Hentsch,Brazil,,BRA,43,1:56.58,2006
1039,27,MichaÅ KaÅwa,Poland,,POL,44,1:56.81,2006
1040,21,Jaroslav BabuÅ¡iak,Slovakia,,SVK,45,1:57.45,2006
1041,20,RenÄrs DorÅ¡s,Latvia,,LAT,46,1:57.54,2006
1042,27,Mykola Skriabin,Ukraine,,UKR,47,1:57.56,2006
1043,23,Sindri MÃ¡r PÃ¡lsson,Iceland,,ISL,48,1:57.69,2006
1044,19,Jorge MandrÃº,Chile,,CHI,49,1:58.77,2006
1045,21,Roger Vidosa,Andorra,,AND,50,1:59.24,2006
1046,28,Andrey Drygin,Tajikistan,,TJK,51,1:59.41,2006
1047,27,Alex Heath,South Africa,,RSA,52,1:59.79,2006
1048,24,Florentin Nicolae,Romania,,ROU,53,2:00.93,2006
1049,25,OndÅej Bank,Czech Republic,,CZE,AC,,2006
1050,25,Ivan Heimschild,Slovakia,,SVK,AC,,2006
1051,32,Didier DÃ©fago,Switzerland,Gold,SUI,1,1:54.31,2010
1052,27,Aksel Lund Svindal,Norway,Silver,NOR,2,1:54.38,2010
1053,32,Bode Miller,United States,Bronze,USA,3,1:54.40,2010
1054,26,Mario Scheiber,Austria,,AUT,4,1:54.52,2010
1055,28,Erik Guay,Canada,,CAN,5,1:54.64,2010
1056,35,Didier Cuche,Switzerland,,SUI,6,1:54.67,2010
1057,27,David Poisson,France,,FRA,7,1:54.82,2010
1058,38,Marco BÃ¼chel,Liechtenstein,,LIE,8,1:54.84,2010
1059,29,Klaus KrÃ¶ll,Austria,,AUT,9,1:54.87,2010
1060,34,Michael Walchhofer,Austria,,AUT,10,1:54.88,2010
1061,23,Carlo Janka,Switzerland,,SUI,11,1:55.02,2010
1062,25,Hans Olsson,Sweden,,SWE,12T,1:55.19,2010
1063,27,Werner Heel,Italy,,ITA,12T,1:55.19,2010
1064,24,Rok Perko,Slovenia,,SLO,14,1:55.26,2010
1065,27,Peter Fill,Italy,,ITA,15,1:55.29,2010
1066,25,Adrien ThÃ©aux,France,,FRA,16,1:55.40,2010
1067,26,Manuel Osborne-Paradis,Canada,,CAN,17,1:55.44,2010
1068,30,Ivica KosteliÄ,Croatia,,CRO,18,1:55.49,2010
1069,25,Christof Innerhofer,Italy,,ITA,19,1:55.58,2010
1070,28,Steve Nyman,United States,,USA,20,1:55.71,2010
1071,24,Andrew Weibrecht,United States,,USA,21,1:55.74,2010
1072,28,Hans Grugger,Austria,,AUT,22,1:55.81,2010
1073,32,Ambrosi Hoffmann,Switzerland,,SUI,23,1:56.04,2010
1074,27,Stephan Keppler,Germany,,GER,24,1:56.11,2010
1075,28,Jan Hudec,Canada,,CAN,25,1:56.19,2010
1076,24,Guillermo Fayed,France,,FRA,26,1:56.20,2010
1077,29,Johan Clarey,France,,FRA,27,1:56.29,2010
1078,31,Andrej Jerman,Slovenia,,SLO,28,1:56.35,2010
1079,40,Patrik JÃ¤rbyn,Sweden,,SWE,29,1:56.58,2010
1080,29,OndÅej Bank,Czech Republic,,CZE,30,1:56.66,2010
1081,25,Lars Myhre,Norway,,NOR,31T,1:56.69,2010
1082,24,Kjetil Jansrud,Norway,,NOR,31T,1:56.69,2010
1083,23,Natko ZrnÄiÄ-Dim,Croatia,,CRO,33,1:57.02,2010
1084,33,Craig Branch,Australia,,AUS,34,1:57.19,2010
1085,29,Patrick Staudacher,Italy,,ITA,35,1:57.21,2010
1086,29,Petr ZÃ¡hrobskÃ½,Czech Republic,,CZE,36,1:57.44,2010
1087,23,Andrej KriÅ¾aj,Slovenia,,SLO,37,1:57.72,2010
1088,24,Ed Drake,Great Britain,,GBR,38,1:57.91,2010
1089,28,Jono Brauer,Australia,,AUS,39,1:58.08,2010
1090,23,KryÅ¡tof KrÃ½zl,Czech Republic,,CZE,40,1:58.43,2010
1091,23,Ivan RatkiÄ,Croatia,,CRO,41,1:58.58,2010
1092,20,Andreas Romar,Finland,,FIN,42,1:58.71,2010
1093,31,Markus Larsson,Sweden,,SWE,43,1:58.82,2010
1094,22,FerrÃ¡n Terra,Spain,,ESP,44,1:58.85,2010
1095,25,Aleksandr Khoroshilov,Russia,,RUS,45,1:59.21,2010
1096,34,Truls Ove Karlsen,Norway,,NOR,46,1:59.52,2010
1097,20,Kevin Esteve Rigail,Andorra,,AND,47,1:59.61,2010
1098,25,Roger Vidosa,Andorra,,AND,48,1:59.65,2010
1099,26,Maui Gayme,Chile,,CHI,49,1:59.76,2010
1100,23,Igor Zakurdayev,Kazakhstan,,KAZ,50,1:59.80,2010
1101,21,Paul de la Cuesta,Spain,,ESP,51,1:59.84,2010
1102,25,Jaroslav BabuÅ¡iak,Slovakia,,SVK,52,1:59.99,2010
1103,32,Johnny Albertsen,Denmark,,DEN,53,2:00.12,2010
1104,21,Stepan Zuyev,Russia,,RUS,54,2:00.58,2010
1105,29,Cristian Simari Birkner,Argentina,,ARG,55,2:01.67,2010
1106,23,Jorge MandrÃº,Chile,,CHI,56,2:01.72,2010
1107,25,Filip Trejbal,Czech Republic,,CZE,57,2:02.57,2010
1108,22,Roberts Rode,Latvia,,LAT,58,2:03.36,2010
1109,32,Andrey Drygin,Tajikistan,,TJK,59,2:04.44,2010
1110,25,Robbie Dixon,Canada,,CAN,AC,,2010
1111,28,Andrej Å porn,Slovenia,,SLO,AC,,2010
1112,24,DragoÈ Staicu,Romania,,ROU,AC,,2010
1113,32,Stefan Georgiev,Bulgaria,,BUL,AC,,2010
1114,29,Marco Sullivan,United States,,USA,AC,[2:07.76],2010
1115,23,Matthias Mayer,Austria,Gold,AUT,1,2:06.23,2014
1116,29,Christof Innerhofer,Italy,Silver,ITA,2,2:06.29,2014
1117,28,Kjetil Jansrud,Norway,Bronze,NOR,3,2:06.33,2014
1118,31,Aksel Lund Svindal,Norway,,NOR,4,2:06.52,2014
1119,25,Travis Ganong,United States,,USA,5,2:06.64,2014
1120,27,Carlo Janka,Switzerland,,SUI,6,2:06.71,2014
1121,31,Peter Fill,Italy,,ITA,7,2:06.72,2014
1122,36,Bode Miller,United States,,USA,8,2:06.75,2014
1123,24,Max Franz,Austria,,AUT,9,2:07.03,2014
1124,32,Erik Guay,Canada,,CAN,10,2:07.04,2014
1125,24,Dominik Paris,Italy,,ITA,11,2:07.13,2014
1126,31,Werner Heel,Italy,,ITA,12,2:07.16,2014
1127,26,Beat Feuz,Switzerland,,SUI,13,2:07.49,2014
1128,36,Didier DÃ©fago,Switzerland,,SUI,14,2:07.79,2014
1129,30,Patrick KÃ¼ng,Switzerland,,SUI,15,2:07.82,2014
1130,31,David Poisson,France,,FRA,16,2:07.83,2014
1131,32,Georg Streitberger,Austria,,AUT,17,2:07.86,2014
1132,29,Adrien ThÃ©aux,France,,FRA,18,2:07.89,2014
1133,26,Ben Thomsen,Canada,,CAN,19,2:08.00,2014
1134,33,OndÅej Bank,Czech Republic,,CZE,20,2:08.24,2014
1135,32,Jan Hudec,Canada,,CAN,21,2:08.49,2014
1136,33,Klaus KrÃ¶ll,Austria,,AUT,22,2:08.50,2014
1137,30,Alek Glebov,Russia,,RUS,23,2:08.96,2014
1138,22,Klemen Kosi,Slovenia,,SLO,24,2:08.98,2014
1139,29,Manuel Osborne-Paradis,Canada,,CAN,25,2:09.00,2014
1140,28,Guillermo Fayed,France,,FRA,26,2:09.03,2014
1141,31,Steve Nyman,United States,,USA,27,2:09.15,2014
1142,25,Paul de la Cuesta,Spain,,ESP,28,2:09.46,2014
1143,27,Natko ZrnÄiÄ-Dim,Croatia,,CRO,29,2:09.80,2014
1144,33,Marco Sullivan,United States,,USA,30,2:10.10,2014
1145,22,Yury Danilochkin,Belarus,,BLR,31,2:10.58,2014
1146,24,Kevin Esteve Rigail,Andorra,,AND,32,2:10.80,2014
1147,27,Igor Zakurdayev,Kazakhstan,,KAZ,33,2:11.28,2014
1148,26,FerrÃ¡n Terra,Spain,,ESP,34,2:11.43,2014
1149,31,Martin VrÃ¡blÃ­k,Czech Republic,,CZE,35,2:11.73,2014
1150,26,Georgi Georgiev,Bulgaria,,BUL,36,2:12.49,2014
1151,21,Christoffer Faarup,Denmark,,DEN,37,2:12.55,2014
1152,24,Nikola Chongarov,Bulgaria,,BUL,38,2:12.57,2014
1153,20,Arnaud Alessandria,Monaco,,MON,39,2:12.71,2014
1154,22,Marc Oliveras,Andorra,,AND,40,2:12.76,2014
1155,19,Henrik von Appen,Chile,,CHI,41,2:13.16,2014
1156,22,Martin Khuber,Kazakhstan,,KAZ,42,2:13.51,2014
1157,27,Dmitry Koshkin,Kazakhstan,,KAZ,43,2:14.63,2014
1158,22,Igor Laikert,Bosnia and Herzegovina,,BIH,44,2:15.07,2014
1159,20,Martin BendÃ­k,Slovakia,,SVK,45,2:15.39,2014
1160,23,Ioan Achiriloaie,Romania,,ROU,46,2:17.46,2014
1161,26,Roberts Rode,Latvia,,LAT,47,2:17.50,2014
1162,33,Johan Clarey,France,,FRA,AC,,2014
1163,21,Aleksander Aamodt Kilde,Norway,,NOR,AC,,2014
